进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2004-12,07141020,木薯干,1298347.0,12591459.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,中化天津进出口公司,国有企业,天津市河西区南京路58号,022  23146206,022  23146200,300042,,王飞,山东省日照,hs071410,usd
进口,2004-12,07141020,木薯干,2284054.0,22439178.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东金沂蒙集团有限公司,私营企业,山东省临沭县城兴大西街99号,,0539 6268059,276700,,张立省,山东省临沂,hs071410,usd
进口,2004-12,07141020,木薯干,121670.0,1205892.0,公斤,印度尼西亚,一般贸易,青岛海关,江海运输,印度尼西亚,山东万宝贸易有限公司,私营企业,北京路中段,,0633 8320835,276826,,辛为华,山东省日照,hs071410,usd
进口,2004-12,07141020,木薯干,26677.0,264644.0,公斤,泰国,其他,青岛海关,江海运输,泰国,日照金宝矿业有限公司,私营企业,,,,,,,山东省日照,hs071410,usd
进口,2004-12,07141020,木薯干,583304.0,5601968.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,,私营企业,,,,,,,山东省临沂,hs071410,usd
进口,2004-12,07141020,木薯干,1157627.0,11008504.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,日照市宏达进出口公司,集体企业,山东省日照市海滨三路2号,,0633 8388089,276826,,袁安全,山东省日照,hs071410,usd
进口,2004-12,07141020,木薯干,570757.0,5270592.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省国际贸易集团日照公司,国有企业,日照市艳阳路18号,,0633 8230326,276800,,杨勇,山东省日照,hs071410,usd
进口,2004-12,07141020,木薯干,212350.0,2000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省国际贸易集团日照公司,国有企业,日照市艳阳路18号,,0633 8230326,276800,,杨勇,山东省临沂,hs071410,usd
进口,2004-12,07141020,木薯干,105532.0,1128788.0,公斤,印度尼西亚,一般贸易,青岛海关,江海运输,印度尼西亚,日照恒信工贸公司,国有企业,日照南路48号,,0633 8333014,276800,,王旭日,山东省日照,hs071410,usd
进口,2004-12,07141020,木薯干,1986592.0,19477781.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,日照恒信工贸公司,国有企业,日照南路48号,,0633 8333014,276800,,王旭日,山东省日照,hs071410,usd
进口,2004-12,07141020,木薯干,700442.0,6321634.0,公斤,印度尼西亚,一般贸易,宁波海关,江海运输,印度尼西亚,宁波亿隆国际贸易有限公司,私营企业,,,,,,,浙江省宁波,hs071410,usd
进口,2004-12,07141020,木薯干,763131.0,6658308.0,公斤,印度尼西亚,一般贸易,南京海关,江海运输,印度尼西亚,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2004-12,07141020,木薯干,308938.0,2909850.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2004-12,07141020,木薯干,45450.0,390627.0,公斤,印度尼西亚,进料加工贸易,南京海关,江海运输,印度尼西亚,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2004-12,07141020,木薯干,3067925.0,30046570.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,青岛市市南区太平路51号,0532-2971838,0532 2972596,266001,,李兆兴,江苏省徐州,hs071410,usd
进口,2004-12,07141020,木薯干,994783.0,9364121.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,青岛市市南区太平路51号,0532-2971838,0532 2972596,266001,,李兆兴,江苏省连云港,hs071410,usd
进口,2004-12,07141020,木薯干,1262082.0,12000000.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,青岛市市南区太平路51号,0532-2971838,0532 2972596,266001,,李兆兴,安徽省蚌埠,hs071410,usd
进口,2004-12,07141020,木薯干,442848.0,4210640.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,青岛市市南区太平路51号,0532-2971838,0532 2972596,266001,,李兆兴,山东省青岛,hs071410,usd
进口,2004-12,07141020,木薯干,1967037.0,18644438.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,中化广东进出口公司,国有企业,广州市站前路58号,020  86672288,020  86672288,510160,,康俊祥,江苏省泰州,hs071410,usd
进口,2004-12,07141020,木薯干,1145962.0,11312116.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,,中外合资企业,,,,,,,江苏省连云港,hs071410,usd
进口,2004-12,07141020,木薯干,657101.0,6299324.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,,外商独资企业,,,,,,,江苏省泰州,hs071410,usd
进口,2004-12,07141020,木薯干,798353.0,7698286.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,新沂市花厅酒业有限公司,私营企业,新沂市新安镇钟吾路74号,0516 8921211,0516 8921211,221400,,庄新华,江苏省徐州,hs071410,usd
进口,2004-12,07141020,木薯干,731194.0,9000000.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,南通天恒化工厂,集体企业,南通市唐闸市街102号,0513 5559217,0513 5650129,226002,,赵敏,江苏省南通,hs071410,usd
进口,2004-12,07141020,木薯干,218866.0,1765050.0,公斤,印度尼西亚,一般贸易,南京海关,江海运输,印度尼西亚,罗氏中亚(无锡)柠檬酸有限公司,外商独资企业,,,,,,,高新技术产业开发区,hs071410,usd
进口,2004-12,07141020,木薯干,1673918.0,13499340.0,公斤,印度尼西亚,进料加工贸易,南京海关,江海运输,印度尼西亚,罗氏中亚(无锡)柠檬酸有限公司,外商独资企业,,,,,,,高新技术产业开发区,hs071410,usd
进口,2004-12,10030090,其他大麦,1882146.0,9000000.0,公斤,加拿大,一般贸易,大连海关,江海运输,加拿大,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005,,于旭波,辽宁省大连,hs100300,usd
进口,2004-12,10030090,其他大麦,383353.0,1993640.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005,,于旭波,辽宁省大连,hs100300,usd
进口,2004-12,10030090,其他大麦,192271.0,983050.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,大连兴泽制麦有限公司,中外合资企业,大连市金州区三十里堡国营农场卫国屯,0411 87351818,0411 87351097,116103,,刘丰慧,辽宁省大连,hs100300,usd
进口,2004-12,10030090,其他大麦,825219.0,4277800.0,公斤,加拿大,一般贸易,天津海关,江海运输,加拿大,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300,,李福成,北京市顺义,hs100300,usd
进口,2004-12,10030090,其他大麦,746390.0,4022440.0,公斤,澳大利亚,一般贸易,天津海关,江海运输,澳大利亚,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300,,李福成,北京市顺义,hs100300,usd
进口,2004-12,10030090,其他大麦,6237000.0,33000000.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,河北四海发展股份有限公司,集体企业,承德市高新技术开发区西区11号,,0314 2162359,067000,,王世海,河北省承德,hs100300,usd
进口,2004-12,10030090,其他大麦,202559.02,1134560.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,烟台市高新区海越麦芽有限公司,私营企业,烟台市高新技术产业开发区,,0535 6489083,264007,,周余桃,山东省烟台,hs100300,usd
进口,2004-12,10030090,其他大麦,281014.0,1578435.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,烟台麦多利啤酒原料有限公司,中外合资企业,烟台市莱山区迎春大街126号,,0535 6711004,264001,,曲继光,山东省烟台,hs100300,usd
进口,2004-12,10030090,其他大麦,4611596.0,23278088.0,公斤,澳大利亚,一般贸易,黄埔海关,江海运输,澳大利亚,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730,,翟治明,广州经济技术开发区,hs100300,usd
进口,2004-12,10030090,其他大麦,779900.94,4103220.0,公斤,澳大利亚,一般贸易,宁波海关,江海运输,澳大利亚,浙江省建筑材料集团有限公司,国有企业,杭州市湖墅南路257号,,0571 5390869,310005,,王先龙,浙江省杭州,hs100300,usd
进口,2004-12,10030090,其他大麦,52057.0,283610.0,公斤,澳大利亚,一般贸易,上海海关,江海运输,澳大利亚,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005,,于旭波,上海外高桥保税区,hs100300,usd
进口,2004-12,10030090,其他大麦,97212.0,324040.0,公斤,澳大利亚,进料加工贸易,厦门海关,江海运输,澳大利亚,勇泉(厦门)茶业有限公司,外商独资企业,厦门市集美区东安村,,0592 6150798 6150799,361026,,加藤和正,福建省厦门,hs100300,usd
进口,2004-12,10040090,其他燕麦,245736.0,712900.0,公斤,澳大利亚,一般贸易,南宁海关,江海运输,澳大利亚,广西贺州西麦生物食品有限公司,中外合资企业,广西贺州市迎宾大道,0774 8831168,0774 8831138,542601,,谢庆奎,广西贺州地区,hs100400,usd
进口,2004-12,10040090,其他燕麦,393874.03,1236620.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,恩氏食品(深圳)有限公司,外商独资企业,深圳宝安龙华镇龙华村钓鱼台工业区,0755 28137140,0755 28137139,518109,erust@szon.net,苏育信,广东省深圳,hs100400,usd
进口,2004-12,10051000,种用玉米,337.99997,58.0,公斤,菲律宾,一般贸易,北京海关,航空运输,菲律宾,北京市种子公司,国有企业,北京市海淀区北太平路15号,,010  62019574,100088,,张劲柏,北京市海淀区,hs100510,usd
进口,2004-12,10051000,种用玉米,56000.0,3000.0,公斤,德国,一般贸易,天津海关,江海运输,德国,黑龙江北大荒集团九三种业有限公司,国有企业,哈尔滨市南岗区湘江路88号,0451 5396686,0451 5396655,150090,,郑百义,哈尔滨高技术开发区,hs100510,usd
进口,2004-12,10051000,种用玉米,21280.0,1064.0,公斤,德国,一般贸易,天津海关,江海运输,德国,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029,,宋晓明,新疆维吾尔其它,hs100510,usd
进口,2004-12,10051000,种用玉米,376.0,20.0,公斤,智利,一般贸易,长春海关,航空运输,智利,,中外合作企业,,,,,,,吉林省长春,hs100510,usd
进口,2004-12,10059000,玉米，种用除外,44485.0,99789.0,公斤,美国,一般贸易,上海海关,江海运输,美国,浙江省粮油食品进出口股份有限公司,国有企业,浙江省杭州市体育场路229号,0571-85152514,0571 85779999,310003,,朱子春,浙江省杭州,hs100590,usd
进口,2004-12,10070090,其他食用高梁,19791.0,234000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,陇川县顺昌贸易有限公司,私营企业,,,,,,,云南省瑞丽,hs100700,usd
进口,2004-12,10070090,其他食用高梁,61571.0,728000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,瑞丽市恒昌商贸有限责任公司,私营企业,瑞丽市滇金路,0692 4145745,0692 4145745,678600,,张建和,云南省瑞丽,hs100700,usd
进口,2004-12,10070090,其他食用高梁,58273.0,689000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,瑞丽市汇宏商贸有限责任公司,私营企业,,,,,,,云南省瑞丽,hs100700,usd
进口,2004-12,23033000,酿造及蒸馏过程中的糟粕及残渣,1132.0,30000.0,公斤,日本,其他,宁波海关,江海运输,日本,浙江惠灵对外贸易有限责任公司,国有企业,杭州下城区中山北路308号,,0571 85773908,310003.0,,杨冠雄,浙江省其它,hs230330,usd
进口,2004-04,07141020,木薯干,117287.0,1301600.0,公斤,越南,一般贸易,宁波海关,江海运输,越南,天津北方华源经济发展有限公司,国有企业,天津开发区洞庭路金桥商苑32-302号,022  24302671,022  231420912,300171.0,,马国富,浙江省宁波,hs071410,usd
进口,2004-04,07141020,木薯干,498199.0,5506280.0,公斤,越南,一般贸易,宁波海关,江海运输,越南,宁波海田国际贸易有限公司,集体企业,老实巷66号,0574-87345620,0574 7195875,315000.0,,李猛进,浙江省宁波,hs071410,usd
进口,2004-04,07141020,木薯干,444102.0,4397050.0,公斤,越南,一般贸易,南京海关,江海运输,越南,罗氏中亚(无锡)柠檬酸有限公司,中外合资企业,无锡国家高新技术产业开发区B区,005105408888,005102704540,214024.0,,王锡林,高新技术产业开发区,hs071410,usd
进口,2004-04,07141020,木薯干,119216.0,1180356.0,公斤,越南,进料加工贸易,南京海关,江海运输,越南,罗氏中亚(无锡)柠檬酸有限公司,中外合资企业,无锡国家高新技术产业开发区B区,005105408888,005102704540,214024.0,,王锡林,高新技术产业开发区,hs071410,usd
进口,2004-04,07141020,木薯干,910756.0,9117620.0,公斤,越南,一般贸易,南京海关,江海运输,越南,,外商独资企业,,,,,,,江苏省泰州,hs071410,usd
进口,2004-04,07141020,木薯干,901253.0,8639896.0,公斤,越南,一般贸易,南京海关,江海运输,越南,山东省东方国际贸易股份有限公司,国有企业,青岛市市南区太平路51号,0532-2971838,0532 2972596,266001.0,,李兆兴,安徽省蚌埠,hs071410,usd
进口,2004-04,07141020,木薯干,2184791.0,22544110.0,公斤,越南,一般贸易,南京海关,江海运输,越南,广东顺德糖厂有限公司,国有企业,顺德市德胜区沙头,0757 22292020,0757 22291041  07,528333.0,,张绪跃,江苏省连云港,hs071410,usd
进口,2004-04,07141020,木薯干,71931.0,779520.0,公斤,越南,一般贸易,南京海关,江海运输,越南,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2004-04,07141020,木薯干,467868.03,4910147.0,公斤,越南,一般贸易,南京海关,江海运输,越南,江苏汇鸿国际集团土产进出口股份有限公司,国有企业,南京白下路91号,025-84594734,025-84593948,210001.0,,马驰,江苏省连云港,hs071410,usd
进口,2004-04,07141020,木薯干,315131.0,3267670.0,公斤,越南,一般贸易,南京海关,江海运输,越南,中国糖业酒类集团公司,国有企业,北京市西城区西直门大外大街110号,010-68361006,010  68317565,100044.0,,王新国,江苏省连云港,hs071410,usd
进口,2004-04,07141020,木薯干,40.0,100.0,公斤,越南,一般贸易,上海海关,江海运输,越南,山东佳美食品工业有限公司,外商独资企业,菏泽市沙土镇,,0530 5770185,274000.0,,曙昭明,山东省渮泽,hs071410,usd
进口,2004-04,07141020,木薯干,1724484.1,18893530.0,公斤,泰国,一般贸易,黄埔海关,江海运输,泰国,通威股份有限公司,私营企业,成都市高新区创业路2号奇力新峰大楼10楼,,028  85188888,610041.0,,刘汉元,成都高新技术产业开发区,hs071410,usd
进口,2004-04,07141020,木薯干,1158571.0,12353968.0,公斤,泰国,一般贸易,黄埔海关,江海运输,泰国,中国粮油饲料有限公司,国有企业,北京市东城区安定门大街208号,,010  64209377,100011.0,,杨莉,广东省广州,hs071410,usd
进口,2004-04,07141020,木薯干,62366.0,683295.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,烟台市土畜产对外贸易有限公司,国有企业,芝罘区上夼西路85号,,0535 6216870,264001.0,,勇田桥,山东省青岛,hs071410,usd
进口,2004-04,07141020,木薯干,59177.0,648343.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,烟台市土畜产对外贸易有限公司,国有企业,芝罘区上夼西路85号,,0535 6216870,264001.0,,勇田桥,山东省烟台,hs071410,usd
进口,2004-04,07141020,木薯干,12867.0,140972.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,烟台市土畜产对外贸易有限公司,国有企业,芝罘区上夼西路85号,,0535 6216870,264001.0,,勇田桥,山东省即墨,hs071410,usd
进口,2004-04,07141020,木薯干,708769.0,7604400.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,青岛市市南区太平路51号,0532-2971838,0532 2972596,266001.0,,李兆兴,山东省青岛,hs071410,usd
进口,2004-04,07141020,木薯干,1189592.0,13178040.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省嘉华对外贸易有限公司,国有企业,青岛市巫峡路25号,,0532 3894127,266002.0,,吴洪祥,山东省德州,hs071410,usd
进口,2004-04,07141020,木薯干,21133.0,234121.0,公斤,越南,一般贸易,青岛海关,江海运输,香港,中谷粮油集团公司,国有企业,北京市海淀区西三环中路5号,,88518866 6361,100036.0,,张建辉,北京市西城区,hs071410,usd
进口,2004-04,07141020,木薯干,40214.0,445474.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,中谷粮油集团公司,国有企业,北京市海淀区西三环中路5号,,88518866 6361,100036.0,,张建辉,山东省青岛,hs071410,usd
进口,2004-04,07141020,木薯干,202254.0,2096936.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,中国粮油饲料有限公司,国有企业,北京市东城区安定门大街208号,,010  64209377,100011.0,,杨莉,北京市东城区,hs071410,usd
进口,2004-04,07141020,木薯干,108547.0,1158200.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,中化物产股份有限公司,国有企业,东城和平里七区四号楼,,010  64238615,100013.0,,周德春,北京市东城区,hs071410,usd
进口,2004-04,07141020,木薯干,734181.06,7818360.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,山东省农业生产资料公司,集体企业,济南市解放路14号,,0531 8542801,250013.0,,袁敦华,山东省日照,hs071410,usd
进口,2004-04,07141020,木薯干,96717.008,1009227.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,,国有企业,,,,,,,山东省济南,hs071410,usd
进口,2004-04,07141020,木薯干,123925.0,1350320.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,宁波海田国际贸易有限公司,集体企业,老实巷66号,0574-87345620,0574 7195875,315000.0,,李猛进,浙江省宁波,hs071410,usd
进口,2004-04,07141020,木薯干,69885.0,761480.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,宁波海田国际贸易有限公司,集体企业,老实巷66号,0574-87345620,0574 7195875,315000.0,,李猛进,山东省青岛,hs071410,usd
进口,2004-04,07141020,木薯干,183039.98,1962275.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,上海昊元(集团)有限公司,国有企业,上海市浦东新区商城路211号10楼,021-63806807,021  63807507,200070.0,hao-yuan@online.sh.cn,郁素娥,上海浦东新区,hs071410,usd
进口,2004-04,07141020,木薯干,916190.0,9360110.0,公斤,越南,进料加工贸易,青岛海关,江海运输,越南,龙口市振龙酒精有限公司,集体企业,龙口市北马镇,,0535 8911361,265702.0,,王义强,山东省龙口,hs071410,usd
进口,2004-04,07141020,木薯干,98413.0,1068307.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,山东万宝贸易有限公司,私营企业,北京路中段,,0633 8320835,276826.0,,辛为华,山东省日照,hs071410,usd
进口,2004-04,07141020,木薯干,1909178.0,21179200.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,,私营企业,,,,,,,山东省日照,hs071410,usd
进口,2004-04,07141020,木薯干,23656.002,265000.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,,私营企业,,,,,,,山东省日照,hs071410,usd
进口,2004-04,07141020,木薯干,934645.0,9868707.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,日照恒信工贸公司,国有企业,日照南路48号,,0633 8333014,276800.0,,王旭日,山东省日照,hs071410,usd
进口,2004-04,07141020,木薯干,1825307.0,19785880.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,潍坊汇源实业有限公司,私营企业,昌乐县城利民路西首,0536-6234587,0536-6272886,262400.0,fylai@sinohuiyuan.com,李世勇,山东省潍坊,hs071410,usd
进口,2004-04,07141020,木薯干,26902.002,473750.0,公斤,越南,边境小额贸易,昆明海关,铁路运输,越南,河口合丰商贸有限公司,私营企业,河口县商贸街延长段32号,13087451035,08733427691,661300.0,,廖锦屏,云南省昆明,hs071410,usd
进口,2004-04,07141020,木薯干,547.0,10058.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口保税服务总公司,国有企业,河口县北山大道1号,0873 3421425,0873 3421425,661300.0,,侬翔,云南省昆明,hs071410,usd
进口,2004-04,07141020,木薯干,52800.004,880000.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,广西防城港进出口贸易公司,国有企业,防城港市港口区邮电大道中段,0770 2822288,0770 2822288,538001.0,,黎怀宁,广西壮族南宁,hs071410,usd
进口,2004-04,07141020,木薯干,81124.0,1343000.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,东兴市和轩贸易有限公司,私营企业,东兴市工商局,0770 7662373,13087705566,538100.0,,阮向导,广西壮族南宁,hs071410,usd
进口,2004-04,07141020,木薯干,45304.004,750000.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,东兴市和轩贸易有限公司,私营企业,东兴市工商局,0770 7662373,13087705566,538100.0,,阮向导,广西壮族东兴,hs071410,usd
进口,2004-04,07141020,木薯干,38539.0,642320.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,广西防城港市港口区物资贸易总公司,国有企业,港口区沙万路14号,0770 2822007,0770 2822007,538001.0,,符邦强,广西防城港市,hs071410,usd
进口,2004-04,07141020,木薯干,59793.0,996543.0,公斤,越南,一般贸易,南宁海关,江海运输,越南,中国饲料集团公司,国有企业,北京西城南大安胡同6号,010-66153998,010  66153983,100035.0,,刘晓雨,广西壮族南宁,hs071410,usd
进口,2004-04,07141020,木薯干,60000.0,1000000.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,防城港市旭阳物流有限公司,私营企业,防城港市港口区东部吹填区海警支队路口,0770 2835700,0770 2835711,538001.0,,叶向阳,广西壮族南宁,hs071410,usd
进口,2004-04,07141020,木薯干,72000.0,1200000.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,防城港市海润贸易有限公司,私营企业,防城港市港口区友谊大道4号外贸大院碧波公寓304室,13907709521,0770 6680191,538001.0,,江志标,广西壮族南宁,hs071410,usd
