进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,23250.0,60000.0,千克,日本,,外港海关,航空运输,日本,泗洪县翔龙进出口有限公司,171,泗洪县泰山路西侧顺河路南侧10幢221号,,,32179.0,,康心,宿迁,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,254932.0,136000.0,千克,美国,,洋山海关（港区）,江海运输,美国,华达生化科技饲料(湖北)有限公司,,,,,42019.0,,,武汉其他,hs230330,usd
进口,2012.0,100790000,其他食用高梁,1294.0,1090.0,千克,巴拿马,,洋山海关（港区）,汽车运输,巴拿马,安徽骏祺贸易有限公司,,,,,34019.0,,,合肥其他,hs100700,usd
进口,2012.0,100790000,其他食用高梁,791987.0,2998700.0,千克,澳大利亚,,北海海关,汽车运输,澳大利亚,瓮福国际贸易股份有限公司,国有企业,贵阳市毓秀路50号,,0851 -6835375,550001.0,,刘忠进,贵阳其他,hs100700,usd
进口,2012.0,100590000,玉米，种用除外,1328009.0,4308300.0,千克,缅甸,,瑞丽海关,汽车运输,缅甸,云南博奥商贸有限公司,,,,,,,,昆明高新技术产业开发区,hs100590,usd
进口,2012.0,100510000,种用玉米,294.0,7.0,千克,印度,,黄埔老港海关,航空运输,印度,中国成套设备进出口云南股份有限,国有企业,昆明市海埂路23号,0871 4141678,0871 4158708,650034.0,,陈诗杰,昆明其他,hs100510,usd
进口,2012.0,100590000,玉米，种用除外,339823.0,1000000.0,千克,缅甸,进料加工贸易,西双版纳,航空运输,缅甸,云南金晨投资有限公司,,,,,,,,昆明其他,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,113748.0,477500.0,千克,老挝,,勐腊海关,江海运输,老挝,云南雷林橡胶有限责任公司,,,,,,,,昆明其他,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,164037.0,622500.0,千克,老挝,,勐腊海关,航空运输,老挝,云南雷林橡胶有限责任公司,,,,,,,,昆明其他,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,2346654.0,9655246.0,千克,老挝,来料加工装配贸易,勐腊海关,江海运输,老挝,云南强胜农业技术开发有限公司,,,,,,,,昆明其他,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,422838.0,1782880.0,千克,老挝,进料加工贸易,勐腊海关,汽车运输,老挝,云南强胜农业技术开发有限公司,,,,,,,,昆明其他,hs100590,usd
进口,2012.0,100790000,其他食用高梁,573200.0,680000.0,千克,韩国,,黄埔老港海关,江海运输,韩国,会泽新天地农产品开发有限公司,,,,,,,,曲靖,hs100700,usd
进口,2012.0,100590000,玉米，种用除外,134867.0,499800.0,千克,老挝,进料加工贸易,思茅海关,江海运输,老挝,江城县物资有限责任公司,,,,,,,,普洱,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,4740870.0,19203000.0,千克,老挝,,勐腊海关,江海运输,老挝,西双版纳精谷边贸有限责任公司,,,,,,,,西双版纳,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,83333.0,300000.0,千克,老挝,进料加工贸易,西双版纳,江海运输,老挝,景洪恒信对外贸易有限责任公司,,,,,,,,西双版纳,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,629934.0,2560250.0,千克,老挝,,勐腊海关,江海运输,老挝,西双版纳顺源边贸有限公司,,,,,,,,西双版纳,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,4931.0,17750.0,千克,老挝,进料加工贸易,勐腊海关,江海运输,老挝,西双版纳顺源边贸有限公司,,,,,,,,西双版纳,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,262513.0,1108000.0,千克,老挝,,勐腊海关,江海运输,老挝,西双版纳益农农业发展有限公司,,,,,,,,西双版纳,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,1080842.0,4257171.0,千克,老挝,保税区仓储转口货物,勐腊海关,江海运输,老挝,西双版纳莎喱嘎进出口有限公司,,,,,,,,西双版纳,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,46197.0,171200.0,千克,老挝,,勐腊海关,江海运输,老挝,西双版纳莎喱嘎进出口有限公司,,,,,,,,西双版纳,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,870754.0,4050000.0,千克,缅甸,进料加工贸易,腾冲海关,江海运输,缅甸,保山市隆阳区粮食收储有限责任公,,,,,,,,保山,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,1282038.0,5061000.0,千克,缅甸,,畹町海关,江海运输,缅甸,瑞丽市畹町经济开发区盈益商号,私营企业,,,,,,,畹町,hs100590,usd
进口,2012.0,100790000,其他食用高梁,4309.0,26000.0,千克,缅甸,进料加工贸易,畹町海关,江海运输,缅甸,畹町维丰贸易有限公司,,,,,,,,畹町,hs100700,usd
进口,2012.0,100590000,玉米，种用除外,21278.0,95750.0,千克,缅甸,,瑞丽海关,江海运输,缅甸,畹町源洋生物科技有限公司,,,,,,,,畹町,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,160055.0,720250.0,千克,缅甸,,瑞丽海关,航空运输,缅甸,畹町源洋生物科技有限公司,,,,,,,,畹町,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,560624.0,2750000.0,千克,缅甸,进料加工贸易,瑞丽海关,汽车运输,缅甸,瑞丽市坤龙贸易有限公司,,,,,,,,瑞丽,hs100590,usd
进口,2012.0,100510000,种用玉米,677.0,17.0,千克,法国,,连大窑湾,江海运输,法国,甘肃中仕达贸易有限公司,,,,,,,,兰州其他,hs100510,usd
进口,2012.0,100510000,种用玉米,19523.0,460.0,千克,智利,,机场单证,江海运输,智利,甘肃欣欣丝路商贸有限公司,,,,,,,,兰州其他,hs100510,usd
进口,2012.0,100510000,种用玉米,70984.0,23017.0,千克,日本,,机场单证,江海运输,日本,甘肃省敦煌种业股份有限公司,国有企业,甘肃省酒泉市盘旋东路10号,,0937 2665028,735000.0,,王大和,酒泉,hs100510,usd
进口,2012.0,100710000,种用食用高梁,5485.0,368.0,千克,加拿大,,机场单证,江海运输,加拿大,甘肃省敦煌种业股份有限公司,国有企业,甘肃省酒泉市盘旋东路10号,,0937 2665028,735000.0,,王大和,酒泉,hs100700,usd
进口,2012.0,100790000,其他食用高梁,132838.0,483360.0,千克,澳大利亚,,青开发区,江海运输,澳大利亚,定西南峰粮油贸易有限公司,私营企业,,,,,,,定西,hs100700,usd
进口,2012.0,100510000,种用玉米,415241.0,78925.0,千克,德国,,浦东机场,江海运输,德国,新疆康地种业科技股份有限公司,,,,,,,,乌鲁木齐高新技术产业开发区,hs100510,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,12624611.0,33611086.0,千克,美国,,,航空运输,美国,中粮新沙粮油工业（东莞）有限公司.,,,,,44699,,,东莞市,hs230330,usd
进口,2012.0,100590000,玉米，种用除外,1306005.0,5235930.0,千克,老挝,,,江海运输,老挝,云南绿航生物科技发展有限公司,159,昆明经济开发区云大西路39号创业大厦B幢2楼206-1号,8032416.0,0871-8032486,53012,,吴俊,昆明经济技术开发区,hs100590,usd
进口,2012.0,100590000,玉米，种用除外,37876.0,159000.0,千克,老挝,易货贸易,,江海运输,老挝,云南绿航生物科技发展有限公司,159,昆明经济开发区云大西路39号创业大厦B幢2楼206-1号,8032416.0,0871-8032486,53012,,吴俊,昆明经济技术开发区,hs100590,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,15.0,18.0,千克,德国,,,航空运输,德国,重庆领朝进出口贸易有限公司,,,,,50122,,,重庆两江新区渝北区,hs230330,usd
进口,2012.0,100790000,其他食用高梁,190000.0,240000.0,千克,韩国,,机场单证,江海运输,韩国,衡水东禾农业科技有限公司,172,武邑县西环路8号,,0318-5720666,13119,,韩志勇,衡水,hs100700,usd
进口,2012.0,100790000,其他食用高梁,142855.0,197800.0,千克,台澎金马关税区,,机场单证,江海运输,台澎金马关税区,衡水东禾农业科技有限公司,172,武邑县西环路8号,,0318-5720666,13119.0,,韩志勇,衡水,hs100700,usd
进口,2012.0,100790000,其他食用高梁,282880.0,480000.0,千克,韩国,进料加工贸易,机场单证,江海运输,韩国,山西大道世通科贸有限公司,173,太原市小店区长治路139号13幢一单元1804号,,,14019.0,,薛志宏,太原其他,hs100700,usd
进口,2012.0,100790000,其他食用高梁,313390.0,680000.0,千克,韩国,,机场单证,江海运输,韩国,阳原县金弟农副产品有限责任公司,172,阳原县皮毛大市场A区11栋30号,,0313-7397216,13079.0,,肖志祥,张家口,hs100700,usd
进口,2012.0,100490000,其他燕麦,700968.0,2074820.0,千克,澳大利亚,,机场单证,江海运输,澳大利亚,河北西麦食品有限公司,210,河北省定兴县工业园区南环路西段,,0312-5871168,13069.0,,谢庆奎,保定其他,hs100400,usd
进口,2012.0,100710000,种用食用高梁,1559.0,210.0,千克,美国,,京一处,汽车运输,美国,北京金色谷雨种业科技有限公司,173,上地信息产业基地北区2号盈创动力大厦A幢2层07号房,,010-58858468,11089.0,,谷雨,海淀区其他,hs100700,usd
进口,2012.0,100510000,种用玉米,3533.0,125.0,千克,智利,,京一处,汽车运输,智利,北京奥立沃种业科技有限公司,,,,,11089.0,,,海淀区其他,hs100510,usd
进口,2012.0,100510000,种用玉米,5563.0,460.0,千克,法国,,京一处,江海运输,法国,北京金色谷雨种业科技有限公司,173,上地信息产业基地北区2号盈创动力大厦A幢2层07号房,,010-58858468,11089.0,,谷雨,海淀区其他,hs100510,usd
进口,2012.0,100390000,其他大麦,95178.0,351430.0,千克,澳大利亚,来料加工装配贸易,机场库区,江海运输,澳大利亚,北京三元种业科技股份有限公司,160,北京市大兴区德茂庄德裕街5号,67954219,010-67993166,11139.0,sanyuanzhongye@163.com,范学珊,大兴其他,hs100300,usd
进口,2012.0,100790000,其他食用高梁,17796.0,23900.0,千克,日本,,新港海关,江海运输,日本,天津市裕泰商贸有限公司,私营企业,宝坻区经济开发区东区,022  29243426,022  29243426,301800.0,,魏强,宝坻县,hs100700,usd
进口,2012.0,100390000,其他大麦,34248.0,19209.0,千克,美国,,新港海关,江海运输,美国,天津市中通农产品初加工有限公司,173,增福堂,,,12169.0,,赵娜,静海县,hs100300,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,68053.0,97470.0,千克,日本,进料加工贸易,新港海关,航空运输,日本,唐山信诚进出口有限公司,私营企业,玉田县开发区,,0315 6159195,64100.0,,刘永利,唐山,hs230330,usd
进口,2012.0,100390000,其他大麦,3127800.0,10486400.0,千克,澳大利亚,,新港海关,汽车运输,澳大利亚,临邑恒昌啤酒麦芽有限公司,171,牛家,,0534-4423189,37139.0,,张丁友,德州,hs100300,usd
进口,2012.0,100490000,其他燕麦,11488.0,38180.0,千克,澳大利亚,,津保税区,江海运输,澳大利亚,天津沃德福国际物流有限公司,173,天津港保税区通达广场1号C328,,,12074.0,,杨振彬,天津港保税区,hs100400,usd
进口,2012.0,100510000,种用玉米,84.0,7.0,千克,意大利,进料加工贸易,连保税区,江海运输,意大利,青岛天海兴农贸易有限公司,190,青岛市市南区山东路9号8F室,,,37529.0,,宋毅,崂山区,hs100510,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,5151059.0,14893894.0,千克,美国,,连保税区,江海运输,美国,青岛天普阳光商贸有限公司,173,青岛市崂山区海尔路61号天宝商务中心2号楼1308室,,0532-55576182,37529.0,,史效华,崂山区,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,984880.0,3021337.0,千克,美国,,连保税区,江海运输,美国,青岛富顿贸易有限公司,,,,,37529.0,,,崂山区,hs230330,usd
进口,2012.0,100510000,种用玉米,590.0,70.0,千克,智利,,连保税区,空运,智利,青岛天海兴农贸易有限公司,190,青岛市市南区山东路9号8F室,,,37529.0,,宋毅,崂山区,hs100510,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1721723.0,5972440.0,千克,韩国,,连大窑湾,航空运输,韩国,沈阳金海隆兴农牧科技有限公司,173,柴家窝堡,,024-87453322,21019.0,,郭鸿雁,沈阳其他,hs230330,usd
进口,2012.0,100790000,其他食用高梁,2898472.0,6811180.0,千克,台澎金马关税区,,大连大窑湾保税港区,汽车运输,台澎金马关税区,通榆县宏远粮油食品加工有限公司,私营企业,通榆县开通镇建设南街,,0436 4223192,137200.0,,张洪光,白城,hs100700,usd
进口,2012.0,100590000,玉米，种用除外,12571515.0,39480000.0,千克,美国,进料加工贸易,大连大窑湾保税港区,汽车运输,美国,吉林粮食集团进出口有限公司,159,蓝天社区,85598195,0431-85598191,22019.0,JTJCKEE@163.com,王海生,长春其他,hs100590,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,30767.0,80541.0,千克,美国,进料加工贸易,大连大窑湾保税港区,江海运输,美国,九台市贺翔物资经贸有限公司,190,九台市新华大街外贸六楼,,0431-82353498,22159.0,,张仁,九台,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,13680.0,38000.0,千克,韩国,进料加工贸易,大连大窑湾保税港区,江海运输,韩国,哈尔滨龙麦牧业有限公司,,,,,23019.0,,,哈尔滨其他,hs230330,usd
进口,2012.0,100790000,其他食用高梁,4777244.0,12453445.0,千克,台澎金马关税区,,大连大窑湾保税港区,江海运输,台澎金马关税区,吉林粮食集团通榆金禾农产品加工有限公司,,,,,22099.0,,,白城,hs100700,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,6446716.0,20076964.0,千克,美国,,大连大窑湾保税港区,江海运输,美国,吉林粮食集团进出口有限公司,159,蓝天社区,85598195,0431-85598191,22019.0,JTJCKEE@163.com,王海生,长春其他,hs230330,usd
进口,2012.0,100590000,玉米，种用除外,483850.0,1295000.0,千克,朝鲜,,长白海关,江海运输,朝鲜,抚松鼎盛中朝贸易有限责任公司,159,抚松县南新区桥南抚新路,,0439-6229377,22069.0,,田国昌,白山,hs100590,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,137401.0,234573.0,千克,美国,,吴淞海关,江海运输,美国,上海瑞丰农业科技有限公司,159,闵行区北翟路2901号,62201340,021-62202329,31119.0,sunny158@189.cn,徐伟林,闵行其他,hs230330,usd
进口,2012.0,100790000,其他食用高梁,30436.0,99790.0,千克,澳大利亚,来料加工装配贸易,吴淞海关,江海运输,澳大利亚,上海裕蓝贸易有限公司,,,,,31119.0,,,闵行其他,hs100700,usd
进口,2012.0,100390000,其他大麦,11764814.0,34434616.0,千克,加拿大,进料加工贸易,上海快件,江海运输,加拿大,中粮麦芽(江阴)有限公司,外商独资企业,,,,,,,江阴,hs100300,usd
进口,2012.0,100390000,其他大麦,593631.0,1596820.0,千克,法国,进料加工贸易,上海快件,航空运输,法国,中粮麦芽(江阴)有限公司,外商独资企业,,,,,,,江阴,hs100300,usd
进口,2012.0,100390000,其他大麦,14954535.0,36750000.0,千克,加拿大,来料加工装配贸易,上海快件,江海运输,加拿大,中粮麦芽(江阴)有限公司,外商独资企业,,,,,,,江阴,hs100300,usd
进口,2012.0,100390000,其他大麦,66608973.0,223409460.0,千克,澳大利亚,来料加工装配贸易,上海快件,江海运输,澳大利亚,中粮麦芽(江阴)有限公司,外商独资企业,,,,,,,江阴,hs100300,usd
进口,2012.0,100390000,其他大麦,773581.0,2100000.0,千克,阿根廷,进料加工贸易,外港海关,江海运输,阿根廷,永顺泰（泰州）麦芽有限公司,,,,,,,,兴化,hs100300,usd
进口,2012.0,100390000,其他大麦,2485796.0,8703340.0,千克,澳大利亚,保税区仓储转口货物,外港海关,江海运输,澳大利亚,永顺泰（泰州）麦芽有限公司,,,,,,,,兴化,hs100300,usd
进口,2012.0,100390000,其他大麦,18819243.0,62795000.0,千克,澳大利亚,,南通海关,航空运输,澳大利亚,泰州市正阳麦芽有限公司,,,,,,,,兴化,hs100300,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,7660.0,14400.0,千克,日本,保税区仓储转口货物,福州新港,江海运输,日本,浙江省粮油食品进出口股份有限公司,国有企业,浙江省杭州市体育场路229号,0571-85152514,0571 85779999,310003.0,,朱子春,杭州其他,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,51502752.0,163237855.0,千克,美国,,福州新港,航空运输,美国,浙江省粮油食品进出口股份有限公司,国有企业,浙江省杭州市体育场路229号,0571-85152514,0571 85779999,310003.0,,朱子春,杭州其他,hs230330,usd
进口,2012.0,100390000,其他大麦,31965607.0,110767390.0,千克,澳大利亚,外商投资企业作为投资进口的设备﹑ 物品,洋山海关（港区）,航空运输,澳大利亚,浙江中大集团国际贸易有限公司,国有企业,杭州市中大广场A座,,0571 85777012,310003.0,,胡承江,杭州其他,hs100300,usd
进口,2012.0,100590000,玉米，种用除外,3240145.0,9991563.0,千克,美国,,洋山海关（港区）,汽车运输,美国,浙江经协工贸有限公司,,,,,,,,杭州其他,hs100590,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,669409.0,1971878.0,千克,美国,,洋山海关（港区）,江海运输,美国,浙江经协工贸有限公司,,,,,,,,杭州其他,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,441384.0,1440936.0,千克,美国,进料加工贸易,烟加工区,航空运输,美国,浙江浙农爱普贸易有限公司,,,,,,,,杭州其他,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,111.0,2.0,千克,摩尔多瓦,,机场单证,江海运输,摩尔多瓦,杭州天草科技有限公司,,,,,,,,杭州其他,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,85300.0,123400.0,千克,法国,,机场单证,汽车运输,法国,杭州天草科技有限公司,,,,,,,,杭州其他,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,7778.0,20000.0,千克,摩尔多瓦,来料加工装配贸易,机场单证,空运,摩尔多瓦,杭州天草科技有限公司,,,,,,,,杭州其他,hs230330,usd
进口,2012.0,100390000,其他大麦,2978327.0,9227445.0,千克,法国,,黄埔新港海关,江海运输,法国,宁波麦芽有限公司,外商独资企业,宁波经济技术开发区大港工业城,0574-86883958,0574 86888434,315800.0,,翟治明,宁波经济技术开发区,hs100300,usd
进口,2012.0,100390000,其他大麦,14504638.0,39375000.0,千克,阿根廷,进料加工贸易,黄埔新港海关,江海运输,阿根廷,宁波麦芽有限公司,外商独资企业,宁波经济技术开发区大港工业城,0574-86883958,0574 86888434,315800.0,,翟治明,宁波经济技术开发区,hs100300,usd
进口,2012.0,100390000,其他大麦,13591038.0,40082170.0,千克,加拿大,,黄埔新港海关,汽车运输,加拿大,宁波麦芽有限公司,外商独资企业,宁波经济技术开发区大港工业城,0574-86883958,0574 86888434,315800.0,,翟治明,宁波经济技术开发区,hs100300,usd
进口,2012.0,100390000,其他大麦,51048977.0,166849870.0,千克,澳大利亚,,黄埔新港海关,江海运输,澳大利亚,宁波麦芽有限公司,外商独资企业,宁波经济技术开发区大港工业城,0574-86883958,0574 86888434,315800.0,,翟治明,宁波经济技术开发区,hs100300,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,317798.0,999519.0,千克,美国,进料加工贸易,洋山海关（港区）,江海运输,美国,宁波傲谷贸易有限公司,,,,,,,,宁波北仑港保税区,hs230330,usd
进口,2012.0,100510000,种用玉米,46095.0,17200.0,千克,巴基斯坦,,外港海关,江海运输,巴基斯坦,安徽隆平高科种业有限公司,私营企业,,,,,,,合肥科技工业园区,hs100510,usd
进口,2012.0,100510000,种用玉米,70520.0,30000.0,千克,巴基斯坦,来料加工装配贸易,外港海关,航空运输,巴基斯坦,合肥丰乐种业股份有限公司,国有企业,合肥市长江西路727号,0551 5565434,0551 5565434,230031.0,,吴大香,合肥其他,hs100510,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,2257898.0,7181351.0,千克,美国,,外港海关,汽车运输,美国,安徽丰原国际货运有限公司,,,,,,,,蚌埠,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,250263.0,1579800.0,千克,韩国,,连云港关,江海运输,韩国,安庆市华磊农产品有限公司,,,,,,,,安庆,hs230330,usd
进口,2012.0,100790000,其他食用高梁,17489.0,16798.0,千克,巴拿马,进料加工贸易,大鹏海关,江海运输,巴拿马,定远县进出口公司,国有企业,安徽定远定城长征路口,005504022857,005504022857,233200.0,,徐勇胜,滁州,hs100700,usd
进口,2012.0,100790000,其他食用高梁,8233.0,10896.0,千克,美国,进料加工贸易,大鹏海关,江海运输,美国,定远县进出口公司,国有企业,安徽定远定城长征路口,005504022857,005504022857,233200.0,,徐勇胜,滁州,hs100700,usd
进口,2012.0,100390000,其他大麦,9054.0,4022.0,千克,香港,进料加工贸易,外港海关,江海运输,香港,滁州市华美进出口有限公司,私营企业,,,,,,,滁州,hs100300,usd
进口,2012.0,100390000,其他大麦,671.0,528.0,千克,匈牙利,,连云港关,江海运输,匈牙利,安徽协和成药业饮片有限公司,集体企业,,,,,,,亳州,hs100300,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,2875236.0,8741082.0,千克,美国,进料加工贸易,北窖车场,江海运输,美国,海富特(福建)生物科技有限公司,,,,,,,,福建福州、福清出口加工区,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,6048818.0,19364827.0,千克,美国,进料加工贸易,北窖车场,航空运输,美国,海富特(福建)生物科技有限公司,,,,,,,,福建福州、福清出口加工区,hs230330,usd
进口,2012.0,100790000,其他食用高梁,25650.0,17252.0,千克,美国,来料加工装配贸易,马尾海关,江海运输,美国,福州林生记贸易有限公司,,,,,,,,福州其他,hs100700,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,3818524.0,11656567.0,千克,美国,,,江海运输,美国,海富特（福建）贸易有限公司,,,,,,,,福州其他,hs230330,usd
进口,2012.0,100390000,其他大麦,1350906.0,4442860.0,千克,澳大利亚,,厦门东渡海关,航空运输,澳大利亚,福建省外贸家园有限责任公司,集体企业,,,,,,,福州其他,hs100300,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,474342.0,1578521.0,千克,美国,进料加工贸易,福州新港,江海运输,美国,福建浩伦东方资源物产有限公司,私营企业,福州市鼓楼区湖东路154号中山大厦31层,,0591-87808515,350003.0,,吴少宁,福州其他,hs230330,usd
进口,2012.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1255667.0,4114140.0,千克,美国,,象屿保税物流园区,航空运输,美国,厦门建发股份有限公司,国有企业,厦门市鹭江道52号海滨大厦7层,0592-2112185,0592-2033404,361001.0,pub@chinacnd.com,高莉娟,厦门特区,hs230330,usd
