进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,148535.0,498040.0,千克,502.0,,青开发区,江海运输,502.0,日照海润达实业有限公司,,,,,,,,日照,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,4086643.0,13883750.0,千克,502.0,,青开发区,航空运输,502.0,山东雅禾农业有限公司,,,,,,,,日照,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,6844424.0,23583712.0,千克,502.0,,青前湾港,江海运输,502.0,日照润裕贸易有限公司,,,,,,,,日照,hs230330,usd
进口,2011.0,100300900,其他大麦,2670966.0,7550060.0,千克,601.0,保税区仓储转口货物,青岛大港,航空运输,601.0,莱芜市鲁中啤酒原料有限公司,私营企业,莱城区南冶镇对仙门村北,,0634-6095555,271102.0,,尚宪启,莱芜,hs100300,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,148392.0,510759.0,千克,502.0,,连云港关,航空运输,502.0,,私营企业,,,,,,,郑州其他,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,467707.0,1534618.0,千克,502.0,,浦东机场,江海运输,502.0,安徽安粮国际发展股份有限公司,国有企业,合肥市金寨路389号盛安广场,0551 2831100,0551 2831100,230061.0,,张维根,合肥其他,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1729231.0,5814738.0,千克,502.0,,洋山海关（港区）,江海运输,502.0,安徽丰原进出口有限公司,国有企业,蚌埠市大庆路73号,0552 4926626,0552 4926626,233010.0,,刘爱民,蚌埠,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,22483.0,78654.0,千克,502.0,进料加工贸易,厦海沧办,江海运输,502.0,福州华信实业有限公司,国有企业,福州开发区君竹路162号,,0591 7829861,350003.0,,柯真明,福州经济技术开发区,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1260529.0,4186563.0,千克,502.0,进料加工贸易,北窖车场,江海运输,502.0,海富特(福建)生物科技有限公司,,,,,,,,福建福州、福清出口加工区,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1858106.0,6149544.0,千克,502.0,,北窖车场,汽车运输,502.0,海富特(福建)生物科技有限公司,,,,,,,,福建福州、福清出口加工区,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,597766.0,2120915.0,千克,502.0,来料加工装配贸易,,汽车运输,502.0,海富特（福建）贸易有限公司,,,,,,,,福州其他,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,873370.0,3110525.0,千克,502.0,保税仓库进出境货物,福州新港,江海运输,502.0,福州浩伦东方贸易有限公司,私营企业,福州市鼓楼区湖东路154号中山大厦31层,,0591-87808515,350003.0,,吴少宁,福州其他,hs230330,usd
进口,2011.0,100300900,其他大麦,10769997.0,36300000.0,千克,601.0,,象屿保税物流园区,汽车运输,601.0,厦门建发股份有限公司,国有企业,厦门市鹭江道52号海滨大厦7层,0592-2112185,0592-2033404,361001.0,pub@chinacnd.com,高莉娟,厦门特区,hs100300,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,68468123.0,240639120.0,千克,502.0,,象屿保税物流园区,江海运输,502.0,厦门建发股份有限公司,国有企业,厦门市鹭江道52号海滨大厦7层,0592-2112185,0592-2033404,361001.0,pub@chinacnd.com,高莉娟,厦门特区,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1476638.0,4966271.0,千克,502.0,进料加工贸易,高崎机场海关,汽车运输,502.0,厦门建发物流有限公司,国有企业,鹭江道海滨大厦5楼,,0592 2033404,361001.0,,张勇峰,厦门特区,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,82506.0,278554.0,千克,502.0,,吴淞海关,江海运输,502.0,天津中兴远大国际贸易有限公司,,,,,,,,厦门特区,hs230330,usd
进口,2011.0,100300900,其他大麦,279953.0,931460.0,千克,601.0,,吴淞海关,江海运输,601.0,天津中兴远大国际贸易有限公司,,,,,,,,厦门特区,hs100300,usd
进口,2011.0,100510000,种用玉米,154.0,15.0,千克,143.0,进料加工贸易,厦门东渡海关,江海运输,143.0,农友种苗(中国)有限公司,外商独资企业,厦门市枋湖东路705号,,0592 5325073,351012.0,,陈龙木,厦门特区,hs100510,usd
进口,2011.0,100590000,玉米，种用除外,2082621.0,2985749.0,千克,502.0,,高崎机场海关,航空运输,502.0,厦门中马进出口有限公司,私营企业,厦门市莲岳路165号巾帼园大厦7层,,0592 5321922,361012.0,,翁祥川,厦门特区,hs100590,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,259862.0,952517.0,千克,502.0,,文锦渡关,江海运输,502.0,湖北良友畜禽有限公司,国有企业,武汉市汉口新华路316号良友大夏24楼,,027  85496179,430022.0,,潘国明,武汉其他,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,302866.0,173568.0,千克,502.0,,外港海关,江海运输,502.0,华达生化科技饲料(湖北)有限公司,外商独资企业,武汉市洪山区珞狮路497号丽岛花园兰园B座702号,,027  87378515,430064.0,,薛晓生,武汉其他,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,5117943.0,17586812.0,千克,502.0,,外港海关,汽车运输,502.0,湖南唐人神集团股份有限公司,中外合资企业,湖南省株洲市高新技术产业开发区马家河,,0733 8591102,412003.0,,陶一山,株州其他,hs230330,usd
进口,2011.0,100300900,其他大麦,8204602.0,22640430.0,千克,601.0,来料加工装配贸易,黄埔老港海关,江海运输,601.0,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730.0,,翟治明,广州经济技术开发区,hs100300,usd
进口,2011.0,100300900,其他大麦,45881882.0,132826850.0,千克,601.0,,黄埔老港海关,汽车运输,601.0,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730.0,,翟治明,广州经济技术开发区,hs100300,usd
进口,2011.0,100300900,其他大麦,16103775.0,42190288.0,千克,305.0,边境小额贸易,黄埔老港海关,江海运输,305.0,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730.0,,翟治明,广州经济技术开发区,hs100300,usd
进口,2011.0,100300900,其他大麦,3907332.0,9850000.0,千克,305.0,保税区仓储转口货物,黄埔老港海关,江海运输,305.0,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730.0,,翟治明,广州经济技术开发区,hs100300,usd
进口,2011.0,100300900,其他大麦,447636.0,1177990.0,千克,501.0,进料加工贸易,黄埔老港海关,航空运输,501.0,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730.0,,翟治明,广州经济技术开发区,hs100300,usd
进口,2011.0,100300900,其他大麦,19958426.0,54018000.0,千克,402.0,,黄埔老港海关,汽车运输,402.0,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730.0,,翟治明,广州经济技术开发区,hs100300,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,7657074.0,26872032.0,千克,502.0,进料加工贸易,北窖车场,汽车运输,502.0,广州仁亿进出口贸易有限公司,,,,,,,,广州天河高新技术产业开发区,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,21481991.0,73463568.0,千克,502.0,进料加工贸易,黄埔老港海关,航空运输,502.0,广东海大集团股份有限公司,,,,,,,,广州其他,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,3738019.0,13099604.0,千克,502.0,进料加工贸易,黄埔老港海关,航空运输,502.0,,私营企业,,,,,,,广州其他,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,556686.0,1913866.0,千克,502.0,,外港海关,汽车运输,502.0,广东金顺利贸易有限公司,私营企业,广州环市东路339号广东国际大厦A附楼17B,020  83318092,020  83310219,510089.0,,叶卫东,广州其他,hs230330,usd
进口,2011.0,100400900,其他燕麦,7040.0,2688.0,千克,143.0,来料加工装配贸易,黄埔老港海关,江海运输,143.0,广东汉腾经济发展有限公司,私营企业,广州市越秀区东风中路300号之一18楼BC1,,020-83637723,510030.0,,李嘉雯,广州其他,hs100400,usd
进口,2011.0,100590000,玉米，种用除外,684786.0,979297.0,千克,502.0,,福州新港,江海运输,502.0,浙江省粮油食品进出口股份有限公司,国有企业,浙江省杭州市体育场路229号,0571-85152514,0571 85779999,310003.0,,朱子春,杭州其他,hs100590,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,23499156.0,83433344.0,千克,502.0,进料加工贸易,福州新港,航空运输,502.0,浙江省粮油食品进出口股份有限公司,国有企业,浙江省杭州市体育场路229号,0571-85152514,0571 85779999,310003.0,,朱子春,杭州其他,hs230330,usd
进口,2011.0,100300900,其他大麦,2779801.0,9116730.0,千克,601.0,进料加工贸易,外港海关,汽车运输,601.0,浙江省粮食集团有限公司,国有企业,杭州市延安路591号,0571-85161597,0571 85160709,310006.0,,颜世棣,杭州其他,hs100300,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,2513.0,45000.0,千克,116.0,,洋山海关（港区）,江海运输,116.0,浙江惠灵对外贸易有限责任公司,国有企业,杭州下城区中山北路308号,,0571 85773908,310003.0,,杨冠雄,杭州其他,hs230330,usd
进口,2011.0,100300900,其他大麦,4979112.0,14649859.0,千克,305.0,进料加工贸易,洋山海关（港区）,汽车运输,305.0,浙江中大集团国际贸易有限公司,国有企业,杭州市中大广场A座,,0571 85777012,310003.0,,胡承江,杭州其他,hs100300,usd
进口,2011.0,100300900,其他大麦,10827584.0,34500848.0,千克,601.0,,洋山海关（港区）,江海运输,601.0,浙江中大集团国际贸易有限公司,国有企业,杭州市中大广场A座,,0571 85777012,310003.0,,胡承江,杭州其他,hs100300,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,436899.0,1458617.0,千克,502.0,,深圳湾海关,江海运输,502.0,浙江农资集团金鸿进出口有限公司,集体企业,,,,,,,杭州其他,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,47788.0,157244.0,千克,502.0,,烟加工区,江海运输,502.0,浙江浙农爱普贸易有限公司,,,,,,,,杭州其他,hs230330,usd
进口,2011.0,100300900,其他大麦,31038890.0,94461912.0,千克,601.0,,黄埔新港海关,江海运输,601.0,宁波麦芽有限公司,外商独资企业,宁波经济技术开发区大港工业城,0574-86883958,0574 86888434,315800.0,,翟治明,宁波经济技术开发区,hs100300,usd
进口,2011.0,100300900,其他大麦,4708886.0,12967310.0,千克,501.0,来料加工装配贸易,黄埔新港海关,江海运输,501.0,宁波麦芽有限公司,外商独资企业,宁波经济技术开发区大港工业城,0574-86883958,0574 86888434,315800.0,,翟治明,宁波经济技术开发区,hs100300,usd
进口,2011.0,100300900,其他大麦,14304710.0,38345000.0,千克,402.0,,黄埔新港海关,江海运输,402.0,宁波麦芽有限公司,外商独资企业,宁波经济技术开发区大港工业城,0574-86883958,0574 86888434,315800.0,,翟治明,宁波经济技术开发区,hs100300,usd
进口,2011.0,100300900,其他大麦,11517145.0,31692800.0,千克,305.0,来料加工装配贸易,黄埔新港海关,江海运输,305.0,宁波麦芽有限公司,外商独资企业,宁波经济技术开发区大港工业城,0574-86883958,0574 86888434,315800.0,,翟治明,宁波经济技术开发区,hs100300,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1189652.0,4329328.0,千克,502.0,,张家港关,江海运输,502.0,爱华控股集团有限公司,,,,,,,,台州,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,2155740.0,7532274.0,千克,502.0,进料加工贸易,黄埔老港海关,江海运输,502.0,深圳市福加德谷物有限公司,,,,,,,,深圳特区,hs230330,usd
进口,2011.0,100400900,其他燕麦,3331351.0,9318275.0,千克,601.0,来料加工装配贸易,蛇口海关,江海运输,601.0,深圳市粤茂进出口贸易有限公司,私营企业,,,,,,,深圳特区,hs100400,usd
进口,2011.0,100510000,种用玉米,65089.0,10007.0,千克,111.0,,九洲海关,汽车运输,111.0,广东省良种引进服务公司,私营企业,,,0756-8885756,519020.0,,曾健民,珠海特区,hs100510,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,8126188.0,27906158.0,千克,502.0,,黄埔老港海关,江海运输,502.0,广州植之元油脂实业有限公司,,,,,,,,番禺,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,1603872.0,5537171.0,千克,502.0,,新沙海关,江海运输,502.0,新兴县佳裕贸易有限公司,,,,,,,,云浮市,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,18058564.0,60855444.0,千克,502.0,,张保税区,江海运输,502.0,南通日照国际贸易有限公司,私营企业,工农路105号宏信大厦401室,,0513-5293361,226001.0,,秦金泉,南通其他,hs230330,usd
进口,2011.0,100300900,其他大麦,1781147.0,5027460.0,千克,305.0,进料加工贸易,青开发区,江海运输,305.0,江苏省农垦麦芽有限公司,,,,,,,,盐城,hs100300,usd
进口,2011.0,100300900,其他大麦,21444972.0,65702552.0,千克,601.0,,青开发区,江海运输,601.0,江苏省农垦麦芽有限公司,,,,,,,,盐城,hs100300,usd
进口,2011.0,100300900,其他大麦,11291811.0,35296680.0,千克,601.0,,南通海关,江海运输,601.0,永顺泰(宝应)麦芽有限公司,外商独资企业,江苏省宝应县苏中南路86号,,0514-8276558,225800.0,,翟治明,扬州,hs100300,usd
进口,2011.0,100300900,其他大麦,10904668.0,30900000.0,千克,402.0,来料加工装配贸易,上海快件,江海运输,402.0,,外商独资企业,,,,,,,江阴,hs100300,usd
进口,2011.0,100300900,其他大麦,1451883.0,4189460.0,千克,601.0,,上海快件,汽车运输,601.0,,外商独资企业,,,,,,,江阴,hs100300,usd
进口,2011.0,100300900,其他大麦,7011641.0,25046230.0,千克,601.0,,上海快件,汽车运输,601.0,,外商独资企业,,,,,,,江阴,hs100300,usd
进口,2011.0,100300900,其他大麦,1944168.0,6019280.0,千克,601.0,,外港海关,航空运输,601.0,永顺泰（泰州）麦芽有限公司,,,,,,,,兴化,hs100300,usd
进口,2011.0,100300900,其他大麦,11297520.0,30877850.0,千克,601.0,,南通海关,江海运输,601.0,泰州市正阳麦芽有限公司,,,,,,,,兴化,hs100300,usd
进口,2011.0,100300900,其他大麦,39770.0,113290.0,千克,601.0,,洋山海关（港区）,江海运输,601.0,,私营企业,,,,,,,宜兴,hs100300,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,946879.0,3110527.0,千克,502.0,进料加工贸易,新生圩关,航空运输,502.0,邦吉(上海)管理有限公司,,,,,,,,上海外高桥保税区,hs230330,usd
进口,2011.0,100400900,其他燕麦,29.0,6.0,千克,304.0,,洋山海关（港区）,江海运输,304.0,南京云中餐食品有限公司,外商独资企业,南京市鼓楼区汉口西路3-6号,025-83242009,025-83242009,210024.0,,贺杰克,南京其他,hs100400,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,3252642.0,11139933.0,千克,502.0,来料加工装配贸易,洋山海关（港区）,航空运输,502.0,常州机械设备进出口有限公司,国有企业,江苏省常州市怀德北路29号,05196602308,05196684880,213002.0,,王国庆,常州其他,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,5685371.0,19413554.0,千克,502.0,,文锦渡关,汽车运输,502.0,广东恒兴集团有限公司,私营企业,广东湛江市麻章经济开发区金康中路,,0759 3303333,524094,,陈丹,湛江其他,hs230330,usd
进口,2011.0,100400900,其他燕麦,290701.0,847400.0,千克,601.0,,文锦渡关,江海运输,601.0,东莞市金马经贸有限公司,私营企业,东莞市莞太大道金马大厦五楼,0769 2223627,0769 2223627,523016.0,,黄汇滔,东莞,hs100400,usd
进口,2011.0,100400900,其他燕麦,7106039.0,19350516.0,千克,601.0,其他,皇岗海关,江海运输,601.0,东莞市启新食品贸易有限公司,,,,,,,,东莞,hs100400,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,4649575.0,16381667.0,千克,502.0,,黄埔老港海关,江海运输,502.0,佛山市顺德区广顺饲料有限公司,,,,,,,,顺德,hs230330,usd
进口,2011.0,100700100,种用食用高梁,2112.0,156.0,千克,501.0,,机场单证,江海运输,501.0,甘肃省敦煌种业股份有限公司,国有企业,甘肃省酒泉市盘旋东路10号,,0937 2665028,735000.0,,王大和,酒泉,hs100700,usd
进口,2011.0,100510000,种用玉米,273.0,4.0,千克,402.0,,机场单证,江海运输,402.0,酒泉市萨图恩种子有限责任公司,私营企业,酒泉市南郊工业园区（先锋东路2号）,,13309372316,735000.0,,他文山,酒泉,hs100510,usd
进口,2011.0,100510000,种用玉米,300.0,9.0,千克,305.0,,机场单证,空运,305.0,酒泉市欣苑农业有限责任公司,,,,,,,,酒泉,hs100510,usd
进口,2011.0,100700100,种用食用高梁,10.0,57.0,千克,502.0,来料加工装配贸易,京快件,江海运输,502.0,张掖市瑞真种业有限公司,,,,,,,,张掖,hs100700,usd
进口,2011.0,100510000,种用玉米,298623.0,55800.0,千克,304.0,,浦东机场,江海运输,304.0,新疆康地种业科技股份有限公司,,,,,,,,乌鲁木齐高新技术产业开发区,hs100510,usd
进口,2011.0,100590000,玉米，种用除外,873727.0,3690582.0,千克,119.0,进料加工贸易,,汽车运输,119.0,,159,昆明经济开发区云大西路39号创业大厦B幢2楼206-1号,8032416.0,0871-8032486,53012.0,,吴俊,昆明经济技术开发区,hs100590,usd
进口,2011.0,100590000,玉米，种用除外,134333.0,567418.0,千克,119.0,,,江海运输,119.0,,159,昆明经济开发区云大西路39号创业大厦B幢2楼206-1号,8032416.0,0871-8032486,53012.0,,吴俊,昆明经济技术开发区,hs100590,usd
进口,2011.0,100300900,其他大麦,2724687.0,7468760.0,千克,601.0,,新港海关,江海运输,601.0,,171,牛家,,0534-4423189,37139.0,,张丁友,德州,hs100300,usd
进口,2011.0,100300900,其他大麦,4507182.0,13283530.0,千克,601.0,,洋山海关（港区）,江海运输,601.0,盐城海越麦芽有限公司,,,,,,,,盐城,hs100300,usd
进口,2011.0,100300900,其他大麦,5039197.0,14829911.0,千克,305.0,进料加工贸易,洋山海关（港区）,江海运输,305.0,盐城海越麦芽有限公司,,,,,,,,盐城,hs100300,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,4851022.0,16333527.0,千克,502.0,,外港海关,江海运输,502.0,中国纺织物资(集团)总公司,国有企业,北京市朝阳区安苑路15号,,010  64938566,100029.0,,常俊传,东城区,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,831441.0,2838885.0,千克,502.0,进料加工贸易,泰州海关驻泰兴办事处,江海运输,502.0,中纺油脂有限公司,,,,,,,,东城区,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,21119494.0,71187600.0,千克,502.0,,机场单证,江海运输,502.0,中国牧工商(集团)总公司,国有企业,北京市朝阳区东环南路2号,010-65816761,010  67703114,100022.0,,区仲生,西城区,hs230330,usd
进口,2011.0,230330000,酿造及蒸馏过程中的糟粕及残渣,191122.0,150000.0,千克,410.0,,皇岗海关,江海运输,410.0,北京凯明科进出口有限公司,国有企业,北京市朝阳区建国门外大街12号14层,,010-65682456,100022.0,,徐瑞香,朝阳区,hs230330,usd
进口,2011.0,100590000,玉米，种用除外,547669195.0,1661520900.0,千克,502.0,,大连大窑湾保税港区,江海运输,502.0,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005.0,,于旭波,朝阳区,hs100590,usd
进口,2011.0,100590000,玉米，种用除外,7818.0,800.0,千克,502.0,,新港海关,江海运输,502.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100590,usd
进口,2011.0,100590000,玉米，种用除外,3411.0,400.0,千克,502.0,,新港海关,汽车运输,502.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100590,usd
进口,2011.0,100510000,种用玉米,151000.0,37000.0,千克,111.0,来料加工装配贸易,新港海关,江海运输,111.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100510,usd
进口,2011.0,100510000,种用玉米,722.0,70.0,千克,402.0,进料加工贸易,新港海关,汽车运输,402.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100510,usd
