进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2001-04,10051000,种用玉米,8010.0,1022.0,公斤,德国,一般贸易,北京海关,航空运输,德国,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2001-04,10051000,种用玉米,7325.0,3018.0,公斤,法国,一般贸易,北京海关,航空运输,法国,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2001-04,10070010,种用食用高梁,2314.0,339.0,公斤,日本,一般贸易,北京海关,航空运输,日本,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100700,usd
进口,2001-04,10070010,种用食用高梁,12.0,20.0,公斤,美国,一般贸易,北京海关,航空运输,美国,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100700,usd
进口,2001-04,10051000,种用玉米,23.0,14.0,公斤,印度,一般贸易,北京海关,航空运输,印度,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2001-04,10051000,种用玉米,2949.0,432.0,公斤,日本,一般贸易,北京海关,航空运输,日本,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2001-04,07141020,木薯干,422016.0,5500000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省嘉华对外贸易有限公司,国有企业,青岛市巫峡路25号,,3894127,266002.0,,吴洪祥,山东省青岛,hs71410,usd
进口,2001-04,07141020,木薯干,538150.0,7153800.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省国际贸易集团日照公司,国有企业,日照市艳阳路18号,,0633 8230326,276800.0,,杨勇,山东省日照,hs71410,usd
进口,2001-04,07141020,木薯干,846239.0,11000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,湛江市乡镇企业发展公司,国有企业,中国广东省湛江市滨海区海静小区皇家公寓二期南门401室,0759-2110413,0759-2110415,524005.0,,陈冲,江苏省连云港,hs71410,usd
进口,2001-04,07141020,木薯干,413206.0,5000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东凤凰纺织进出口有限公司,国有企业,汶上县凯旋路47号,,005377230866,272501.0,,朱宁民,山东省济宁,hs71410,usd
进口,2001-04,10051000,种用玉米,3000.0,800.0,公斤,日本,一般贸易,西安海关,航空运输,香港,陕西省进出口公司(赛高国际),国有企业,陕西西安经济技术开发区未央路中段B2区16号,029-6510072,029-6520070,710016.0,,范玲巧,陕西省西安,hs100510,usd
进口,2001-04,10059000,玉米，种用除外,186100.0,1861000.0,公斤,中华人民共和国,来料加工装配贸易,深圳海关,汽车运输,香港,深圳市宝安外经发展有限公司,国有企业,深圳市笋岗东路1002号宝安广场B座12楼,0755-25170734,0755-25170731,518025.0,,陈伟芳,广东省深圳,hs100590,usd
进口,2001-04,07141020,木薯干,470261.0,6559312.0,公斤,泰国,一般贸易,黄埔海关,江海运输,泰国,中国粮油饲料有限公司,国有企业,北京市东城区安定门大街208号,,01064209377,100011.0,,许纯超,北京市东城区,hs71410,usd
进口,2001-04,07141020,木薯干,854894.0,11000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,中粮山东粮油进出口公司,国有企业,中国山东青岛太平路51号国际贸易大厦8-13层,0532-2972379,0532-2972290,266001.0,,沈勇,山东省青岛,hs71410,usd
进口,2001-04,07141020,木薯干,647513.0,6785579.0,公斤,越南,进料加工贸易,青岛海关,江海运输,越南,龙口市振龙酒精有限公司,集体企业,龙口市北马镇,,0535 8911361,265702.0,,王义强,山东省龙口,hs71410,usd
进口,2001-04,10030090,其他大麦,720.0,3000.0,公斤,澳大利亚,进料加工贸易,深圳海关,汽车运输,香港,乐厨食品(深圳)有限公司,外商独资企业,观兰镇大水坑新塘村,,755 28014483,518110.0,,郑伟明,广东省深圳,hs100300,usd
进口,2001-04,10051000,种用玉米,576.0,499.0,公斤,法国,其他,北京海关,航空运输,法国,中种集团承德长城种子有限公司,国有企业,河北省承德市普宁路大佛寺南,,0314 2163476,67000.0,,何忠华,河北省承德,hs100510,usd
进口,2001-04,10059000,玉米，种用除外,981960.0,7000000.0,公斤,泰国,进料加工贸易,深圳海关,江海运输,泰国,正大康地（蛇口）有限公司,外商独资企业,深圳市蛇口南岗路1号正大康地,0755-26851676,0755-26810800,518067.0,,柳勤龄,深圳特区,hs100590,usd
进口,2001-04,07141020,木薯干,313749.0,4147330.0,公斤,泰国,一般贸易,深圳海关,江海运输,泰国,正大康地（蛇口）有限公司,外商独资企业,深圳市蛇口南岗路1号正大康地,0755-26851676,0755-26810800,518067.0,,柳勤龄,深圳特区,hs71410,usd
进口,2001-04,10030090,其他大麦,460377.0,2808680.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,烟台银和股份有限公司,国有企业,烟台开发区长江路10号,0535-6371191,0535-6375678,264006.0,,董军,山东省青岛,hs100300,usd
进口,2001-05,07141020,木薯干,94236.0,1000000.0,公斤,泰国,进料加工贸易,天津海关,江海运输,泰国,唐山伟光食品有限公司,,唐山市古冶区林西民建里1排5号,,0315 3590639,63103.0,,薄新光,河北省唐山,hs71410,usd
进口,2001-05,10051000,种用玉米,30977.0,2200.0,公斤,阿根廷,一般贸易,大连海关,江海运输,阿根廷,吉美农业技术有限公司,中外合资企业,长春市红旗街23号,0431 5952945,0431 5951246,130031.0,,陈翠琴,吉林省长春,hs100510,usd
进口,2001-05,10030090,其他大麦,23.0,10.0,公斤,墨西哥,其他,长春海关,航空运输,墨西哥,,,,,,,,,吉林省白城,hs100300,usd
进口,2001-05,07141020,木薯干,808314.0,10677241.0,公斤,泰国,一般贸易,上海海关,江海运输,泰国,广东紫荆实业(集团)股份有限公司,国有企业,湛江赤坎区中山一路22号发展行七楼,0759-3318138,0759-3316688,524032.0,,李恒生,广东省湛江,hs71410,usd
进口,2001-05,10030090,其他大麦,5860573.0,33000000.0,公斤,加拿大,一般贸易,青岛海关,江海运输,加拿大,青岛啤酒股份有限公司,中外合资企业,青岛市香港中路五四广场青啤大厦,0532-5714533,0532-5712437,266071.0,,李桂荣,山东省青岛,hs100300,usd
进口,2001-05,10030090,其他大麦,2673149.0,16168510.0,公斤,加拿大,一般贸易,青岛海关,江海运输,加拿大,烟台麦多利啤酒原料有限公司,中外合资企业,烟台市莱山区迎春大街126号,,0535 6711004,264001.0,,曲继光,山东省烟台,hs100300,usd
进口,2001-05,07141020,木薯干,825098.0,10412950.0,公斤,泰国,进料加工贸易,青岛海关,江海运输,泰国,山东广寒宫集团有限公司,,莱芜市凤城东大街109号,,0634 6213566,271100.0,,徐君基,山东省莱芜,hs71410,usd
进口,2001-05,10030090,其他大麦,270209.0,1632680.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,山东广寒宫集团有限公司,,莱芜市凤城东大街109号,,0634 6213566,271100.0,,徐君基,山东省莱芜,hs100300,usd
进口,2001-05,10030090,其他大麦,2780250.0,16500000.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,新疆啤酒花股份有限公司,国有企业,乌鲁木齐市解放北路17号,,991 2835219,830002.0,,赵富,山东省烟台,hs100300,usd
进口,2001-05,10051000,种用玉米,1048.0,464.0,公斤,法国,一般贸易,武汉海关,铁路运输,香港,湖北省扬子江蜂业公司,国有企业,武汉市珞狮路王家湾附1号,,027 87393195,430070.0,,王盛桥,湖北省武汉,hs100510,usd
进口,2001-05,07141020,木薯干,781614.0,10380000.0,公斤,泰国,一般贸易,湛江海关,江海运输,泰国,广东紫荆实业(集团)股份有限公司,国有企业,湛江赤坎区中山一路22号发展行七楼,0759-3318138,0759-3316688,524032.0,,李恒生,广东省湛江,hs71410,usd
进口,2001-05,07141020,木薯干,12745.0,211000.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口县南亚经贸有限责任公司,,河口人民路9号,,21952,661300.0,,林学建,四川省其它,hs71410,usd
进口,2001-05,07141020,木薯干,135593.0,2244500.0,公斤,越南,边境小额贸易,南宁海关,汽车运输,越南,广西凭祥市进出口贸易公司,国有企业,广西凭祥市南山验货厂1幢,0771-8532890,0771-8532891,532600.0,,王  灵,广西壮族凭祥,hs71410,usd
进口,2001-05,10030090,其他大麦,1346693.0,8000000.0,公斤,澳大利亚,一般贸易,黄埔海关,江海运输,澳大利亚,中国粮油食品进出口(集团)有限公司,国有企业,北京建国门内大街8号中粮广场A座7-13层,,010-65268888,100005.0,,周明臣,北京市东城区,hs100300,usd
