进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2000-04,10030090,其他大麦,4320000.0,25200000.0,公斤,澳大利亚,一般贸易,天津海关,江海运输,澳大利亚,中国轻工集团公司,国有企业,北京市东城区新中西街2号,010-65001967,010-65001913,100027.0,,陈学忠,北京市东城区,hs100300,usd
进口,2000-04,10051000,种用玉米,1194.0,70.0,公斤,澳大利亚,其他,哈尔滨海关,航空运输,澳大利亚,哈尔滨海关辖区临时进出口,其它,,,,,,,黑龙江省哈尔滨,hs100510,usd
进口,2000-04,23033000,酿造及蒸馏过程中的糟粕及残渣,18367.0,25000.0,公斤,巴西,一般贸易,北京海关,江海运输,巴西,中信贸易公司,国有企业,北京朝阳区新源路六号京城大厦14层,,01064662137,100004,,陈小平,北京市朝阳区,hs230330,usd
进口,2000-04,10030090,其他大麦,1470000.0,8400000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,吉林华润啤酒有限公司,中外合资企业,吉林高新开发区恒山路创业大厦,0432 2440800,0432  2440800,132021.0,,黄铁鹰,吉林高新技术产业开发区,hs100300,usd
进口,2000-04,10030090,其他大麦,8.0,20.0,公斤,芬兰,一般贸易,北京海关,航空运输,芬兰,东方花卉进出口公司,国有企业,朝外大街223号,,01065521343,100020.0,,段继贤,北京市朝阳区,hs100300,usd
进口,2000-04,10030090,其他大麦,2239672.0,14913103.0,公斤,丹麦,一般贸易,上海海关,江海运输,丹麦,中国出口商品基地建贵州公司,国有企业,中国贵州贵阳市合群路295号,0851-6822848,0851-6822855,550002.0,qzbdcy@public.gy.gz,张  宏,贵州省贵阳,hs100300,usd
进口,2000-04,10030090,其他大麦,2034352.0,13545960.0,公斤,丹麦,一般贸易,上海海关,江海运输,丹麦,中国出口商品基地建贵州公司,国有企业,中国贵州贵阳市合群路295号,0851-6822848,0851-6822855,550002.0,qzbdcy@public.gy.gz,张  宏,上海市黄浦,hs100300,usd
进口,2000-04,10051000,种用玉米,75.0,75.0,公斤,新西兰,一般贸易,青岛海关,航空运输,新西兰,山东外贸集团永丰有限公司,国有企业,青岛市太平路51号,0532-2971063,0532-2971102,266001.0,sdftyfca@mail.sdftc.com,米永法,山东省青岛,hs100510,usd
进口,2000-04,07141020,木薯干,437182.0,5220000.0,公斤,印度尼西亚,进料加工贸易,南京海关,江海运输,印度尼西亚,苏州进出口(集团)有限公司,国有企业,江苏省苏州市西环路6号国际经贸大厦18楼,0512-68266960,0512-68266806,215004.0,jtgs@ec.com.cn,胡桂生,江苏省太仓,hs71410,usd
进口,2000-04,10030090,其他大麦,108.0,225.0,公斤,台湾省,进料加工贸易,深圳海关,汽车运输,香港,乐厨食品(深圳)有限公司,外商独资企业,观兰镇大水坑新塘村,,755 28014483,518110.0,,郑伟明,广东省深圳,hs100300,usd
进口,2000-04,07141020,木薯干,15199.0,159482.0,公斤,印度尼西亚,进料加工贸易,南京海关,江海运输,印度尼西亚,湖南省外贸嘉利公司,国有企业,长沙市韭菜园路28号富利大厦13楼,0731-4442599,0731-4435410,410011,,李勇超,安徽省阜阳,hs71410,usd
进口,2000-04,10030090,其他大麦,2603310.0,14500000.0,公斤,加拿大,保税仓库进出境货物,青岛海关,江海运输,加拿大,青岛啤酒股份有限公司,中外合资企业,青岛市香港中路五四广场青啤大厦,0532-5714533,0532-5712437,266071,,李桂荣,山东省青岛,hs100300,usd
进口,2000-04,10030090,其他大麦,2205000.0,12600000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,沈阳华润雪花啤酒有限公司,中外合资企业,沈阳市铁西区建设东路42号,025 25873287,024 25845579,110021.0,,肖庆森,辽宁省沉阳,hs100300,usd
进口,2000-04,10030090,其他大麦,3900500.0,27452040.0,公斤,法国,一般贸易,石家庄海关,江海运输,法国,山东省粮油集团总公司,国有企业,山东省济南市泺源大街3号,,0531 6958867,250063.0,,孟庆秀,河北省秦皇岛,hs100300,usd
进口,2000-04,10051000,种用玉米,368.0,636.0,公斤,法国,一般贸易,呼和浩特海关,航空运输,法国,内蒙古自治区种子总公司,国有企业,呼和浩特市新城区呼伦北路92号,,04716964693,10010.0,,王补在,内蒙古自治区呼和浩特,hs100510,usd
进口,2000-04,10051000,种用玉米,1846.0,80.0,公斤,日本,一般贸易,青岛海关,航空运输,日本,山东省食品进出口公司,国有企业,青岛市香港中路96号山孚大厦,0532-5897788,0532-5897888,266071.0,,腾海波,山东省青岛,hs100510,usd
进口,2000-04,10051000,种用玉米,96000.0,5000.0,公斤,德国,一般贸易,天津海关,江海运输,德国,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,黑龙江省哈尔滨,hs100510,usd
进口,2000-04,10070010,种用食用高梁,827.0,165.0,公斤,澳大利亚,一般贸易,北京海关,航空运输,澳大利亚,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100700,usd
进口,2000-04,10051000,种用玉米,159.0,41.0,公斤,德国,一般贸易,北京海关,航空运输,德国,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2000-04,10051000,种用玉米,300.0,253.0,公斤,法国,一般贸易,北京海关,航空运输,新加坡,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2000-04,10051000,种用玉米,38.0,33.0,公斤,南非,其他,北京海关,航空运输,南非,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2000-04,10051000,种用玉米,44419.0,6761.0,公斤,法国,一般贸易,北京海关,航空运输,法国,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2000-04,10051000,种用玉米,1479.0,50.0,公斤,澳大利亚,一般贸易,北京海关,航空运输,澳大利亚,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2000-04,10051000,种用玉米,23.0,13.0,公斤,印度,一般贸易,北京海关,航空运输,印度,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2000-04,10051000,种用玉米,81.0,60.0,公斤,巴西,一般贸易,北京海关,航空运输,巴西,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2000-04,10051000,种用玉米,769.0,126.0,公斤,菲律宾,一般贸易,北京海关,航空运输,菲律宾,中国种子集团公司,国有企业,北京市朝阳区安贞西里4区甲1号,010-64426338,010-64426336,100029.0,,何忠华,北京市朝阳区,hs100510,usd
进口,2000-10,10030090,其他大麦,1692512.0,10096000.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,广东省粮油进出口公司,国有企业,,020-84200624,020-84208171,510300.0,,李子荣,广东省珠海,hs100300,usd
进口,2000-10,07141020,木薯干,523965.0,5087039.0,公斤,越南,进料加工贸易,南京海关,江海运输,越南,罗氏中亚（无锡）柠檬酸有限公司,中外合资企业,无锡市金城桥西,0510-5406094,0510-5411888,214024.0,,王锡林,高新技术产业开发区,hs71410,usd
进口,2000-10,23033000,酿造及蒸馏过程中的糟粕及残渣,32864.0,205400.0,公斤,巴西,一般贸易,拱北海关,江海运输,香港,珠海市斗门县赤鼻岛工贸公司,集体企业,珠海拱北新市花园16幢101号,,0756 9118979,519100.0,,许建安,珠海特区,hs230330,usd
进口,2000-10,10030090,其他大麦,2182500.0,14550000.0,公斤,法国,一般贸易,天津海关,江海运输,法国,北京宝麦啤酒原料有限公司,中外合资企业,丰台花乡纪家庙南,,0106 3723404,100070.0,,万艳生,北京市丰台区,hs100300,usd
进口,2000-10,10030090,其他大麦,2137710.0,13870000.0,公斤,法国,一般贸易,天津海关,江海运输,法国,保定欧麦八达麦芽有限公司,中外合资企业,保定市江成路,0312-7031389,0312-7031388,71050.0,,博聂.阿兰,河北省保定,hs100300,usd
进口,2000-10,07141020,木薯干,365684.0,4964050.0,公斤,泰国,进料加工贸易,青岛海关,江海运输,泰国,龙口市振龙酒精有限公司,集体企业,龙口市北马镇,,0535 8911361,265702.0,,王义强,山东省龙口,hs71410,usd
进口,2000-10,10030090,其他大麦,1631111.0,11510000.0,公斤,法国,一般贸易,青岛海关,江海运输,法国,烟台银和股份有限公司,国有企业,烟台开发区长江路10号,0535-6371191,0535-6375678,264006.0,,董军,烟台经济技术开发区,hs100300,usd
进口,2000-10,10030090,其他大麦,2187900.0,14300000.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,烟台银和股份有限公司,国有企业,烟台开发区长江路10号,0535-6371191,0535-6375678,264006.0,,董军,河北省秦皇岛,hs100300,usd
进口,2000-10,10051000,种用玉米,1.0,0.0,公斤,墨西哥,其他,南宁海关,航空运输,墨西哥,,,,,,,,,广西壮族南宁,hs100510,usd
进口,2000-10,10030090,其他大麦,684950.0,3914000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,吉林华润啤酒有限公司,中外合资企业,吉林高新开发区恒山路创业大厦,0432 2440800,0432  2440800,132021.0,,黄铁鹰,吉林高新技术产业开发区,hs100300,usd
进口,2000-10,10040090,其他燕麦,25920.0,144000.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳外贸经济开发公司,国有企业,深圳爱国路3038号,0755-25529808,0755-25695848,518003.0,,刘文普,广东省深圳,hs100400,usd
进口,2000-10,10040090,其他燕麦,30062.0,139400.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,新加坡,深圳外贸经济开发公司,国有企业,深圳爱国路3038号,0755-25529808,0755-25695848,518003.0,,刘文普,广东省深圳,hs100400,usd
进口,2000-10,10030090,其他大麦,3211222.0,20222184.0,公斤,澳大利亚,一般贸易,宁波海关,江海运输,澳大利亚,宁波麦芽有限公司,外商独资企业,宁波市经济技术开发区大港工业城,0574-86883958,0574-86889888,315800.0,,梁安充,宁波经济技术开发区,hs100300,usd
进口,2000-10,23033000,酿造及蒸馏过程中的糟粕及残渣,315.0,120.0,公斤,日本,一般贸易,宁波海关,江海运输,日本,浙江省土产畜产进出口集团公司,国有企业,杭州市中山北路308号,0571-85773780,0571-85773888,310003,,龚荣祥,浙江省杭州,hs230330,usd
进口,2000-10,23033000,酿造及蒸馏过程中的糟粕及残渣,157.0,16785.0,公斤,日本,进料加工贸易,宁波海关,江海运输,日本,浙江省土产畜产进出口集团公司,国有企业,杭州市中山北路308号,0571-85773780,0571-85773888,310003,,龚荣祥,浙江省萧山,hs230330,usd
进口,2000-10,07141020,木薯干,127884.0,1500000.0,公斤,泰国,进料加工贸易,南京海关,江海运输,泰国,苏州进出口(集团)有限公司,国有企业,江苏省苏州市西环路6号国际经贸大厦18楼,0512-68266960,0512-68266806,215004.0,jtgs@ec.com.cn,胡桂生,江苏省太仓,hs71410,usd
进口,2000-10,10030090,其他大麦,3846302.0,25304618.0,公斤,澳大利亚,一般贸易,宁波海关,江海运输,澳大利亚,新疆啤酒花股份有限公司,国有企业,乌鲁木齐市解放北路17号,,991 2835219,830002.0,,赵富,新疆维吾尔乌鲁木齐,hs100300,usd
进口,2000-10,07141020,木薯干,12000.0,200000.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,防城港对外贸易公司,国有企业,,0770 2820722,0770 2820671,538001.0,,吴春华,广西壮族南宁,hs71410,usd
进口,2000-10,07141020,木薯干,52970.0,621300.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs71410,usd
进口,2000-10,07141020,木薯干,631296.0,7404731.0,公斤,印度尼西亚,一般贸易,南京海关,江海运输,印度尼西亚,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs71410,usd
进口,2000-10,07141020,木薯干,602084.0,7061500.0,公斤,泰国,进料加工贸易,南京海关,江海运输,泰国,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs71410,usd
进口,2000-10,10030090,其他大麦,3212038.0,20189000.0,公斤,澳大利亚,一般贸易,黄埔海关,江海运输,澳大利亚,广州麦芽有限公司,中外合资企业,广州开发区创业路2号,020-82212988,020-82212497,510730.0,,江国强,广州经济技术开发区,hs100300,usd
进口,2000-10,10030090,其他大麦,4675000.0,27500000.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,山东省粮油集团总公司,国有企业,山东省济南市泺源大街3号,,0531 6958867,250063.0,,孟庆秀,山东省济南,hs100300,usd
进口,2000-10,07141020,木薯干,485757.0,5500000.0,公斤,印度尼西亚,进料加工贸易,湛江海关,江海运输,印度尼西亚,湖南银海石油化工有限公司,集体企业,湖南省宁乡县玉潭镇金亭路16号,,0731 7882116,410600.0,,梁浩文,湖南省长沙,hs71410,usd
进口,2000-11,07141020,木薯干,614924.0,6149240.0,公斤,越南,进料加工贸易,南京海关,江海运输,越南,罗氏中亚（无锡）柠檬酸有限公司,中外合资企业,无锡市金城桥西,0510-5406094,0510-5411888,214024.0,,王锡林,高新技术产业开发区,hs71410,usd
进口,2000-11,23033000,酿造及蒸馏过程中的糟粕及残渣,8910.0,25600.0,公斤,巴西,一般贸易,北京海关,江海运输,巴西,北京汉亚饲料营养科技有限公司,中外合作企业,北京市怀柔县庙镇万通民营开发区,,010 6964487,101400.0,,张铁生,北京市怀柔,hs230330,usd
进口,2000-11,23033000,酿造及蒸馏过程中的糟粕及残渣,12288.0,76800.0,公斤,巴西,一般贸易,拱北海关,江海运输,香港,珠海市斗门县赤鼻岛工贸公司,集体企业,珠海拱北新市花园16幢101号,,0756 9118979,519100.0,,许建安,珠海特区,hs230330,usd
进口,2000-11,07141020,木薯干,20400.0,340005.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,防城港市京文服务公司,集体企业,防城港市兴港大道31号,0770 2827515,0770 2829573,538001.0,,黄志石,广西壮族北海,hs71410,usd
进口,2000-11,07141020,木薯干,659508.0,7327860.0,公斤,印度尼西亚,进料加工贸易,青岛海关,江海运输,印度尼西亚,山东兰陵柯斯达酿造有限公司,,山东苍山县兰陵镇,539 5581306,539 5581308,277731.0,,崔学文,山东省临沂,hs71410,usd
进口,2000-11,07141020,木薯干,637990.0,7261187.0,公斤,印度尼西亚,进料加工贸易,青岛海关,江海运输,印度尼西亚,龙口市振龙酒精有限公司,集体企业,龙口市北马镇,,0535 8911361,265702.0,,王义强,山东省龙口,hs71410,usd
进口,2000-11,10030090,其他大麦,2005812.0,13109880.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,烟台银和股份有限公司,国有企业,烟台开发区长江路10号,0535-6371191,0535-6375678,264006.0,,董军,河北省秦皇岛,hs100300,usd
进口,2000-11,10030090,其他大麦,5544000.0,33000000.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,烟台银和股份有限公司,国有企业,烟台开发区长江路10号,0535-6371191,0535-6375678,264006.0,,董军,山东省青岛,hs100300,usd
进口,2000-11,23033000,酿造及蒸馏过程中的糟粕及残渣,12825.0,10215.0,公斤,台湾省,一般贸易,上海海关,江海运输,台湾省,浙江省粮油食品进出口股份有限公司,国有企业,杭州市体育场路229号,0571-85152514,0571-85779746,310003.0,,朱子春,浙江省杭州,hs230330,usd
进口,2000-11,10030090,其他大麦,2775000.0,15000000.0,公斤,加拿大,一般贸易,黄埔海关,江海运输,加拿大,中国粮油食品进出口(集团)有限公司,国有企业,北京建国门内大街8号中粮广场A座7-13层,,010-65268888,100005.0,,周明臣,北京市东城区,hs100300,usd
进口,2000-11,10030090,其他大麦,1872025.0,12100000.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,中国粮油食品进出口(集团)有限公司,国有企业,北京建国门内大街8号中粮广场A座7-13层,,010-65268888,100005.0,,周明臣,上海市浦东,hs100300,usd
进口,2000-11,07141020,木薯干,717507.0,9993130.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,,0532-2971838,0532-2971902,266002.0,,李兆兴,江苏省徐州,hs71410,usd
进口,2000-11,10059000,玉米，种用除外,15688.0,60000.0,公斤,澳大利亚,进料加工贸易,黄埔海关,江海运输,香港,家乐氏(中国)有限公司,外商独资企业,广州经济技术开发区北围工业小区,020 82211151,020 82211151,510730.0,,JACOBUS GR,广州经济技术开发区,hs100590,usd
进口,2000-11,10040090,其他燕麦,12960.0,72000.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳外贸经济开发公司,国有企业,深圳爱国路3038号,0755-25529808,0755-25695848,518003.0,,刘文普,广东省深圳,hs100400,usd
进口,2000-11,23033000,酿造及蒸馏过程中的糟粕及残渣,140.0,15000.0,公斤,日本,进料加工贸易,宁波海关,江海运输,日本,浙江省土产畜产进出口集团公司,国有企业,杭州市中山北路308号,0571-85773780,0571-85773888,310003.0,,龚荣祥,浙江省萧山,hs230330,usd
进口,2000-11,07141020,木薯干,414668.0,4698000.0,公斤,印度尼西亚,进料加工贸易,南京海关,江海运输,印度尼西亚,苏州进出口(集团)有限公司,国有企业,江苏省苏州市西环路6号国际经贸大厦18楼,0512-68266960,0512-68266806,215004.0,jtgs@ec.com.cn,胡桂生,江苏省太仓,hs71410,usd
进口,2000-11,10030090,其他大麦,600.0,2500.0,公斤,澳大利亚,进料加工贸易,深圳海关,汽车运输,香港,乐厨食品(深圳)有限公司,外商独资企业,观兰镇大水坑新塘村,,755 28014483,518110.0,,郑伟明,广东省深圳,hs100300,usd
进口,2000-11,07141020,木薯干,613615.0,7061500.0,公斤,印度尼西亚,进料加工贸易,南京海关,江海运输,印度尼西亚,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs71410,usd
进口,2000-11,07141020,木薯干,26207.0,275000.0,公斤,印度尼西亚,进料加工贸易,合肥海关,江海运输,印度尼西亚,湖南省外贸嘉利公司,国有企业,长沙市韭菜园路28号富利大厦13楼,0731-4442599,0731-4435410,410011,,李勇超,安徽省阜阳,hs71410,usd
进口,2000-11,10030090,其他大麦,4609700.0,29740000.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,山东省粮油集团总公司,国有企业,山东省济南市泺源大街3号,,0531 6958867,250063,,孟庆秀,山东省烟台,hs100300,usd
进口,2000-11,07141020,木薯干,35838.0,405260.0,公斤,印度尼西亚,一般贸易,湛江海关,江海运输,印度尼西亚,湖南银海石油化工有限公司,集体企业,湖南省宁乡县玉潭镇金亭路16号,,0731 7882116,410600.0,,梁浩文,湖南省长沙,hs71410,usd
进口,2000-11,10030090,其他大麦,3950000.0,25000000.0,公斤,澳大利亚,一般贸易,南京海关,江海运输,澳大利亚,甘肃亚盛国际贸易集团有限公司,国有企业,甘肃省兰州市城关区张掖路 219号基隆大厦20层,,0931 8483524,730030.0,,周长生,甘肃省兰州,hs100300,usd
进口,2000-05,10051000,种用玉米,1469.0,630.0,公斤,日本,一般贸易,上海海关,江海运输,日本,如东县对外贸易公司,国有企业,江苏省如东县掘港镇人民南路128号,0513-4513183,0513-4512557,226400.0,,王秋鹰,江苏省南通,hs100510,usd
进口,2000-05,10051000,种用玉米,1.0,2.0,公斤,泰国,一般贸易,昆明海关,航空运输,泰国,中国土产畜产云南茶叶进出口公司,国有企业,中国云南省昆明市关上中路89号,0871-7182658,0871-7190068 7190065,650200.0,,贾鹏,云南省昆明,hs100510,usd
进口,2000-05,10030090,其他大麦,5753560.0,42510000.0,公斤,法国,一般贸易,青岛海关,江海运输,法国,中国外运秦皇岛公司,国有企业,河北省秦皇岛市友谊路38号,0335-3413276,0335-3414760,66002.0,,刘铁林,山东省烟台,hs100300,usd
进口,2000-05,10030090,其他大麦,4060000.0,29000000.0,公斤,法国,一般贸易,南京海关,江海运输,法国,中国外运秦皇岛公司,国有企业,河北省秦皇岛市友谊路38号,0335-3413276,0335-3414760,66002.0,,刘铁林,天津经济技术开发区,hs100300,usd
进口,2000-05,10030090,其他大麦,3940832.0,27238585.0,公斤,法国,一般贸易,石家庄海关,江海运输,法国,中国外运秦皇岛公司,国有企业,河北省秦皇岛市友谊路38号,0335-3413276,0335-3414760,66002.0,,刘铁林,河北省秦皇岛,hs100300,usd
进口,2000-05,10030090,其他大麦,3495473.0,20822586.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,中国外运秦皇岛公司,国有企业,河北省秦皇岛市友谊路38号,0335-3413276,0335-3414760,66002.0,,刘铁林,河北省秦皇岛,hs100300,usd
进口,2000-05,10030090,其他大麦,4287035.0,27498095.0,公斤,丹麦,一般贸易,石家庄海关,江海运输,丹麦,中国外运秦皇岛公司,国有企业,河北省秦皇岛市友谊路38号,0335-3413276,0335-3414760,66002.0,,刘铁林,河北省秦皇岛,hs100300,usd
进口,2000-05,07141020,木薯干,187931.0,2498219.0,公斤,印度尼西亚,一般贸易,南京海关,江海运输,印度尼西亚,太仓新太酒精有限公司,,江苏省太仓市城厢镇古塘街,520 3524778,520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2000-05,07141020,木薯干,601697.0,7962000.0,公斤,印度尼西亚,进料加工贸易,南京海关,江海运输,印度尼西亚,太仓新太酒精有限公司,,江苏省太仓市城厢镇古塘街,520 3524778,520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2000-05,10030090,其他大麦,23.0,9.0,公斤,美国,其他,长春海关,航空运输,美国,吉林省利达经济贸易中心,,,,,,,,吉林省长春,hs100300,usd
进口,2000-05,07141020,木薯干,16864.0,279200.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,广西壮族自治区畜产进出口防城公司,,防城港市友谊大道外贸大楼,0770 2822197,0770 2838133,538001.0,,唐勇明,广西壮族南宁,hs071410,usd
进口,2000-05,10030090,其他大麦,1275864.0,7450000.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,山东省东方国际贸易股份有限公司,国有企业,,0532-2971838,0532-2971902,266002.0,,李兆兴,山东省烟台,hs100300,usd
进口,2000-05,10030090,其他大麦,1.0,1.0,公斤,加拿大,其他,大连海关,航空运输,加拿大,大连中粮麦芽有限公司,,大连普兰店市经济开发区,0411 9691158,0411 9691435,116200.0,,安天鹏,辽宁省大连,hs100300,usd
进口,2000-05,10030090,其他大麦,2794737.0,15750000.0,公斤,加拿大,一般贸易,天津海关,江海运输,加拿大,中国粮油食品进出口(集团)有限公司,国有企业,北京建国门内大街8号中粮广场A座7-13层,,010-65268888,100005.0,,周明臣,北京市东城区,hs100300,usd
进口,2000-05,10030090,其他大麦,2406797.0,14260000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,中国粮油食品进出口(集团)有限公司,国有企业,北京建国门内大街8号中粮广场A座7-13层,,010-65268888,100005.0,,周明臣,辽宁省大连,hs100300,usd
