进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2008.0,10070010,种用食用高梁,4152.0,353.0,千克,116.0,,机场单证,航空运输,116.0,甘肃省敦煌种业股份有限公司,国有企业,甘肃省酒泉市盘旋东路10号,,0937 2665028,735000.0,,王大和,酒泉,hs100700,usd
进口,2008.0,10051000,种用玉米,6682.0,1000.0,千克,402.0,进料加工贸易,机场单证,江海运输,402.0,酒泉市萨图恩种子有限责任公司,私营企业,酒泉市南郊工业园区（先锋东路2号）,,13309372316,735000.0,,他文山,酒泉,hs100510,usd
进口,2008.0,10070010,种用食用高梁,9.0,2.0,千克,423.0,,京快件,江海运输,423.0,酒泉市旭日种苗有限责任公司,,,,,,,,酒泉,hs100700,usd
进口,2008.0,10059000,玉米，种用除外,219051.0,317513.0,千克,502.0,,机场单证,江海运输,502.0,济南英之祥实业有限公司,私营企业,,,,,,,济南其他,hs100590,usd
进口,2008.0,10051000,种用玉米,802.0,13.0,千克,502.0,,机场单证,江海运输,502.0,海南力合泰食品有限公司,.,海口市高新区狮子岭飞地工业园A—209,65580273,0898-68582225,571900.0,.,叶海涛,海口,hs100510,usd
进口,2008.0,07141020,木薯干,1019613.0,5000000.0,千克,136.0,外商投资企业作为投资进口的设备﹑ 物品,机场单证,汽车运输,136.0,,私营企业,,,,,,,哈尔滨经济技术开发区,hs071410,usd
进口,2008.0,07141020,木薯干,6369282.0,29310140.0,千克,141.0,,机场单证,江海运输,141.0,,.,,,,,.,,北海,hs071410,usd
进口,2008.0,07141020,木薯干,3643545.0,16496674.0,千克,136.0,保税区仓储转口货物,京快件,江海运输,136.0,北京安捷联科技发展有限公司,.,北京市朝阳区安立路8号汇园公寓H座1718室,84988271,010-84989283,100101.0,.,赵斌,通县,hs071410,usd
进口,2008.0,07141030,冷或冻的木薯,3386.0,2667.0,千克,502.0,,新港海关,江海运输,502.0,北京祥瑞食品有限责任公司,.,,,,,.,,顺义,hs071410,usd
进口,2008.0,07141020,木薯干,2829712.0,13045199.0,千克,136.0,进料加工贸易,秦皇岛关,汽车运输,136.0,秦皇岛朗威经济贸易有限公司,.,,,,,.,,秦皇岛经济技术开发区,hs071410,usd
进口,2008.0,07141020,木薯干,1136960.0,5575450.0,千克,136.0,,满十八里,汽车运输,136.0,满洲里朗威经济贸易有限公司,私营企业,,,,,,,满洲里,hs071410,usd
进口,2008.0,10051000,种用玉米,28084.0,1600.0,千克,412.0,,大连港湾海关,江海运输,412.0,吉林省郝育种业有限责任公司,私营企业,梨树县郭家店镇,,0434-5520866,136502.0,,郝恩玉,四平,hs100510,usd
进口,2008.0,07141020,木薯干,1343165.0,6968459.0,千克,136.0,进料加工贸易,连大窑湾,江海运输,136.0,中谷国际经贸有限责任公司,国有企业,北京市 西城复兴门内大街45号,,010  66031736,100801.0,,刘学军,西城区,hs071410,usd
进口,2008.0,10030090,其他大麦,6925633.0,14871470.0,千克,601.0,,大连港湾海关,江海运输,601.0,中粮国际(北京)有限公司,外商独资企业,北京市建国门内大街8号中粮广场A座8层,010-6578672,65268888 2719,100005.0,,马立山,东城区,hs100300,usd
进口,2008.0,10030090,其他大麦,8526215.0,21031330.0,千克,501.0,进料加工贸易,大连港湾海关,汽车运输,501.0,中粮国际(北京)有限公司,外商独资企业,北京市建国门内大街8号中粮广场A座8层,010-6578672,65268888 2719,100005.0,,马立山,东城区,hs100300,usd
进口,2008.0,10030090,其他大麦,5746358.0,12807870.0,千克,601.0,,洋山海关（港区）,航空运输,601.0,华润雪花啤酒(中国)有限公司,,,,,,,,东城区,hs100300,usd
进口,2008.0,23033000,酿造及蒸馏过程中的糟粕及残渣,333689.0,149760.0,千克,352.0,,机场单证,航空运输,352.0,北京富汇通轻工进出口公司,国有企业,北京西城区德胜门外东滨沙路5号,010-82075193,010  82075200,100011.0,,夏方,西城区,hs230330,usd
进口,2008.0,07141020,木薯干,214164.0,980000.0,千克,136.0,进料加工贸易,新港海关,江海运输,136.0,中国轻工业对外经济技术合作公司,国有企业,北京德胜门外大街甲10号,010-82015681,62075533 8924,100011.0,cletc@public3.bta.net.cn,赵海建,西城区,hs071410,usd
进口,2008.0,07141020,木薯干,392941.0,2029877.0,千克,141.0,外商投资企业作为投资进口的设备﹑ 物品,张家港关,江海运输,141.0,中谷粮油集团公司,国有企业,北京市海淀区西三环中路5号,,88518866 6361,100036.0,,张建辉,西城区,hs071410,usd
进口,2008.0,23033000,酿造及蒸馏过程中的糟粕及残渣,109577.0,175000.0,千克,410.0,,机场单证,江海运输,410.0,中国牧工商(集团)总公司,国有企业,北京市朝阳区东环南路2号,010-65816761,010  67703114,100022.0,,区仲生,西城区,hs230330,usd
进口,2008.0,23033000,酿造及蒸馏过程中的糟粕及残渣,218153.0,150125.0,千克,410.0,,皇岗海关,江海运输,410.0,北京凯明科进出口有限公司,国有企业,北京市朝阳区建国门外大街12号14层,,010-65682456,100022.0,,徐瑞香,朝阳区,hs230330,usd
进口,2008.0,07141020,木薯干,277761.0,1493986.0,千克,112.0,外商投资企业作为投资进口的设备﹑ 物品,大连大窑湾保税港区,江海运输,112.0,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005.0,,于旭波,朝阳区,hs071410,usd
进口,2008.0,10051000,种用玉米,676649.0,30761.0,千克,111.0,,新港海关,江海运输,111.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,412748.0,22340.0,千克,304.0,,新港海关,航空运输,304.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,2898.0,495.0,千克,305.0,,新港海关,江海运输,305.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,12215.0,883.0,千克,412.0,,新港海关,空运,412.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,56160.0,6000.0,千克,143.0,,新港海关,江海运输,143.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,771.0,157.0,千克,402.0,,新港海关,江海运输,402.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,496.0,46.0,千克,244.0,,新港海关,江海运输,244.0,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,朝阳区,hs100510,usd
进口,2008.0,23033000,酿造及蒸馏过程中的糟粕及残渣,14975.0,52544.0,千克,502.0,,连大窑湾,江海运输,502.0,中地种业有限公司,私营企业,北京市朝阳区北三环东路17号2号楼首层10-20号房,,13701371877,100029.0,,张建设,朝阳区,hs230330,usd
进口,2008.0,10051000,种用玉米,67614.0,4169.0,千克,412.0,,新港海关,江海运输,412.0,北京北农种业有限公司,,,,,,,,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,5800.0,744.0,千克,129.0,,新港海关,江海运输,129.0,北京北农种业有限公司,,,,,,,,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,155.0,42.0,千克,111.0,,新港海关,江海运输,111.0,北京北农种业有限公司,,,,,,,,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,57.0,0.0,千克,502.0,,新港海关,江海运输,502.0,北京北农种业有限公司,,,,,,,,朝阳区,hs100510,usd
进口,2008.0,10030010,种用大麦,261.0,7.0,千克,502.0,,新港海关,江海运输,502.0,北京北农种业有限公司,,,,,,,,朝阳区,hs100300,usd
进口,2008.0,10051000,种用玉米,1999.0,159.0,千克,305.0,进料加工贸易,新港海关,航空运输,305.0,北京北农种业有限公司,,,,,,,,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,1980.0,4.0,千克,502.0,,新港海关,江海运输,502.0,北京北农种业有限公司,,,,,,,,朝阳区,hs100510,usd
进口,2008.0,10051000,种用玉米,1459.0,52.0,千克,402.0,,咸阳机场,汽车运输,402.0,,国有企业,,,,,,,北京海淀科技园区,hs100510,usd
进口,2008.0,10070010,种用食用高梁,23250.0,15000.0,千克,601.0,,咸阳机场,江海运输,601.0,,国有企业,,,,,,,北京海淀科技园区,hs100700,usd
进口,2008.0,23033000,酿造及蒸馏过程中的糟粕及残渣,86479.0,300735.0,千克,502.0,,青开发区,汽车运输,502.0,中谷集团饲料有限公司,国有企业,北京市海淀区西三环中路5号508室,,66153983,100036.0,,刘晓雨,海淀区其他,hs230330,usd
进口,2008.0,07141020,木薯干,1601354.0,7587230.0,千克,112.0,进料加工贸易,青开发区,江海运输,112.0,中谷集团饲料有限公司,国有企业,北京市海淀区西三环中路5号508室,,66153983,100036.0,,刘晓雨,海淀区其他,hs071410,usd
进口,2008.0,07141020,木薯干,7301780.0,34268232.0,千克,141.0,,青开发区,江海运输,141.0,中谷集团饲料有限公司,国有企业,北京市海淀区西三环中路5号508室,,66153983,100036.0,,刘晓雨,海淀区其他,hs071410,usd
进口,2008.0,10030090,其他大麦,30435244.0,70985952.0,千克,601.0,进料加工贸易,新港海关,江海运输,601.0,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300.0,,李福成,顺义,hs100300,usd
进口,2008.0,10030090,其他大麦,15005.0,61060.0,千克,601.0,进料加工贸易,新港海关,汽车运输,601.0,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300.0,,李福成,顺义,hs100300,usd
进口,2008.0,10030090,其他大麦,1152604.0,3131217.0,千克,305.0,,新港海关,江海运输,305.0,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300.0,,李福成,顺义,hs100300,usd
进口,2008.0,10051000,种用玉米,344.0,25.0,千克,129.0,进料加工贸易,广州机场,江海运输,129.0,先正达种苗(北京)有限公司,外商独资企业,北京市顺义区板桥村南侧,,010  65097621,101300.0,,鲍博.穆林,顺义,hs100510,usd
进口,2008.0,10070090,其他食用高梁,1250000.0,5000000.0,千克,246.0,,连大窑湾,航空运输,246.0,,国有企业,,,,,,,天津港保税区,hs100700,usd
进口,2008.0,23033000,酿造及蒸馏过程中的糟粕及残渣,32144.0,104364.0,千克,502.0,,机场单证,航空运输,502.0,河北省五金矿产进出口公司,国有企业,河北省石家庄和平西路448号,0311-7044468,0311 7054332,050071,,任会周,石家庄其他,hs230330,usd
进口,2008.0,10030090,其他大麦,795207.0,2094534.0,千克,305.0,,秦皇岛关,江海运输,305.0,永顺泰（秦皇岛）麦芽有限公司,,,,,,,,秦皇岛经济技术开发区,hs100300,usd
进口,2008.0,10030090,其他大麦,4685514.0,12179220.0,千克,601.0,,二连海关,江海运输,601.0,欧麦(保定)麦芽有限公司,,,,,,,,保定其他,hs100300,usd
进口,2008.0,10030090,其他大麦,564042.0,1297992.0,千克,304.0,,二连海关,汽车运输,304.0,欧麦(保定)麦芽有限公司,,,,,,,,保定其他,hs100300,usd
进口,2008.0,10030090,其他大麦,4890296.0,11279082.0,千克,305.0,,二连海关,汽车运输,305.0,欧麦(保定)麦芽有限公司,,,,,,,,保定其他,hs100300,usd
进口,2008.0,23033000,酿造及蒸馏过程中的糟粕及残渣,38.0,0.0,千克,502.0,,机场库区,江海运输,502.0,农标普瑞纳(廊坊)饲料有限公司,外商独资企业,河北廊坊光明道52号,,0316 2026184,65000.0,,金基镛,廊坊,hs230330,usd
进口,2008.0,10030090,其他大麦,4822609.0,11895532.0,千克,305.0,,连大窑湾,江海运输,305.0,大连兴泽制麦有限公司,中外合资企业,大连市金州区三十里堡国营农场卫国屯,0411 87351818,0411 87351097,116103.0,,刘丰慧,大连其他,hs100300,usd
进口,2008.0,10030090,其他大麦,8605149.0,18447220.0,千克,601.0,,连大窑湾,江海运输,601.0,大连兴泽制麦有限公司,中外合资企业,大连市金州区三十里堡国营农场卫国屯,0411 87351818,0411 87351097,116103.0,,刘丰慧,大连其他,hs100300,usd
进口,2008.0,10059000,玉米，种用除外,140698.0,83498.0,千克,434.0,,连大窑湾,江海运输,434.0,大连平和食品有限公司,,,,,,,,大连其他,hs100590,usd
进口,2008.0,10030090,其他大麦,17218012.0,36750000.0,千克,601.0,,连大窑湾,航空运输,601.0,大连中粮麦芽有限公司,外商独资企业,大连普兰店市经济开发区,0411 83195588,0411 83191435,116200.0,,江国全,大连其他,hs100300,usd
进口,2008.0,10030090,其他大麦,9770876.0,19389434.0,千克,305.0,,连大窑湾,江海运输,305.0,大连中粮麦芽有限公司,外商独资企业,大连普兰店市经济开发区,0411 83195588,0411 83191435,116200.0,,江国全,大连其他,hs100300,usd
进口,2008.0,10030090,其他大麦,647292.0,1298190.0,千克,301.0,保税仓库进出境货物,连大窑湾,江海运输,301.0,大连中粮麦芽有限公司,外商独资企业,大连普兰店市经济开发区,0411 83195588,0411 83191435,116200.0,,江国全,大连其他,hs100300,usd
进口,2008.0,10030090,其他大麦,5088296.0,14473300.0,千克,501.0,,连大窑湾,航空运输,501.0,大连中粮麦芽有限公司,外商独资企业,大连普兰店市经济开发区,0411 83195588,0411 83191435,116200.0,,江国全,大连其他,hs100300,usd
进口,2008.0,10030090,其他大麦,91787038.0,203917560.0,千克,601.0,,连大窑湾,江海运输,601.0,大连中粮麦芽有限公司,外商独资企业,大连普兰店市经济开发区,0411 83195588,0411 83191435,116200.0,,江国全,大连其他,hs100300,usd
进口,2008.0,10051000,种用玉米,47392.0,2700.0,千克,412.0,,大连大窑湾保税港区,江海运输,412.0,吉林吉美食品有限公司,中外合作企业,,,,,,,长春其他,hs100510,usd
进口,2008.0,10051000,种用玉米,23711.0,1800.0,千克,402.0,,大连大窑湾保税港区,江海运输,402.0,,外商独资企业,,,,,,,长春其他,hs100510,usd
进口,2008.0,10051000,种用玉米,35105.0,2000.0,千克,412.0,,大连大窑湾保税港区,江海运输,412.0,,外商独资企业,,,,,,,长春其他,hs100510,usd
进口,2008.0,10030090,其他大麦,1621574.0,3871970.0,千克,601.0,,外港海关,江海运输,601.0,宁波富邦国际贸易有限公司,.,药行街31号(灵桥广场)17楼,,0574-87329256,315000.0,.,胡铮辉,宁波其他,hs100300,usd
进口,2008.0,07141020,木薯干,11426865.0,51941240.0,千克,141.0,,外港海关,航空运输,141.0,罗氏中亚(无锡)柠檬酸有限公司,外商独资企业,无锡国家高新技术产业开发区B区,,0510-5411888,214024.0,,R.F.HARTMA,无锡高新技术产业开发区,hs071410,usd
进口,2008.0,07141020,木薯干,8536197.0,42344780.0,千克,136.0,,外港海关,航空运输,136.0,宁波齐齐国际贸易有限公司,.,,,,,.,,宁波其他,hs071410,usd
进口,2008.0,07141020,木薯干,5581566.0,24881456.0,千克,141.0,,外港海关,江海运输,141.0,罗氏中亚(无锡)柠檬酸有限公司,外商独资企业,无锡国家高新技术产业开发区B区,,0510-5411888,214024.0,,R.F.HARTMA,无锡高新技术产业开发区,hs071410,usd
进口,2008.0,10059000,玉米，种用除外,27806.0,16502.0,千克,434.0,,洋山海关（港区）,江海运输,434.0,大连平和食品有限公司,外商独资企业,大连市甘井子辛寨子镇,0411 86302439,0411 86306334,116033.0,,刘冬华,大连其他,hs100590,usd
进口,2008.0,07141020,木薯干,1245178.0,5763344.0,千克,136.0,,禄口机办,汽车运输,136.0,江苏汇鸿鸿裕贸易有限公司,.,,,,,.,,南京其他,hs071410,usd
进口,2008.0,07141020,木薯干,562062.0,2601780.0,千克,141.0,进料加工贸易,禄口机办,航空运输,141.0,江苏汇鸿鸿裕贸易有限公司,.,,,,,.,,南京其他,hs071410,usd
进口,2008.0,07141020,木薯干,6829.0,77880.0,千克,141.0,,北仑海关,江海运输,141.0,金平鑫盛边贸有限公司,集体企业,金平金河镇环城南路01号,,0873-6771787,661500.0,,王玉斌,红河,hs071410,usd
进口,2008.0,07141020,木薯干,1543684.0,8229100.0,千克,141.0,,北仑海关,航空运输,141.0,满好(广西)农产开发有限公司,.,竹溪大道36号青湖中心22楼2207室,,0771-5622086,530022.0,.,刘禹文,南宁其他,hs071410,usd
进口,2008.0,07141020,木薯干,2852.0,25850.0,千克,141.0,,厦海沧办,江海运输,141.0,,.,,,,,.,,泉州,hs071410,usd
进口,2008.0,10070090,其他食用高梁,81735.0,628000.0,千克,106.0,保税仓库进出境货物,威海海关,江海运输,106.0,,.,,,,,.,,畹町,hs100700,usd
进口,2008.0,10070090,其他食用高梁,41503.0,315000.0,千克,106.0,,威海海关,江海运输,106.0,畹町源达贸易有限公司,.,民主街51号,,0692-5151721,678500.0,.,匡大维,畹町,hs100700,usd
