进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2003-01,10030090,其他大麦,30.0,9.0,公斤,法国,一般贸易,兰州海关,航空运输,法国,甘肃亚盛国际贸易集团有限公司,国有企业,甘肃省兰州市城关区张掖路 219号基隆大厦20层,,0931 8483524,730030,,周长生,甘肃省兰州,hs100300,usd
进口,2003-01,10030090,其他大麦,4381244.0,27499885.0,公斤,法国,一般贸易,南京海关,江海运输,法国,中粮粮油进出口公司,国有企业,北京东城建国门内大街8号(中粮广场A座1205),,6526888 8807,10005,,于旭波,江苏省盐城,hs100300,usd
进口,2003-01,10030090,其他大麦,16488.0,54960.0,公斤,澳大利亚,一般贸易,厦门海关,江海运输,澳大利亚,勇泉(厦门)茶业有限公司,外商独资企业,厦门市集美区东安村,,0592 6150798 6150799,361026,,加藤和正,福建省厦门,hs100300,usd
进口,2003-01,10030090,其他大麦,3751372.0,23486102.0,公斤,法国,一般贸易,宁波海关,江海运输,法国,宁波麦芽有限公司,外商独资企业,宁波市经济技术开发区大港工业城,0574-86883958,0574-86889888,315800,,梁安充,浙江省宁波,hs100300,usd
进口,2003-01,10030090,其他大麦,4310315.0,31411792.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,01089495998,101300,,李福成,北京市顺义,hs100300,usd
进口,2003-01,10030090,其他大麦,140600.0,950000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,天津华润啤酒有限公司,中外合资企业,天津市北辰区经济开发小区双辰中路2号,022 26972876,022 26970711,300400,,黄铁鹰,天津市其它,hs100300,usd
进口,2003-01,10030090,其他大麦,1546600.0,10450000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,沈阳华润雪花啤酒有限公司,中外合资企业,沈阳市铁西区建设东路42号,025 25873287,024 25845579,110021,,肖庆森,辽宁省沉阳,hs100300,usd
进口,2003-01,10030090,其他大麦,2530800.0,17100000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,四川蓝剑啤酒有限公司,中外合资企业,四川省什邡蓝剑大道,,0838 8202507,618400,,曾清荣,四川省其它,hs100300,usd
进口,2003-01,10030090,其他大麦,421800.0,2850000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,吉林华润啤酒有限公司,中外合资企业,吉林高新开发区恒山路创业大厦,0432 2440800,0432  2440800,132021,,黄铁鹰,吉林省吉林,hs100300,usd
进口,2003-01,10030090,其他大麦,703000.0,4750000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,大连华润啤酒有限公司,外商独资企业,大连市甘井子区华北路415号,0411 6600424,0411 6600582,116033,,黄铁鹰,辽宁省大连,hs100300,usd
进口,2003-01,10030090,其他大麦,281200.0,1900000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,鞍山华润啤酒有限公司,中外合资企业,鞍山市经济开发区,024 25876106,0412 8212224,114041,,王群,辽宁省鞍山,hs100300,usd
进口,2003-01,10030090,其他大麦,5661292.0,32999991.0,公斤,法国,一般贸易,青岛海关,江海运输,法国,新疆啤酒花股份有限公司,国有企业,乌鲁木齐市解放北路17号,,991 2835219,830002,,赵富,山东省烟台,hs100300,usd
进口,2003-01,10030090,其他大麦,304511.0,1970949.0,公斤,加拿大,一般贸易,青岛海关,江海运输,加拿大,青岛啤酒股份有限公司,中外合资企业,青岛市香港中路五四广场青啤大厦,0532-5714533,0532-5712437,266071,,李桂荣,山东省青岛,hs100300,usd
进口,2003-01,10030090,其他大麦,4225043.0,20791550.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,中粮粮油进出口公司,国有企业,北京东城建国门内大街8号(中粮广场A座1205),,6526888 8807,10005,,于旭波,北京市朝阳区,hs100300,usd
进口,2003-01,10030090,其他大麦,488695.03,1988690.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,上海泰澳进出口贸易有限公司,私营企业,,,,,,,山东省青岛,hs100300,usd
进口,2003-01,07141020,木薯干,25662.0,354000.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口保税服务总公司,国有企业,云南省河口,,,,,,云南省昆明,hs071410,usd
进口,2003-01,07141020,木薯干,16599.0,229000.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口保税服务总公司,国有企业,云南省河口,,,,,,云南省其它,hs071410,usd
进口,2003-01,07141020,木薯干,3617351.0,45906480.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省粮油集团总公司,国有企业,山东省济南市泺源大街3号,,0531 6958867,250063,,孟庆秀,山东省日照,hs071410,usd
进口,2003-01,07141020,木薯干,1265028.0,16486710.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省粮油集团总公司,国有企业,山东省济南市泺源大街3号,,0531 6958867,250063,,孟庆秀,山东省临沂,hs071410,usd
进口,2003-01,07141020,木薯干,747146.0,9281320.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省农业生产资料公司,集体企业,济南市解放路14号,,0531 8542968,250013,,杨钟山,山东省日照,hs071410,usd
进口,2003-01,07141020,木薯干,1319452.0,16997240.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,中化物产股份有限公司,国有企业,东城和平里七区四号楼,,01064238604,100013,,周德春,山东省临沂,hs071410,usd
进口,2003-01,07141020,木薯干,1181765.0,15033700.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省国际贸易集团日照公司,国有企业,日照市艳阳路18号,,0633 8230326,276800,,杨勇,山东省日照,hs071410,usd
进口,2003-01,07141020,木薯干,297887.0,3759400.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省国际贸易集团日照公司,国有企业,日照市艳阳路18号,,0633 8230326,276800,,杨勇,山东省临沂,hs071410,usd
进口,2003-01,07141020,木薯干,324113.0,4100000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,日照恒信工贸公司,国有企业,,,,,,,山东省日照,hs071410,usd
进口,2003-01,07141020,木薯干,2308570.0,30305900.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东金沂蒙集团有限公司,私营企业,,,,,,,山东省临沂,hs071410,usd
进口,2003-01,07141020,木薯干,711148.0,7789039.0,公斤,印度尼西亚,一般贸易,青岛海关,江海运输,印度尼西亚,龙口市振龙酒精有限公司,集体企业,龙口市北马镇,,0535 8911361,265702,,王义强,山东省龙口,hs071410,usd
进口,2003-01,07141020,木薯干,874382.0,11251460.0,公斤,泰国,进料加工贸易,青岛海关,江海运输,泰国,龙口市振龙酒精有限公司,集体企业,龙口市北马镇,,0535 8911361,265702,,王义强,山东省龙口,hs071410,usd
进口,2003-01,07141020,木薯干,1141336.0,15000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,日照盛康粮油工贸有限公司,私营企业,,,,,,,山东省日照,hs071410,usd
进口,2003-01,07141020,木薯干,810178.94,10490240.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,中化山东进出口集团公司,国有企业,青岛市香港中路20号黄金广场北楼,0532-5021666,0532-5021711,266071,mail@sinochem-sd.com,房刚,山东省临沂,hs071410,usd
进口,2003-01,07141020,木薯干,1186959.0,15000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,,0532-2971838,0532-2971902,266002,,李兆兴,山东省临沂,hs071410,usd
进口,2003-01,07141020,木薯干,710932.06,9099500.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省嘉华对外贸易有限公司,国有企业,青岛市巫峡路25号,,3894127,266002,,吴洪祥,山东省德州,hs071410,usd
进口,2003-01,07141020,木薯干,855449.0,10864750.0,公斤,泰国,一般贸易,宁波海关,江海运输,泰国,浙江省粮食集团有限公司,国有企业,杭州市延安路593号,0571-85161597,0571-85773139,310006,,陈宏硕,浙江省宁波,hs071410,usd
进口,2003-01,07141020,木薯干,811854.0,10938086.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,广东顺德糖厂有限公司,国有企业,顺德市德胜区沙头,0765 2292020,0765 2291041  07,528333,,张绪跃,江苏省连云港,hs071410,usd
进口,2003-01,07141020,木薯干,390586.0,5000000.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,,0532-2971838,0532-2971902,266002,,李兆兴,山东省青岛,hs071410,usd
进口,2003-01,07141020,木薯干,661457.0,7053186.0,公斤,印度尼西亚,进料加工贸易,南京海关,江海运输,印度尼西亚,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2003-01,07141020,木薯干,779741.0,9267810.0,公斤,泰国,进料加工贸易,南京海关,江海运输,泰国,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2003-11,23033000,酿造及蒸馏过程中的糟粕及残渣,16320.0,102000.0,公斤,巴西,一般贸易,拱北海关,江海运输,香港,珠海农丰进出口有限公司,私营企业,珠海市香洲区安宁路6号2单元104,0756-2292715,0756-2292712/2292615,519000.0,nongefeng@pub.zhuhai.gd.cn,谢忠,广东省珠海,hs230330,usd
进口,2003-11,23033000,酿造及蒸馏过程中的糟粕及残渣,1433.0,45000.0,公斤,日本,一般贸易,宁波海关,江海运输,日本,浙江惠灵对外贸易有限责任公司,国有企业,杭州下城区中山北路308号,,0571 5773818,310003.0,,龚荣祥,浙江省杭州,hs230330,usd
进口,2003-11,10070090,其他食用高梁,14496.0,200000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,瑞丽市畹町再菊贸易有限公司,私营企业,,,,,,,云南省昆明,hs100700,usd
进口,2003-11,10059000,玉米，种用除外,1939.9999,20000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,梁河县新贸有限公司,私营企业,梁河县振兴路15号,,0692 4149147,678600.0,,李新明,云南省昆明,hs100590,usd
进口,2003-11,10059000,玉米，种用除外,33063.0,34000.0,公斤,秘鲁,保税区仓储转口货物,大连海关,江海运输,秘鲁,大九国际流通有限公司,中外合资企业,大连保税区,7616375,7311633,116600.0,,马述宇,大连大窟湾保税区,hs100590,usd
进口,2003-11,10051000,种用玉米,458.0,25.0,公斤,法国,其他,沈阳海关,航空运输,法国,铁岭先锋种子研究有限公司,外商独资企业,铁岭市银州区工人街16号,0410 4851864,0410 4851864,112000.0,,狄奥斯切奇,辽宁省铁岭,hs100510,usd
进口,2003-11,10051000,种用玉米,1830.0,100.0,公斤,智利,其他,沈阳海关,航空运输,法国,铁岭先锋种子研究有限公司,外商独资企业,铁岭市银州区工人街16号,0410 4851864,0410 4851864,112000.0,,狄奥斯切奇,辽宁省铁岭,hs100510,usd
进口,2003-11,10051000,种用玉米,1642.0,140.0,公斤,智利,其他,沈阳海关,航空运输,智利,铁岭先锋种子研究有限公司,外商独资企业,铁岭市银州区工人街16号,0410 4851864,0410 4851864,112000.0,,狄奥斯切奇,辽宁省铁岭,hs100510,usd
进口,2003-11,10051000,种用玉米,2.0,0.0,公斤,菲律宾,一般贸易,北京海关,航空运输,菲律宾,北京市种子公司,国有企业,北京市海淀区北太平路15号,,01062361664,100088.0,,郑渝,北京市海淀区,hs100510,usd
进口,2003-11,10051000,种用玉米,713.0,25.0,公斤,智利,一般贸易,青岛海关,航空运输,智利,山东登海先锋种业有限公司,中外合资企业,,,,,,,山东省烟台,hs100510,usd
进口,2003-11,10051000,种用玉米,998.0,25.0,公斤,智利,其他,青岛海关,航空运输,法国,山东登海先锋种业有限公司,中外合资企业,,,,,,,山东省烟台,hs100510,usd
进口,2003-11,10040090,其他燕麦,37980.0,117850.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,恩氏食品(深圳)有限公司,外商独资企业,深圳市宝安区龙华镇龙华村钓鱼台工业区,0755-28137140,0755-28137139,518109.0,erust@szon.net,苏育信,广东省深圳,hs100400,usd
进口,2003-11,10030090,其他大麦,480.0,2000.0,公斤,澳大利亚,进料加工贸易,深圳海关,汽车运输,香港,乐厨食品(深圳)有限公司,外商独资企业,观兰镇大水坑新塘村,,755 28014483,518110.0,,郑伟明,广东省深圳,hs100300,usd
进口,2003-11,10030090,其他大麦,5700123.0,30058155.0,公斤,法国,一般贸易,青岛海关,江海运输,法国,青岛啤酒股份有限公司,中外合资企业,青岛市香港中路五四广场青啤大厦,0532-5714533,0532-5712437,266071.0,,李桂荣,山东省青岛,hs100300,usd
进口,2003-11,10030010,种用大麦,115.0,12.0,公斤,美国,其他,上海海关,航空运输,美国,空运快件无经营权临时代码,其它,,,,,,,浙江省杭州,hs100300,usd
进口,2003-11,07141020,木薯干,1320451.0,15968882.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东坤华集团公司,国有企业,齐河县城齐晏大街27号,0534-5330999,0534-5321329,251100.0,,王家亮,山东省日照,hs071410,usd
进口,2003-11,07141020,木薯干,1905384.9,21561890.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省国际贸易集团日照公司,国有企业,日照市艳阳路18号,,0633 8230326,276800.0,,杨勇,山东省日照,hs071410,usd
进口,2003-11,07141020,木薯干,103367.99,1132503.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,日照恒信工贸公司,国有企业,,,,,,,山东省日照,hs071410,usd
进口,2003-11,07141020,木薯干,1190136.0,15000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东鲁粮国际经贸有限公司,国有企业,,,,,,,山东省临沂,hs071410,usd
进口,2003-11,07141020,木薯干,827564.0,9950920.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东金沂蒙集团有限公司,私营企业,,,,,,,山东省临沂,hs071410,usd
进口,2003-11,07141020,木薯干,601979.0,7392700.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,龙口市振龙酒精有限公司,集体企业,龙口市北马镇,,0535 8911361,265702.0,,王义强,山东省龙口,hs071410,usd
进口,2003-11,07141020,木薯干,1821435.0,22900000.0,公斤,泰国,进料加工贸易,郑州海关,江海运输,泰国,河南天冠企业集团有限公司,国有企业,南阳市建设东路16号,0377 3026447,0377 3026447,473000.0,,张晓阳,河南省南阳,hs071410,usd
进口,2003-11,07141020,木薯干,28101.0,516900.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口县对外经济贸易公司,国有企业,河口县人民路6号,,0873 3421859,661300.0,,何书方,云南省红河,hs071410,usd
进口,2003-11,07141020,木薯干,1975.0,36320.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口县对外经济贸易公司南分公司,集体企业,,,,,,,云南省红河,hs071410,usd
进口,2003-11,07141020,木薯干,7083.0,130280.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,,私营企业,,,,,,,云南省昆明,hs071410,usd
进口,2003-11,07141020,木薯干,50393.996,926960.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口保税服务总公司,国有企业,云南省河口,,,,,,云南省昆明,hs071410,usd
进口,2003-11,07141020,木薯干,259673.0,2803880.0,公斤,越南,一般贸易,宁波海关,江海运输,越南,北京康泰纳经贸有限公司,国有企业,,,,,,,浙江省宁波,hs071410,usd
进口,2003-11,07141020,木薯干,145101.0,1575240.0,公斤,越南,一般贸易,宁波海关,江海运输,越南,余姚市瑞龙贸易发展有限公司,私营企业,,,,,,,浙江省宁波,hs071410,usd
进口,2003-11,07141020,木薯干,1169496.0,12404130.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,中国糖业酒类集团公司,国有企业,中国北京西直门外大街110号中糖大厦,010-68361006,010-68362949,100044.0,,王新国,江苏省连云港,hs071410,usd
进口,2003-11,07141020,木薯干,812154.0,8534910.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,,私营企业,,,,,,,江苏省徐州,hs071410,usd
进口,2003-11,07141020,木薯干,87438.0,857240.0,公斤,越南,进料加工贸易,南京海关,江海运输,香港,罗氏中亚（无锡）柠檬酸有限公司,中外合资企业,无锡市金城桥西,0510-5406094,0510-5411888,214024.0,,王锡林,高新技术产业开发区,hs071410,usd
进口,2003-11,07141020,木薯干,109641.01,1074912.0,公斤,越南,进料加工贸易,南京海关,江海运输,越南,罗氏中亚（无锡）柠檬酸有限公司,中外合资企业,无锡市金城桥西,0510-5406094,0510-5411888,214024.0,,王锡林,高新技术产业开发区,hs071410,usd
进口,2003-11,07141020,木薯干,1347263.0,15701320.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,山东省东方国际贸易股份有限公司,国有企业,,0532-2971838,0532-2971902,266002.0,,李兆兴,江苏省徐州,hs071410,usd
进口,2003-11,07141020,木薯干,52212.0,575190.0,公斤,越南,进料加工贸易,南京海关,江海运输,越南,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2003-11,07141020,木薯干,892043.0,10385630.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,吴江市外贸集团上威进出口有限公司,集体企业,,,,,,,江苏省吴江,hs071410,usd
进口,2003-11,07141020,木薯干,443087.0,4854497.0,公斤,印度尼西亚,一般贸易,南京海关,江海运输,印度尼西亚,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2003-11,07141020,木薯干,586005.0,6094470.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2003-11,07141020,木薯干,9492.0,104580.0,公斤,越南,一般贸易,南京海关,江海运输,越南,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2003-11,07141020,木薯干,366320.0,3964133.0,公斤,印度尼西亚,进料加工贸易,南京海关,江海运输,印度尼西亚,太仓新太酒精有限公司,外商独资企业,江苏省太仓市城厢镇古塘街,0520 3515645,0520 3524778,215400.0,,蔡德鑫,江苏省太仓,hs071410,usd
进口,2003-11,07141020,木薯干,549327.0,6223624.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,中化广东进出口公司,国有企业,广州市站前路58号,020-86507512,020-86672288,510160.0,,陈国雄,江苏省泰州,hs071410,usd
进口,2003-11,07141020,木薯干,459270.97,5203326.0,公斤,泰国,一般贸易,南京海关,江海运输,泰国,中化广东进出口公司,国有企业,广州市站前路58号,020-86507512,020-86672288,510160.0,,陈国雄,安徽省滁县,hs071410,usd
进口,2003-10,10051000,种用玉米,7.0,1.0,公斤,阿根廷,其他,长春海关,航空运输,阿根廷,吉美农业技术有限公司,中外合资企业,长春市红旗街23号,0431 5952945,0431 5951246,130031.0,,陈翠琴,吉林省长春,hs100510,usd
进口,2003-10,10040090,其他燕麦,80164.0,235200.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,恩氏食品(深圳)有限公司,外商独资企业,深圳市宝安区龙华镇龙华村钓鱼台工业区,0755-28137140,0755-28137139,518109.0,erust@szon.net,苏育信,广东省深圳,hs100400,usd
进口,2003-10,10030090,其他大麦,6486152.0,34999997.0,公斤,法国,一般贸易,黄埔海关,江海运输,法国,广州麦芽有限公司,中外合资企业,广州开发区创业路2号,020-82212988,020-82212497,510730.0,,江国强,广州经济技术开发区,hs100300,usd
进口,2003-10,10030090,其他大麦,600.0,2500.0,公斤,澳大利亚,进料加工贸易,深圳海关,汽车运输,香港,乐厨食品(深圳)有限公司,外商独资企业,观兰镇大水坑新塘村,,755 28014483,518110.0,,郑伟明,广东省深圳,hs100300,usd
进口,2003-10,07141020,木薯干,58884.0,981400.0,公斤,越南,边境小额贸易,海口海关,江海运输,越南,儋州市边境贸易发展公司,国有企业,儋州市老市委大院三楼,,890 6723962,570125.0,,黄敦良,海南洋浦经济技术开发区,hs071410,usd
进口,2003-10,07141020,木薯干,195420.0,3257007.0,公斤,越南,一般贸易,南宁海关,江海运输,越南,中国饲料集团公司,国有企业,北京西城区南大安胡同6号,010-66153998,010-66182288,100035.0,,田承毅,广西壮族南宁,hs071410,usd
进口,2003-10,07141020,木薯干,109726.99,1828781.0,公斤,越南,边境小额贸易,南宁海关,江海运输,越南,广西区医药保健品进出口防城公司,国有企业,,,,,,,广西壮族南宁,hs071410,usd
进口,2003-10,07141020,木薯干,29740.0,546990.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口县对外经济贸易公司南分公司,集体企业,,,,,,,云南省红河,hs071410,usd
进口,2003-10,07141020,木薯干,2558.0,47050.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口保税服务总公司,国有企业,云南省河口,,,,,,云南省昆明,hs071410,usd
进口,2003-10,07141020,木薯干,7280.0,133900.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口邦恒商贸有限公司,私营企业,,,,,,,云南省红河,hs071410,usd
进口,2003-10,07141020,木薯干,1867.0,30900.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,河口智盛商贸有限公司,私营企业,,,,,,,云南省昆明,hs071410,usd
进口,2003-10,07141020,木薯干,592344.0,7489640.0,公斤,泰国,进料加工贸易,青岛海关,江海运输,泰国,龙口市振龙酒精有限公司,集体企业,龙口市北马镇,,0535 8911361,265702.0,,王义强,山东省龙口,hs071410,usd
进口,2003-10,07141020,木薯干,1068331.0,13000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省国际贸易集团日照公司,国有企业,日照市艳阳路18号,,0633 8230326,276800.0,,杨勇,山东省日照,hs071410,usd
进口,2003-10,07141020,木薯干,343733.0,3748402.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,日照恒信工贸公司,国有企业,,,,,,,山东省日照,hs071410,usd
进口,2003-10,07141020,木薯干,396712.0,5000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东鲁粮国际经贸有限公司,国有企业,,,,,,,山东省临沂,hs071410,usd
进口,2003-10,07141020,木薯干,179513.0,1988611.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,中粮国际（北京）有限公司,外商独资企业,建国门内大街8号中粮广场A座11层,010-6578672,010-65268888-1703,100005.0,,,北京市东城区,hs071410,usd
进口,2003-10,07141020,木薯干,465035.97,5157768.0,公斤,越南,一般贸易,青岛海关,江海运输,越南,中谷粮油集团公司,国有企业,北京市复兴门内大街45号,,01066094412,100801.0,,王瑞元,山东省烟台,hs071410,usd
进口,2003-10,07141020,木薯干,475426.0,6000000.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,山东省嘉华对外贸易有限公司,国有企业,青岛市巫峡路25号,,3894127,266002.0,,吴洪祥,山东省临沂,hs071410,usd
进口,2003-10,07141020,木薯干,767232.0,9328420.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,青岛中化实业有限公司,国有企业,,,,,,,江苏省徐州,hs071410,usd
进口,2003-10,07141020,木薯干,1973492.0,23145899.0,公斤,泰国,一般贸易,青岛海关,江海运输,泰国,青岛中化实业有限公司,国有企业,,,,,,,山东省日照,hs071410,usd
进口,2003-10,07141020,木薯干,769302.0,8239938.0,公斤,越南,一般贸易,宁波海关,江海运输,越南,中化物产股份有限公司,国有企业,东城和平里七区四号楼,,01064238604,100013.0,,周德春,浙江省宁波,hs071410,usd
进口,2003-10,07141020,木薯干,245400.0,2649760.0,公斤,越南,一般贸易,宁波海关,江海运输,越南,北京康泰纳经贸有限公司,国有企业,,,,,,,浙江省宁波,hs071410,usd
