进出口类型,日期,商品编码,商品名称,金额,第一数量,第一计量单位,贸易伙伴名称,贸易方式,港口,运输方式,运输路线,公司,公司类型,地址,传真,电话,邮政编码,电子邮件,联系人,城市,商品1996编码,货币
进口,2005-12-01,100300900,其他大麦,1479100.0,7700000.0,公斤,澳大利亚,一般贸易,黄埔海关,江海运输,澳大利亚,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730.0,,翟治明,广州经济技术开发区,hs100300,usd
进口,2005-12-01,100400900,其他燕麦,87256.0,490960.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳市粤茂进出口贸易有限公司,私营企业,,,,,,,广东省深圳,hs100400,usd
进口,2005-12-01,100400900,其他燕麦,210326.0,1192360.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳市粤茂进出口贸易有限公司,私营企业,,,,,,,深圳特区,hs100400,usd
进口,2005-12-01,100400900,其他燕麦,275466.0,782420.0,公斤,澳大利亚,一般贸易,南宁海关,江海运输,澳大利亚,广西贺州西麦生物食品有限公司,中外合资企业,广西贺州市迎宾大道,0774 8831168,0774 8831138,542601.0,,谢庆奎,广西贺州地区,hs100400,usd
进口,2005-12-01,100590000,玉米，种用除外,233736.0,1890000.0,公斤,老挝,边境小额贸易,昆明海关,汽车运输,老挝,金平苗族瑶族傣族自治县粮油收储,国有企业,金平金河镇前哨南路,,0873-5225641,661500.0,,王树光,云南省西双版纳,hs100590,usd
进口,2005-12-01,100700900,其他食用高梁,37284.0,358500.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,瑞丽市汇宏商贸有限责任公司,私营企业,,,,,,,云南省瑞丽,hs100700,usd
进口,2005-12-01,100590000,玉米，种用除外,442.0,1760.0,公斤,美国,一般贸易,深圳海关,江海运输,香港,,私营企业,,,,,,,广东省广州,hs100590,usd
进口,2005-12-01,100700900,其他食用高梁,14820.001,150000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,,私营企业,,,,,,,云南省昆明,hs100700,usd
进口,2005-12-01,100700900,其他食用高梁,78519.0,747000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,,私营企业,,,,,,,云南省瑞丽,hs100700,usd
进口,2005-11,100300900,其他大麦,489414.0,2602380.0,公斤,加拿大,一般贸易,天津海关,江海运输,加拿大,北京宝麦啤酒原料有限公司,中外合资企业,丰台花乡纪家庙南,,0106 3723404,100070,,万艳生,北京市丰台区,hs100300,usd
进口,2005-11,100300900,其他大麦,3051675.0,14840000.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,河北四海发展股份有限公司,集体企业,承德市高新技术开发区西区11号,,0314 2162359,067000,,王世海,河北省承德,hs100300,usd
进口,2005-11,100510000,种用玉米,1319.0,217.0,公斤,智利,一般贸易,北京海关,空运,智利,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029,,宋晓明,北京市朝阳区,hs100510,usd
进口,2005-11,100300900,其他大麦,203618.0,992700.0,公斤,法国,一般贸易,大连海关,江海运输,法国,中国国旅贸易有限责任公司,国有企业,西城区复兴门内大亍103号,,010  84973322,100800,,蓝海,辽宁省大连,hs100300,usd
进口,2005-11,100300900,其他大麦,1749022.0,9350000.0,公斤,法国,一般贸易,大连海关,江海运输,法国,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005,,于旭波,辽宁省大连,hs100300,usd
进口,2005-11,100300900,其他大麦,7080039.0,36750000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005,,于旭波,辽宁省大连,hs100300,usd
进口,2005-11,100300900,其他大麦,407555.0,1940740.0,公斤,澳大利亚,来料加工装配贸易,大连海关,江海运输,澳大利亚,大连中粮麦芽有限公司,外商独资企业,大连普兰店市经济开发区,0411 83195588,0411 83191435,116200,,江国全,辽宁省大连,hs100300,usd
进口,2005-11,100300900,其他大麦,3583931.0,16732305.0,公斤,澳大利亚,一般贸易,宁波海关,江海运输,澳大利亚,宁波麦芽有限公司,外商独资企业,宁波经济技术开发区大港工业城,0574-86883958,0574 86888434,315800,,翟治明,宁波经济技术开发区,hs100300,usd
进口,2005-11,100590000,玉米，种用除外,601.0,2392.0,公斤,美国,一般贸易,深圳海关,江海运输,香港,,私营企业,,,,,,,广东省广州,hs100590,usd
进口,2005-11,100400900,其他燕麦,117220.0,597100.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳市粤茂进出口贸易有限公司,私营企业,,,,,,,深圳特区,hs100400,usd
进口,2005-11,100400900,其他燕麦,62612.0,318930.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳市粤茂进出口贸易有限公司,私营企业,,,,,,,广东省深圳,hs100400,usd
进口,2005-11,100300900,其他大麦,971686.0,4834260.0,公斤,法国,一般贸易,上海海关,江海运输,法国,山东省嘉华对外贸易有限公司,国有企业,青岛市巫峡路25号,,0532 3894127,266002,,吴洪祥,山东省青岛,hs100300,usd
进口,2005-11,100300900,其他大麦,1673470.0,8800000.0,公斤,法国,一般贸易,上海海关,江海运输,法国,厦门象屿集团有限公司,国有企业,厦门疏港路银盛大厦9楼,,0592 6036369,361006,,吴世滨,厦门特区,hs100300,usd
进口,2005-11,100300900,其他大麦,4747499.0,23491680.0,公斤,澳大利亚,一般贸易,黄埔海关,江海运输,澳大利亚,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730,,翟治明,广州经济技术开发区,hs100300,usd
进口,2005-11,100590000,玉米，种用除外,26744.0,57266.0,公斤,美国,一般贸易,上海海关,江海运输,美国,浙江省粮油食品进出口股份有限公司,国有企业,浙江省杭州市体育场路229号,0571-85152514,0571 85779999,310003,,朱子春,浙江省杭州,hs100590,usd
进口,2005-11,100300900,其他大麦,109532.0,534000.0,公斤,法国,一般贸易,宁波海关,江海运输,法国,中国国旅贸易有限责任公司,国有企业,西城区复兴门内大亍103号,,010  84973322,100800,,蓝海,北京市西城区,hs100300,usd
进口,2005-11,100300100,种用大麦,29.0,2.0,公斤,加拿大,一般贸易,杭州海关,空运,加拿大,浙江中大技术进口有限公司,国有企业,杭州市西湖大道58号华顺大厦15楼,0571-87817519,0571 7817612,310007,,许永明,浙江省杭州,hs100300,usd
进口,2005-11,100300900,其他大麦,3759500.0,19908000.0,公斤,法国,一般贸易,宁波海关,江海运输,法国,厦门象屿集团有限公司,国有企业,厦门疏港路银盛大厦9楼,,0592 6036369,361006,,吴世滨,浙江省其它,hs100300,usd
进口,2005-11,100300900,其他大麦,132669.0,646800.0,公斤,法国,一般贸易,青岛海关,江海运输,法国,中国国旅贸易有限责任公司,国有企业,西城区复兴门内大亍103号,,010  84973322,100800,,蓝海,北京市西城区,hs100300,usd
进口,2005-11,100300900,其他大麦,4750927.0,25129000.0,公斤,法国,一般贸易,青岛海关,江海运输,法国,厦门象屿集团有限公司,国有企业,厦门疏港路银盛大厦9楼,,0592 6036369,361006,,吴世滨,山东省烟台,hs100300,usd
进口,2005-11,100300900,其他大麦,1255381.0,6600000.0,公斤,法国,一般贸易,青岛海关,江海运输,法国,烟台信中贸易有限责任公司,私营企业,烟台市芝罘区四马路82-2号,,0535 6239506,264001,,贺宇,山东省烟台,hs100300,usd
进口,2005-11,100300900,其他大麦,2141559.0,11200000.0,公斤,澳大利亚,一般贸易,青岛海关,江海运输,澳大利亚,烟台信中贸易有限责任公司,私营企业,烟台市芝罘区四马路82-2号,,0535 6239506,264001,,贺宇,山东省烟台,hs100300,usd
进口,2005-11,100590000,玉米，种用除外,9689.0,20865.0,公斤,美国,一般贸易,上海海关,江海运输,美国,上海徐汇对外贸易有限公司,国有企业,浦东新区浦三路518号,021-64388769,021  64394549,200030,xhdwmyc@online.sh.cn,张寅,上海浦东新区,hs100590,usd
进口,2005-11,100400900,其他燕麦,305059.0,862820.0,公斤,澳大利亚,一般贸易,南宁海关,江海运输,澳大利亚,广西贺州西麦生物食品有限公司,中外合资企业,广西贺州市迎宾大道,0774 8831168,0774 8831138,542601,,谢庆奎,广西贺州地区,hs100400,usd
进口,2005-11,100590000,玉米，种用除外,3560.0,36000.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,金平鑫盛边贸有限公司,集体企业,,,,,,,云南省红河,hs100590,usd
进口,2005-11,100590000,玉米，种用除外,7500.0,100000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,云南德宏国际经济技术合作有限责,私营企业,,,,,,,云南省瑞丽,hs100590,usd
进口,2005-11,100700900,其他食用高梁,7410.0,75000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,瑞丽市畹町经济开发区盈益商号,私营企业,,,,,,,云南省昆明,hs100700,usd
进口,2005-11,100700900,其他食用高梁,27895.0,265500.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,,私营企业,,,,,,,云南省瑞丽,hs100700,usd
进口,2005-11,100700900,其他食用高梁,5720.0,55000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,瑞丽市汇宏商贸有限责任公司,私营企业,,,,,,,云南省瑞丽,hs100700,usd
进口,2005-11,100300900,其他大麦,332931.0,1623140.0,公斤,法国,一般贸易,上海海关,江海运输,法国,中国国旅贸易有限责任公司,国有企业,西城区复兴门内大亍103号,,010  84973322,100800,,蓝海,北京市西城区,hs100300,usd
进口,2005-11,100300900,其他大麦,3488691.0,18650000.0,公斤,法国,一般贸易,上海海关,江海运输,法国,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005,,于旭波,北京市朝阳区,hs100300,usd
进口,2005-11,230330000,酿造及蒸馏过程中的糟粕及残渣,3126.0,20000.0,公斤,日本,一般贸易,大连海关,江海运输,日本,辽宁雪龙国际贸易有限公司,私营企业,,,,,,,辽宁省大连,hs230330,usd
进口,2005-11,230330000,酿造及蒸馏过程中的糟粕及残渣,24650.0,51200.0,公斤,巴西,一般贸易,北京海关,江海运输,巴西,中国种畜进出口有限公司,国有企业,北京市东城区东单洋溢胡同甲10号,,67798341,100005.0,,区仲生,北京市东城区,hs230330,usd
进口,2005-11,230330000,酿造及蒸馏过程中的糟粕及残渣,1563.0,45000.0,公斤,日本,其它,宁波海关,江海运输,日本,浙江惠灵对外贸易有限责任公司,国有企业,杭州下城区中山北路308号,,0571 85773908,310003.0,,杨冠雄,浙江省其它,hs230330,usd
进口,2005-10,100300900,其他大麦,315654.0,1503120.0,公斤,澳大利亚,来料加工装配贸易,大连海关,江海运输,澳大利亚,大连中粮麦芽有限公司,外商独资企业,大连普兰店市经济开发区,0411 83195588,0411 83191435,116200.0,,江国全,辽宁省大连,hs100300,usd
进口,2005-10,100300900,其他大麦,1893730.0,9450000.0,公斤,澳大利亚,一般贸易,黄埔海关,江海运输,澳大利亚,广州麦芽有限公司,中外合资企业,广州经济技术开发区创业路2号,020 82224175,020 82224175,510730.0,,翟治明,广州经济技术开发区,hs100300,usd
进口,2005-10,100300900,其他大麦,771505.0,4208520.0,公斤,澳大利亚,一般贸易,天津海关,江海运输,澳大利亚,北京宝麦啤酒原料有限公司,中外合资企业,丰台花乡纪家庙南,,0106 3723404,100070.0,,万艳生,北京市丰台区,hs100300,usd
进口,2005-10,100300900,其他大麦,313634.0,1529060.0,公斤,法国,一般贸易,青岛海关,江海运输,法国,中国国旅贸易有限责任公司,国有企业,西城区复兴门内大亍103号,,010  84973322,100800.0,,蓝海,北京市西城区,hs100300,usd
进口,2005-10,100300900,其他大麦,16737.0,86460.0,公斤,法国,一般贸易,宁波海关,江海运输,法国,浙江远大进出口有限公司,国有企业,大榭金莹贸易楼,0574-87723350,0574 87720170,315040.0,,沈志宏,浙江省宁波,hs100300,usd
进口,2005-10,100300900,其他大麦,129536.0,644460.0,公斤,法国,一般贸易,上海海关,江海运输,法国,山东省嘉华对外贸易有限公司,国有企业,青岛市巫峡路25号,,0532 3894127,266002.0,,吴洪祥,山东省青岛,hs100300,usd
进口,2005-10,100300900,其他大麦,841218.0,4195600.0,公斤,法国,一般贸易,青岛海关,江海运输,法国,莱芜市鲁中啤酒原料有限公司,私营企业,莱城区南冶镇对仙门村北,,0634-6095555,271102.0,,尚宪启,山东省莱芜,hs100300,usd
进口,2005-10,100300900,其他大麦,200960.0,1080090.0,公斤,加拿大,一般贸易,厦门海关,江海运输,加拿大,泉州市粮油食品进出口公司,国有企业,泉州市丰泽区刺桐东路北段国际商厦8楼,0595-2110033,0595 2284893,362000.0,wmlysp@public.qz.fj.cn,陈宏均,福建省泉州,hs100300,usd
进口,2005-10,100300900,其他大麦,147627.0,750940.0,公斤,加拿大,一般贸易,青岛海关,江海运输,加拿大,烟台市高新区海越麦芽有限公司,私营企业,烟台市高新技术产业开发区,,0535 6489083,264007.0,,周余桃,山东省烟台,hs100300,usd
进口,2005-10,100300900,其他大麦,3041518.0,16368705.0,公斤,加拿大,一般贸易,青岛海关,江海运输,加拿大,青岛啤酒股份有限公司,中外合资企业,青岛市登州路56号,0532-5714533,0532 5712437,266023.0,,李桂荣,山东省青岛,hs100300,usd
进口,2005-10,100300900,其他大麦,794200.0,4180000.0,公斤,加拿大,一般贸易,大连海关,江海运输,加拿大,哈尔滨华润啤酒有限公司,中外合资企业,黑龙江省尚志市一面坡镇新立街1号,0451 3316687,0451 3316687,150622.0,,王群,黑龙江省松花江,hs100300,usd
进口,2005-10,100300900,其他大麦,3135000.0,16500000.0,公斤,加拿大,一般贸易,黄埔海关,江海运输,加拿大,四川华润蓝剑啤酒有限责任公司,中外合资企业,四川省什邡蓝剑大道,,0838 8213757,618400.0,,王群,四川省德阳,hs100300,usd
进口,2005-10,100300900,其他大麦,4534740.0,25226157.0,公斤,加拿大,一般贸易,南京海关,江海运输,加拿大,厦门建发股份有限公司,国有企业,厦门市鹭江道52号海滨大厦7层,0592-2112185,0592-2033404,361001.0,pub@chinacnd.com,高莉娟,江苏省南通,hs100300,usd
进口,2005-10,100300900,其他大麦,710600.0,3740000.0,公斤,加拿大,一般贸易,大连海关,江海运输,加拿大,大连华润啤酒有限公司,外商独资企业,大连市甘井子区华北路415号,0411 86600151,0411 86600582,116033.0,,王群,辽宁省大连,hs100300,usd
进口,2005-10,100300900,其他大麦,313500.0,1650000.0,公斤,加拿大,一般贸易,大连海关,江海运输,加拿大,长春华润啤酒有限公司,中外合资企业,吉林省农安县农镇水源路,,0431 3231897,130200.0,,王群,吉林省长春,hs100300,usd
进口,2005-10,100300900,其他大麦,1860100.0,9790000.0,公斤,加拿大,一般贸易,大连海关,江海运输,加拿大,华润雪花啤酒（吉林）有限公司,外商独资企业,吉林市龙潭区华丹大街1号,,0432-3046290,132026.0,,王群,吉林省吉林,hs100300,usd
进口,2005-10,100300900,其他大麦,310409.0,1650550.0,公斤,加拿大,一般贸易,天津海关,江海运输,加拿大,北京宝麦啤酒原料有限公司,中外合资企业,丰台花乡纪家庙南,,0106 3723404,100070.0,,万艳生,北京市丰台区,hs100300,usd
进口,2005-10,100300900,其他大麦,1546600.0,8140000.0,公斤,加拿大,一般贸易,大连海关,江海运输,加拿大,沈阳华润雪花啤酒有限公司,外商独资企业,沈阳市铁西区建设东路42号,024   25877591,024   25845579,110021.0,,王群,辽宁省沉阳,hs100300,usd
进口,2005-10,100300900,其他大麦,5951761.0,33000000.0,公斤,加拿大,一般贸易,大连海关,江海运输,加拿大,大连兴泽制麦有限公司,中外合资企业,大连市金州区三十里堡国营农场卫国屯,0411 87351818,0411 87351097,116103.0,,刘丰慧,辽宁省大连,hs100300,usd
进口,2005-10,100400900,其他燕麦,128289.0,629910.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳市粤茂进出口贸易有限公司,私营企业,,,,,,,深圳特区,hs100400,usd
进口,2005-10,100400900,其他燕麦,19155.0,95120.0,公斤,澳大利亚,一般贸易,深圳海关,江海运输,澳大利亚,深圳市粤茂进出口贸易有限公司,私营企业,,,,,,,广东省深圳,hs100400,usd
进口,2005-10,100400900,其他燕麦,50339.0,144000.0,公斤,澳大利亚,一般贸易,南宁海关,江海运输,澳大利亚,广西贺州西麦生物食品有限公司,中外合资企业,广西贺州市迎宾大道,0774 8831168,0774 8831138,542601.0,,谢庆奎,广西贺州地区,hs100400,usd
进口,2005-10,100510000,种用玉米,17530.0,5478.0,公斤,法国,一般贸易,北京海关,空运,法国,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,太原高新技术产业开发区,hs100510,usd
进口,2005-10,100590000,玉米，种用除外,18756.0,17000.0,公斤,秘鲁,来料加工装配贸易,大连海关,江海运输,秘鲁,大连平和食品有限公司,外商独资企业,大连市甘井子辛寨子镇,0411 86302439,0411 86306334,116033.0,,刘冬华,辽宁省大连,hs100590,usd
进口,2005-10,100590000,玉米，种用除外,29252.0,296000.0,公斤,越南,边境小额贸易,昆明海关,汽车运输,越南,金平鑫盛边贸有限公司,集体企业,,,,,,,云南省红河,hs100590,usd
进口,2005-10,100590000,玉米，种用除外,9744.0,20865.0,公斤,美国,一般贸易,上海海关,江海运输,美国,浙江省粮油食品进出口股份有限公司,国有企业,浙江省杭州市体育场路229号,0571-85152514,0571 85779999,310003.0,,朱子春,浙江省杭州,hs100590,usd
进口,2005-10,100700900,其他食用高梁,22230.0,225000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,瑞丽市畹町经济开发区盈益商号,私营企业,,,,,,,云南省昆明,hs100700,usd
进口,2005-10,100700900,其他食用高梁,18678.0,178000.0,公斤,缅甸,边境小额贸易,昆明海关,汽车运输,缅甸,,私营企业,,,,,,,云南省瑞丽,hs100700,usd
进口,2005-10,230330000,酿造及蒸馏过程中的糟粕及残渣,900.0,30000.0,公斤,日本,其它,宁波海关,江海运输,日本,浙江惠灵对外贸易有限责任公司,国有企业,杭州下城区中山北路308号,,0571 85773908,310003.0,,杨冠雄,浙江省其它,hs230330,usd
进口,2005-06,230330000,酿造及蒸馏过程中的糟粕及残渣,35888.0,25600.0,公斤,巴西,一般贸易,北京海关,江海运输,巴西,中国种畜进出口有限公司,国有企业,北京市东城区东单洋溢胡同甲10号,,67798341,100005.0,,区仲生,北京市东城区,hs230330,usd
进口,2005-06,100510000,种用玉米,501.0,70.0,公斤,法国,一般贸易,北京海关,航空运输,法国,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,北京市顺义,hs100510,usd
进口,2005-06,100510000,种用玉米,241.0,32.0,公斤,菲律宾,一般贸易,北京海关,航空运输,菲律宾,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,广西壮族其它,hs100510,usd
进口,2005-06,100510000,种用玉米,409.0,60.0,公斤,菲律宾,一般贸易,北京海关,航空运输,菲律宾,北京市种子公司,国有企业,北京市海淀区北太平路15号,,010  62019574,100088.0,,张劲柏,北京市海淀区,hs100510,usd
进口,2005-06,100510000,种用玉米,29.0,0.0,公斤,菲律宾,一般贸易,北京海关,航空运输,菲律宾,中国种子集团公司,国有企业,北京市朝阳区安贞西里四区甲1号,010-64426338,010  64438505,100029.0,,宋晓明,北京市朝阳区,hs100510,usd
进口,2005-06,100510000,种用玉米,6096.0,4.0,公斤,美国,一般贸易,北京海关,航空运输,美国,北京市种子公司,国有企业,北京市海淀区北太平路15号,,010  62019574,100088.0,,张劲柏,北京市海淀区,hs100510,usd
进口,2005-06,230330000,酿造及蒸馏过程中的糟粕及残渣,6378.0,53000.0,公斤,日本,一般贸易,天津海关,江海运输,日本,北京大安饲料有限公司,中外合资企业,东城区南小街南竹杆胡同80号,,010  5240483,100010.0,,杨静,北京市东城区,hs230330,usd
进口,2005-06,100300900,其他大麦,561823.0,2861720.0,公斤,加拿大,一般贸易,天津海关,江海运输,加拿大,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300.0,,李福成,北京市顺义,hs100300,usd
进口,2005-06,100300900,其他大麦,1011682.0,5350910.0,公斤,澳大利亚,一般贸易,天津海关,江海运输,澳大利亚,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300.0,,李福成,北京市顺义,hs100300,usd
进口,2005-06,100300900,其他大麦,524043.0,2707100.0,公斤,加拿大,一般贸易,天津海关,江海运输,加拿大,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300.0,,李福成,北京市其它,hs100300,usd
进口,2005-06,100300900,其他大麦,1187394.0,6280275.0,公斤,澳大利亚,一般贸易,天津海关,江海运输,澳大利亚,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300.0,,李福成,北京市其它,hs100300,usd
进口,2005-06,100300900,其他大麦,347946.0,1797420.0,公斤,加拿大,一般贸易,天津海关,江海运输,加拿大,北京燕京啤酒有限公司,中外合资企业,北京市顺义县城南,,010 68949231,101300.0,,李福成,北京市其它,hs100300,usd
进口,2005-06,100300900,其他大麦,7335739.0,37557000.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,中国新良储运贸易公司,国有企业,北京市西城区复兴门内大亍45号,,010  68480349,100801.0,,庞明虎,河北省承德,hs100300,usd
进口,2005-06,100300900,其他大麦,6798000.0,32958000.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,河北四海发展股份有限公司,集体企业,承德市高新技术开发区西区11号,,0314 2162359,67000.0,,王世海,河北省承德,hs100300,usd
进口,2005-06,100300900,其他大麦,13771482.0,67953000.0,公斤,澳大利亚,一般贸易,石家庄海关,江海运输,澳大利亚,北京燕京啤酒集团公司,国有企业,北京市顺义县城南,,010  89493360,101300.0,,李福成,北京市其它,hs100300,usd
进口,2005-06,100300900,其他大麦,3973874.0,19800000.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,,私营企业,,,,,,,辽宁省大连,hs100300,usd
进口,2005-06,100300900,其他大麦,88714.0,430006.0,公斤,法国,一般贸易,大连海关,江海运输,法国,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005.0,,于旭波,辽宁省大连,hs100300,usd
进口,2005-06,100300900,其他大麦,551768.0,2933720.0,公斤,澳大利亚,一般贸易,大连海关,江海运输,澳大利亚,中粮粮油进出口公司,国有企业,北京市东城区建国门内大街8号中粮广场A座,,010  65268888,100005.0,,于旭波,辽宁省大连,hs100300,usd
