variant,draw,group,alpha,beta,delta,tau,omega,kappa
baseline_real_national_nonfood,8,vegfruit,0.0020258471347034,0.0,0.0243679107872952,0.0621432590403555,1.0944953491524958,6.027186855468082
baseline_real_national_nonfood,9,dairyegg,0.0005347927772282,0.0,3.2529144464903256e-05,0.0561927590499073,0.6648181380550255,7.227501881646861
baseline_real_national_nonfood,9,grain,0.0001176945206634,0.0,0.5726911723344906,0.1860871646961161,0.6648181380550255,7.227501881646861
baseline_real_national_nonfood,9,nonfood,0.9937854702683394,1.0,0.0024182862718444,0.1261216102557115,0.6648181380550255,7.227501881646861
baseline_real_national_nonfood,9,nonpork_meatsea,0.0001176945206634,0.0,6.516790977720372e-06,0.1167381955843398,0.6648181380550255,7.227501881646861
baseline_real_national_nonfood,9,oil,0.0001176945206634,0.0,0.1726636455540922,0.0664014305935262,0.6648181380550255,7.227501881646861
baseline_real_national_nonfood,9,pork,0.0048294638971579,0.0,0.0714915543211724,0.0004917177984747,0.6648181380550255,7.227501881646861
baseline_real_national_nonfood,9,vegfruit,0.0004971894952837,0.0,0.0162176361438388,0.0977166619030998,0.6648181380550255,7.227501881646861
baseline_real_national_nonfood,10,dairyegg,0.002292030550379,0.0,2.9346427774999552e-05,0.018463312428631,0.78807489725376,6.06130421254331
baseline_real_national_nonfood,10,grain,0.002061845989117,0.0,0.628034838667647,0.1580735538537943,0.78807489725376,6.06130421254331
baseline_real_national_nonfood,10,nonfood,0.9806175718096392,1.0,0.0026276846732985,0.1318199745648452,0.78807489725376,6.06130421254331
baseline_real_national_nonfood,10,nonpork_meatsea,0.0005187545679132,0.0,6.160545099497947e-06,0.0732585337427395,0.78807489725376,6.06130421254331
baseline_real_national_nonfood,10,oil,0.0005187663147976,0.0,0.1476598192502485,0.11730906421253,0.78807489725376,6.06130421254331
baseline_real_national_nonfood,10,pork,0.0096577009695764,0.0,0.0737878433605658,0.0005317385262518,0.78807489725376,6.06130421254331
baseline_real_national_nonfood,10,vegfruit,0.0043333297985773,0.0,0.0273396659459419,0.0491630597153598,0.78807489725376,6.06130421254331
baseline_real_national_nonfood,11,dairyegg,0.0006091739356781,0.0,2.735300867610112e-05,0.0358582658000802,1.5850623487120294,6.086247934651558
baseline_real_national_nonfood,11,grain,0.0003057506163005,0.0,0.5406072728107829,0.3234633795178951,1.5850623487120294,6.086247934651558
baseline_real_national_nonfood,11,nonfood,0.9871462943759892,1.0,0.0028933611789696,0.1263732524625599,1.5850623487120294,6.086247934651558
baseline_real_national_nonfood,11,nonpork_meatsea,0.0002145884240372,0.0,6.242373105616965e-06,0.0692811569563359,1.5850623487120294,6.086247934651558
baseline_real_national_nonfood,11,oil,0.0002131359476553,0.0,0.1256815763631578,0.1323920431696628,1.5850623487120294,6.086247934651558
baseline_real_national_nonfood,11,pork,0.0101056341082301,0.0,0.103143704137581,0.0005277779131897,1.5850623487120294,6.086247934651558
baseline_real_national_nonfood,11,vegfruit,0.0014054225921095,0.0,0.0279884349243036,0.0588518943639869,1.5850623487120294,6.086247934651558
baseline_real_national_nonfood,12,dairyegg,0.0020479287833084,0.0,2.637889286978223e-05,0.0209280401039217,0.4684661559889557,6.656334082639857
baseline_real_national_nonfood,12,grain,0.0001851599501847,0.0,0.7858404319618191,6.144242728162561e-06,0.4684661559889557,6.656334082639857
baseline_real_national_nonfood,12,nonfood,0.9870682950941736,1.0,0.0024919078064175,0.1267605735609292,0.4684661559889557,6.656334082639857
baseline_real_national_nonfood,12,nonpork_meatsea,4.543728052104133e-05,0.0,6.181234911640139e-06,0.0942263036699742,0.4684661559889557,6.656334082639857
baseline_real_national_nonfood,12,oil,0.0008733749739018,0.0,0.2171502474073744,2.6956894974779163e-05,0.4684661559889557,6.656334082639857
baseline_real_national_nonfood,12,pork,0.0055764834170539,0.0,0.0613984368819244,0.0009204350845904,0.4684661559889557,6.656334082639857
baseline_real_national_nonfood,12,vegfruit,0.0042033205008565,0.0,0.0148010320106027,0.0568551659562016,0.4684661559889557,6.656334082639857
baseline_real_national_nonfood,13,dairyegg,0.0011872317662017,0.0,2.6969695005497657e-05,0.0377725506101403,1.090938065468959,6.058339146382418
baseline_real_national_nonfood,13,grain,0.0007830022500622,0.0,0.5850485063626226,0.2225081094802953,1.090938065468959,6.058339146382418
baseline_real_national_nonfood,13,nonfood,0.9802826677573178,1.0,0.002629752618254,0.1256705443564793,1.090938065468959,6.058339146382418
baseline_real_national_nonfood,13,nonpork_meatsea,0.0075255459425383,0.0,6.14421235332821e-06,0.0326484390207505,1.090938065468959,6.058339146382418
baseline_real_national_nonfood,13,oil,0.0003042908981109,0.0,0.1474217914091171,0.1021328963699371,1.090938065468959,6.058339146382418
baseline_real_national_nonfood,13,pork,0.0085655212300171,0.0,0.0864437659481461,0.0005031600382922,1.090938065468959,6.058339146382418
baseline_real_national_nonfood,13,vegfruit,0.0013517401557515,0.0,0.0306898648894902,0.0629906493515138,1.090938065468959,6.058339146382418
baseline_real_national_nonfood,14,dairyegg,0.0021236746968237,0.0,2.913094401088588e-05,0.0210224612003602,0.7962736097836746,6.298738703292087
baseline_real_national_nonfood,14,grain,0.0011225169150177,0.0,0.5736187215957116,0.1672197404277306,0.7962736097836746,6.298738703292087
baseline_real_national_nonfood,14,nonfood,0.9785459692666364,1.0,0.0026863328215605,0.144296375353171,0.7962736097836746,6.298738703292087
baseline_real_national_nonfood,14,nonpork_meatsea,0.0061184820714726,0.0,6.544393601453648e-06,0.0460254043791849,0.7962736097836746,6.298738703292087
baseline_real_national_nonfood,14,oil,0.0004530856391226,0.0,0.1685090307217369,0.0753895476271458,0.7962736097836746,6.298738703292087
baseline_real_national_nonfood,14,pork,0.0074337914591735,0.0,0.055258263664899,0.0004414173662151,0.7962736097836746,6.298738703292087
baseline_real_national_nonfood,14,vegfruit,0.0042024799517531,0.0,0.0382194830137247,0.0395985140297668,0.7962736097836746,6.298738703292087
baseline_real_national_nonfood,15,dairyegg,0.0025113617451766,0.0,2.7800046238314208e-05,0.0193618846292869,1.702808741295188,5.601555232480519
baseline_real_national_nonfood,15,grain,8.625645236733463e-05,0.0,0.6826579548767596,0.3203223808463925,1.702808741295188,5.601555232480519
baseline_real_national_nonfood,15,nonfood,0.9755220022020346,1.0,0.0024010832374535,0.1422201393381809,1.702808741295188,5.601555232480519
baseline_real_national_nonfood,15,nonpork_meatsea,8.587905549814474e-05,0.0,6.865967947656585e-06,0.0526245600554483,1.702808741295188,5.601555232480519
baseline_real_national_nonfood,15,oil,8.587905549814474e-05,0.0,0.123423804392968,0.1306484187826951,1.702808741295188,5.601555232480519
baseline_real_national_nonfood,15,pork,0.0147794967388645,0.0,0.0336463113081455,0.0005920721555062,1.702808741295188,5.601555232480519
baseline_real_national_nonfood,15,vegfruit,0.0069291247505606,0.0,0.0239239420604515,0.0424721377200807,1.702808741295188,5.601555232480519
baseline_real_national_nonfood,16,dairyegg,0.0016276864278544,0.0,3.0479509757864257e-05,0.0298740543613264,0.7719668034664252,6.468195686114754
baseline_real_national_nonfood,16,grain,0.0012276109888503,0.0,0.6454510812146325,0.0749401922242406,0.7719668034664252,6.468195686114754
baseline_real_national_nonfood,16,nonfood,0.9851816673892364,1.0,0.0025597982325727,0.1403230737327658,0.7719668034664252,6.468195686114754
baseline_real_national_nonfood,16,nonpork_meatsea,0.0004204082082759,0.0,6.144268524726988e-06,0.0813080957992569,0.7719668034664252,6.468195686114754
baseline_real_national_nonfood,16,oil,0.0026479187049427,0.0,0.2197247992273781,0.0013115766218036,0.7719668034664252,6.468195686114754
baseline_real_national_nonfood,16,pork,0.0063341936919345,0.0,0.0617704392068655,0.0005884938108335,0.7719668034664252,6.468195686114754
baseline_real_national_nonfood,16,vegfruit,0.0025605145889054,0.0,0.0361933896271468,0.0510970297695506,0.7719668034664252,6.468195686114754
baseline_real_national_nonfood,17,dairyegg,0.0015752356587463,0.0,2.979821976473986e-05,0.033811177949975,0.7400785737142158,6.347475273794177
baseline_real_national_nonfood,17,grain,0.0020363987054239,0.0,0.6103469307131876,0.0644710174306778,0.7400785737142158,6.347475273794177
baseline_real_national_nonfood,17,nonfood,0.9812075625657184,1.0,0.0026926519969016,0.1373867749640586,0.7400785737142158,6.347475273794177
baseline_real_national_nonfood,17,nonpork_meatsea,0.005167402707021,0.0,6.56370695474753e-06,0.0464499253290273,0.7400785737142158,6.347475273794177
baseline_real_national_nonfood,17,oil,0.0013636756793776,0.0,0.1697405619342837,0.0545678380844788,0.7400785737142158,6.347475273794177
baseline_real_national_nonfood,17,pork,0.006431776557598,0.0,0.0672757917334411,0.0005251003053879,0.7400785737142158,6.347475273794177
baseline_real_national_nonfood,17,vegfruit,0.0022179481261143,0.0,0.0255251456717848,0.06108955330548,0.7400785737142158,6.347475273794177
baseline_real_national_nonfood,18,dairyegg,0.0015395952161204,0.0,2.7904661147779332e-05,0.0291553108661887,0.8450272512424027,6.608036276041463
baseline_real_national_nonfood,18,grain,0.0008910736774863,0.0,0.603092357433823,0.1121411924598792,0.8450272512424027,6.608036276041463
baseline_real_national_nonfood,18,nonfood,0.9888997044472962,1.0,0.0025403690383601,0.1295634149020229,0.8450272512424027,6.608036276041463
baseline_real_national_nonfood,18,nonpork_meatsea,0.000300072973879,0.0,6.2660722328910525e-06,0.0885123980183867,0.8450272512424027,6.608036276041463
baseline_real_national_nonfood,18,oil,0.0004806914964876,0.0,0.1626787614472917,0.0649118011004652,0.8450272512424027,6.608036276041463
baseline_real_national_nonfood,18,pork,0.0051590053235431,0.0,0.0845735721261347,0.0005387218779447,0.8450272512424027,6.608036276041463
baseline_real_national_nonfood,18,vegfruit,0.002729856865187,0.0,0.0247330145914041,0.0574954455130822,0.8450272512424027,6.608036276041463
baseline_real_national_nonfood,19,dairyegg,0.0022586788244456,0.0,4.217376038625689e-05,0.0222853972746965,0.8918594182123568,6.206682354740025
baseline_real_national_nonfood,19,grain,3.565162298175079e-07,0.0,0.5928242402641886,0.2718882071568613,0.8918594182123568,6.206682354740025
baseline_real_national_nonfood,19,nonfood,0.984426270388532,1.0,0.002804014857636,0.1404613060725837,0.8918594182123568,6.206682354740025
baseline_real_national_nonfood,19,nonpork_meatsea,3.565164549047105e-07,0.0,6.214829208606873e-06,0.0720595904527213,0.8918594182123568,6.206682354740025
baseline_real_national_nonfood,19,oil,3.565162298175079e-07,0.0,0.1631977375611928,0.1127641437801429,0.8918594182123568,6.206682354740025
baseline_real_national_nonfood,19,pork,0.0094811560221221,0.0,0.0284483989404823,0.0011471315057448,0.8918594182123568,6.206682354740025
baseline_real_national_nonfood,19,vegfruit,0.0038328252159856,0.0,0.0254558359757437,0.0579012651988088,0.8918594182123568,6.206682354740025
baseline_real_national_nonfood,20,dairyegg,0.0018767063215451,0.0,2.4619739316563867e-05,0.0258534409839736,0.755400418069766,6.429482556332239
baseline_real_national_nonfood,20,grain,0.001940979501655,0.0,0.6343195956265015,0.0425990083361181,0.755400418069766,6.429482556332239
baseline_real_national_nonfood,20,nonfood,0.9859257450279172,1.0,0.0024583226154072,0.1396923667871527,0.755400418069766,6.429482556332239
baseline_real_national_nonfood,20,nonpork_meatsea,8.037897817396451e-05,0.0,6.1898212811984725e-06,0.081417955510659,0.755400418069766,6.429482556332239
baseline_real_national_nonfood,20,oil,1.9780354136156303e-05,0.0,0.1727343461190011,0.0878440267069824,0.755400418069766,6.429482556332239
baseline_real_national_nonfood,20,pork,0.0075106528561294,0.0,0.066293755689487,0.00041250762772,0.755400418069766,6.429482556332239
baseline_real_national_nonfood,20,vegfruit,0.0026457569604428,0.0,0.0359306744848964,0.0541254556391623,0.755400418069766,6.429482556332239
baseline_real_national_nonfood,21,dairyegg,0.0019902231225522,0.0,6.451633085237144e-05,0.0243125081985463,1.0453131989860545,6.481832518302694
baseline_real_national_nonfood,21,grain,0.0018911611581428,0.0,0.4769627132922815,0.2229274482223548,1.0453131989860545,6.481832518302694
baseline_real_national_nonfood,21,nonfood,0.985373510952258,1.0,0.0025081620852372,0.135655653041368,1.0453131989860545,6.481832518302694
baseline_real_national_nonfood,21,nonpork_meatsea,7.732937531267352e-06,0.0,6.14421235332821e-06,0.0837363446560806,1.0453131989860545,6.481832518302694
baseline_real_national_nonfood,21,oil,7.732937531267352e-06,0.0,0.1672787420459996,0.0885440609779027,1.0453131989860545,6.481832518302694
baseline_real_national_nonfood,21,pork,0.0074700246158223,0.0,0.0498522014566677,0.000609816721493,1.0453131989860545,6.481832518302694
baseline_real_national_nonfood,21,vegfruit,0.0032596142761619,0.0,0.0352948907114879,0.0454555204727198,1.0453131989860545,6.481832518302694
baseline_real_national_nonfood,22,dairyegg,0.0006512080087127,0.0,1.930284207075374e-05,0.0499536887602552,0.7358041367894441,6.841267936051716
baseline_real_national_nonfood,22,grain,9.431226424912e-05,0.0,0.7188619725031556,6.244014799366678e-06,0.7358041367894441,6.841267936051716
baseline_real_national_nonfood,22,nonfood,0.992361605512279,1.0,0.0028116754638484,0.1438652026642262,0.7358041367894441,6.841267936051716
baseline_real_national_nonfood,22,nonpork_meatsea,3.426033260863731e-06,0.0,7.726013490675377e-06,0.0996287128909288,0.7358041367894441,6.841267936051716
baseline_real_national_nonfood,22,oil,3.426033260863731e-06,0.0,0.1399661286392806,0.122030154578657,0.7358041367894441,6.841267936051716
baseline_real_national_nonfood,22,pork,0.0055401369376706,0.0,0.0808614372295479,0.0004354797215435,0.7358041367894441,6.841267936051716
baseline_real_national_nonfood,22,vegfruit,0.0013458852105666,0.0,0.0160667472551581,0.0849517330913578,0.7358041367894441,6.841267936051716
baseline_real_national_nonfood,23,dairyegg,0.0026096014599871,0.0,3.443483424822303e-05,0.0167904000789284,0.6600875936094964,6.236761808665357
baseline_real_national_nonfood,23,grain,0.0019579973866806,0.0,0.6886717951938647,0.0375267831434039,0.6600875936094964,6.236761808665357
baseline_real_national_nonfood,23,nonfood,0.9806856379381804,1.0,0.0026012894622464,0.1404113261853563,0.6600875936094964,6.236761808665357
baseline_real_national_nonfood,23,nonpork_meatsea,2.579234392068497e-05,0.0,6.14421235332821e-06,0.0742171796283038,0.6600875936094964,6.236761808665357
baseline_real_national_nonfood,23,oil,2.579234392068497e-05,0.0,0.2080937994271798,0.0497851019804303,0.6600875936094964,6.236761808665357
baseline_real_national_nonfood,23,pork,0.0083552327088411,0.0,0.0412754750948116,0.000712100392388,0.6600875936094964,6.236761808665357
baseline_real_national_nonfood,23,vegfruit,0.0063399458184691,0.0,0.0342511025113815,0.0306868335631554,0.6600875936094964,6.236761808665357
baseline_real_national_nonfood,24,dairyegg,0.0028575160281331,0.0,2.7930946483984292e-05,0.0128241101362145,1.2590635059353574,6.269489206252964
baseline_real_national_nonfood,24,grain,0.0015715832615484,0.0,0.5074128271201205,0.2191096867922357,1.2590635059353574,6.269489206252964
baseline_real_national_nonfood,24,nonfood,0.9815444485837173,1.0,0.0024535205520466,0.1420819966606619,1.2590635059353574,6.269489206252964
baseline_real_national_nonfood,24,nonpork_meatsea,0.0004608446235196,0.0,6.14421235332821e-06,0.0724677068584963,1.2590635059353574,6.269489206252964
baseline_real_national_nonfood,24,oil,0.0004608446235196,0.0,0.1317542304288741,0.1080892753406964,1.2590635059353574,6.269489206252964
baseline_real_national_nonfood,24,pork,0.0083240664990878,0.0,0.0627692573631481,0.0004980441248804,1.2590635059353574,6.269489206252964
baseline_real_national_nonfood,24,vegfruit,0.004780696380474,0.0,0.0358922727076943,0.0438387713425276,1.2590635059353574,6.269489206252964
baseline_real_national_nonfood,25,dairyegg,0.0015114002714588,0.0,2.999126365312068e-05,0.0320883297201382,0.7318636594817589,6.377352424470444
baseline_real_national_nonfood,25,grain,0.0002823196945707,0.0,0.7020786321720208,0.1273057732220555,0.7318636594817589,6.377352424470444
baseline_real_national_nonfood,25,nonfood,0.9885398028639164,1.0,0.0025121891839895,0.1304162924534155,0.7318636594817589,6.377352424470444
baseline_real_national_nonfood,25,nonpork_meatsea,0.0002918345419804,0.0,6.174776979554416e-06,0.0748738290951735,0.7318636594817589,6.377352424470444
baseline_real_national_nonfood,25,oil,0.0002823196945707,0.0,0.2001021172130845,0.0590356616442313,0.7318636594817589,6.377352424470444
baseline_real_national_nonfood,25,pork,0.0060170988477828,0.0,0.0839976437499013,0.0005340654940067,0.7318636594817589,6.377352424470444
baseline_real_national_nonfood,25,vegfruit,0.00307522408572,0.0,0.0310443422785287,0.053113179058554,0.7318636594817589,6.377352424470444
baseline_real_national_nonfood,26,dairyegg,0.0008221787179098,0.0,3.3343101705680284e-05,0.048068176953399,0.6762293618252873,6.957381187761951
baseline_real_national_nonfood,26,grain,0.0001180013266187,0.0,0.661753806628499,0.0715665476228068,0.6762293618252873,6.957381187761951
baseline_real_national_nonfood,26,nonfood,0.9930946657302784,1.0,0.0023444350403744,0.1271210653840791,0.6762293618252873,6.957381187761951
baseline_real_national_nonfood,26,nonpork_meatsea,0.0001180013266187,0.0,6.14421235332821e-06,0.0994170073110233,0.6762293618252873,6.957381187761951
baseline_real_national_nonfood,26,oil,0.0001180013266187,0.0,0.1661348939617447,0.0689715857432986,0.6762293618252873,6.957381187761951
baseline_real_national_nonfood,26,pork,0.004602061464884,0.0,0.0680236570519885,0.000558023450302,0.6762293618252873,6.957381187761951
baseline_real_national_nonfood,26,vegfruit,0.0011270901070712,0.0,0.0219866530369396,0.075341229349836,0.6762293618252873,6.957381187761951
baseline_real_national_nonfood,27,dairyegg,0.0029326949266763,0.0,4.267895559928296e-05,0.0124897511684928,1.5604913999950276,6.081881500258011
baseline_real_national_nonfood,27,grain,0.0017370572295566,0.0,0.503808561448901,0.2596592926335685,1.5604913999950276,6.081881500258011
baseline_real_national_nonfood,27,nonfood,0.9830401933669232,1.0,0.0023216272749871,0.149564823072029,1.5604913999950276,6.081881500258011
baseline_real_national_nonfood,27,nonpork_meatsea,1.276629845019962e-07,0.0,6.14421235332821e-06,0.0660578521314645,1.5604913999950276,6.081881500258011
baseline_real_national_nonfood,27,oil,1.27650352141119e-07,0.0,0.1602322834218224,0.1061390488817807,1.5604913999950276,6.081881500258011
baseline_real_national_nonfood,27,pork,0.0073903213914354,0.0,0.0191276424164857,0.0481211214033176,1.5604913999950276,6.081881500258011
baseline_real_national_nonfood,27,vegfruit,0.0048994777720717,0.0,0.0295444385891101,0.0454989867316168,1.5604913999950276,6.081881500258011
baseline_real_national_nonfood,28,dairyegg,0.0016471870654261,0.0,2.74745371356588e-05,0.0310747932193145,1.2595548175871456,6.165121062978045
baseline_real_national_nonfood,28,grain,0.000950775964769,0.0,0.569283938983023,0.22489302065719,1.2595548175871456,6.165121062978045
baseline_real_national_nonfood,28,nonfood,0.9812665400486614,1.0,0.002634127443209,0.1303479056076587,1.2595548175871456,6.165121062978045
baseline_real_national_nonfood,28,nonpork_meatsea,0.005312173604811,0.0,6.153169587622609e-06,0.0441079690938088,1.2595548175871456,6.165121062978045
baseline_real_national_nonfood,28,oil,0.0003368862492273,0.0,0.1482264574083777,0.1028795892889505,1.2595548175871456,6.165121062978045
baseline_real_national_nonfood,28,pork,0.0093184957560902,0.0,0.0610528944290913,0.0005273221433337,1.2595548175871456,6.165121062978045
baseline_real_national_nonfood,28,vegfruit,0.0011679413110147,0.0,0.0292320480741806,0.0647766544457739,1.2595548175871456,6.165121062978045
baseline_real_national_nonfood,29,dairyegg,0.0023971648407553,0.0,1.7976850663538137e-05,0.0190282155641874,0.6957099345578197,6.207334622750777
baseline_real_national_nonfood,29,grain,0.0020344450347064,0.0,0.6963980505760443,0.0496316203449412,0.6957099345578197,6.207334622750777
baseline_real_national_nonfood,29,nonfood,0.9841481062242978,1.0,0.002492861301093,0.1406746300983534,0.6957099345578197,6.207334622750777
baseline_real_national_nonfood,29,nonpork_meatsea,1.250478726509105e-06,0.0,6.326857646578704e-06,0.0797478109650364,0.6957099345578197,6.207334622750777
baseline_real_national_nonfood,29,oil,1.250478726509105e-06,0.0,0.1579975165927692,0.0902911348972599,0.6957099345578197,6.207334622750777
baseline_real_national_nonfood,29,pork,0.0083534104597801,0.0,0.064645689337749,0.000392488218369,0.6957099345578197,6.207334622750777
baseline_real_national_nonfood,29,vegfruit,0.003064372483007,0.0,0.0272924408746538,0.0557812678528957,0.6957099345578197,6.207334622750777
