study_id,author_year,lang,Target,Path,crop,dep_var,x_var,beta,se,t_stat,p_report,N,df,model,endog,micro,region,data_years,spec_type,mean_y,mean_x,elast_reported,table_source,notes
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积低于门槛,-0.140,0.051,,***,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table 3 Model 11 (lnAre<σ1),"FE门槛模型,部分控制变量,门槛值12.579"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积高于门槛,0.218,0.023,,***,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table 3 Model 11 (lnAre≥σ1),"FE门槛模型,部分控制变量"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积低于门槛,-0.076,0.054,,,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,baseline,,,,Table 3 Model 12 (lnAre<σ1),"FE门槛最终模型(全控制),门槛值12.579,不显著,正文引述-7.6%"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积高于门槛,0.116,0.036,,***,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,baseline,,,,Table 3 Model 12 (lnAre≥σ1),"FE门槛最终模型(全控制),正文引述11.6%"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (直接效应),0.075,0.029,,***,221,,SDM(经济距离权重),0,0,Jiangsu 13 prefecture cities,2000-2016,baseline,,,0.075,Table 6 lnMac 直接效应,基准SDM(Model 20)直接效应
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (空间溢出),0.866,0.291,,***,221,,SDM(经济距离权重),0,0,Jiangsu 13 prefecture cities,2000-2016,baseline,,,0.866,Table 6 lnMac 空间溢出,空间溢出项:本地机械化对周边城市产量的间接效应
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (总效应),0.941,0.306,,***,221,,SDM(经济距离权重),0,0,Jiangsu 13 prefecture cities,2000-2016,baseline,,,0.941,Table 6 lnMac 总效应,基准SDM总效应=直接+溢出
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery),0.051,0.020,,**,221,,SLM,0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A1 Model 23,"SLM稳健性检验,系数不可分解"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (直接效应),0.061,0.033,,*,221,,SAR,0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A2 Model 24 lnMac 直接效应,SAR稳健性检验
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (空间溢出),0.055,0.029,,*,221,,SAR,0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A2 Model 24 lnMac 空间溢出,SAR稳健性检验;空间溢出项
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (总效应),0.116,0.060,,*,221,,SAR,0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A2 Model 24 lnMac 总效应,SAR稳健性检验
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (直接效应),0.079,0.042,,*,221,,SDM(普通SE),0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A2 Model 25 lnMac 直接效应,SDM改用普通标准误
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (空间溢出),0.915,0.431,,**,221,,SDM(普通SE),0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A2 Model 25 lnMac 空间溢出,SDM改用普通标准误;空间溢出项
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (总效应),0.995,0.462,,**,221,,SDM(普通SE),0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A2 Model 25 lnMac 总效应,SDM改用普通标准误
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (直接效应),0.059,0.033,,*,221,,SDM(0-1邻接权重),0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A2 Model 26 lnMac 直接效应,SDM改用一阶邻接0-1权重矩阵
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (空间溢出),0.229,0.132,,*,221,,SDM(0-1邻接权重),0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A2 Model 26 lnMac 空间溢出,SDM改用一阶邻接0-1权重矩阵;空间溢出项
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (总效应),0.288,0.155,,*,221,,SDM(0-1邻接权重),0,0,Jiangsu 13 prefecture cities,2000-2016,robust,,,,Table A2 Model 26 lnMac 总效应,SDM改用一阶邻接0-1权重矩阵
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery),-0.116,0.043,,*,85,,FE(门槛下组),0,0,Jiangsu 13 prefecture cities (lnAre<12.579组),2000-2016,robust,,,,Table A1 Model 21,按门槛值分组回归稳健性检验
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery),0.089,0.035,,**,136,,FE(门槛上组),0,0,Jiangsu 13 prefecture cities (lnAre≥12.579组),2000-2016,robust,,,,Table A1 Model 22,按门槛值分组回归稳健性检验
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,rice,ln(rice yield),ln(total power of agricultural machinery) | 粮播面积低于门槛,0.071,0.032,,**,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 7 TRM rice (lnAre<λ1),分作物门槛模型(控制变量同Model 12)
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,rice,ln(rice yield),ln(total power of agricultural machinery) | 粮播面积高于门槛,0.076,0.032,,**,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 7 TRM rice (lnAre≥λ1),分作物门槛模型
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,whea,ln(wheat yield),ln(total power of agricultural machinery) | 粮播面积低于门槛,-0.355,0.081,,***,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 7 TRM whea (lnAre<λ1),分作物门槛模型(控制变量同Model 12)
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,whea,ln(wheat yield),ln(total power of agricultural machinery) | 粮播面积高于门槛,-0.025,0.056,,,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 7 TRM whea (lnAre≥λ1),分作物门槛模型
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,maiz,ln(corn yield),ln(total power of agricultural machinery) | 粮播面积低于门槛,-0.325,0.181,,*,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 7 TRM maiz (lnAre<λ1),分作物门槛模型(控制变量同Model 12)
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,maiz,ln(corn yield),ln(total power of agricultural machinery) | 粮播面积高于门槛,0.306,,,***,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 7 TRM maiz (lnAre≥λ1),"分作物门槛模型;高门槛组SE原文印作(-0.084),疑为0.084,存疑不填"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,soyb,ln(soybean yield),ln(total power of agricultural machinery) | 粮播面积低于门槛,0.030,0.081,,,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 7 TRM soyb (lnAre<λ1),分作物门槛模型(控制变量同Model 12)
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,soyb,ln(soybean yield),ln(total power of agricultural machinery) | 粮播面积高于门槛,0.038,0.082,,,221,,门槛回归(FE-TRM),0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 7 TRM soyb (lnAre≥λ1),分作物门槛模型
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,rice,ln(rice yield),ln(total power of agricultural machinery) (直接效应),0.800,0.269,,***,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 rice 直接效应,分作物SDM分解
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,rice,ln(rice yield),ln(total power of agricultural machinery) (空间溢出),1.541,0.856,,*,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 rice 空间溢出,分作物SDM分解;空间溢出项
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,rice,ln(rice yield),ln(total power of agricultural machinery) (总效应),2.341,1.051,,**,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 rice 总效应,分作物SDM分解
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,whea,ln(wheat yield),ln(total power of agricultural machinery) (直接效应),0.058,0.135,,,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 whea 直接效应,分作物SDM分解
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,whea,ln(wheat yield),ln(total power of agricultural machinery) (空间溢出),0.568,0.683,,,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 whea 空间溢出,分作物SDM分解;空间溢出项
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,whea,ln(wheat yield),ln(total power of agricultural machinery) (总效应),0.627,0.692,,,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 whea 总效应,分作物SDM分解
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,maiz,ln(corn yield),ln(total power of agricultural machinery) (直接效应),-0.606,0.418,,,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 maiz 直接效应,分作物SDM分解
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,maiz,ln(corn yield),ln(total power of agricultural machinery) (空间溢出),5.772,1.120,,***,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 maiz 空间溢出,分作物SDM分解;空间溢出项
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,maiz,ln(corn yield),ln(total power of agricultural machinery) (总效应),5.166,1.151,,***,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 maiz 总效应,分作物SDM分解
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,soyb,ln(soybean yield),ln(total power of agricultural machinery) (直接效应),-0.661,0.572,,,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 soyb 直接效应,分作物SDM分解
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,soyb,ln(soybean yield),ln(total power of agricultural machinery) (空间溢出),2.080,0.810,,***,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 soyb 空间溢出,分作物SDM分解;空间溢出项
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,soyb,ln(soybean yield),ln(total power of agricultural machinery) (总效应),1.420,0.557,,**,221,,SDM,0,0,Jiangsu 13 prefecture cities,2000-2016,subgroup,,,,Table 8 soyb 总效应,分作物SDM分解
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积低于分区门槛,-0.130,0.058,,**,,,门槛回归(FE-TRM),0,0,Jiangsu Sunan(苏南),2000-2016,subgroup,,,,Table 9 Sunan(苏南) 门槛下,"分区域门槛模型,分区门槛检验均不显著(无非线性)"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积高于分区门槛,-0.132,0.058,,**,,,门槛回归(FE-TRM),0,0,Jiangsu Sunan(苏南),2000-2016,subgroup,,,,Table 9 Sunan(苏南) 门槛上,"分区域门槛模型,分区门槛检验均不显著(无非线性)"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (直接效应),-0.087,0.094,,,,,SDM,0,0,Jiangsu Sunan(苏南),2000-2016,subgroup,,,,Table 9 Sunan(苏南) 直接效应,分区域SDM分解;分区子样本N原文未单独报告
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (空间溢出),-0.085,0.110,,,,,SDM,0,0,Jiangsu Sunan(苏南),2000-2016,subgroup,,,,Table 9 Sunan(苏南) 空间溢出,分区域SDM分解;空间溢出项;分区子样本N原文未单独报告
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (总效应),-0.172,0.074,,**,,,SDM,0,0,Jiangsu Sunan(苏南),2000-2016,subgroup,,,,Table 9 Sunan(苏南) 总效应,分区域SDM分解;分区子样本N原文未单独报告
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积低于分区门槛,0.341,0.149,,**,,,门槛回归(FE-TRM),0,0,Jiangsu Suzhong(苏中),2000-2016,subgroup,,,,Table 9 Suzhong(苏中) 门槛下,"分区域门槛模型,分区门槛检验均不显著(无非线性)"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积高于分区门槛,0.342,0.149,,**,,,门槛回归(FE-TRM),0,0,Jiangsu Suzhong(苏中),2000-2016,subgroup,,,,Table 9 Suzhong(苏中) 门槛上,"分区域门槛模型,分区门槛检验均不显著(无非线性)"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (直接效应),0.156,0.077,,**,,,SDM,0,0,Jiangsu Suzhong(苏中),2000-2016,subgroup,,,,Table 9 Suzhong(苏中) 直接效应,分区域SDM分解;分区子样本N原文未单独报告
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (空间溢出),-0.161,0.113,,,,,SDM,0,0,Jiangsu Suzhong(苏中),2000-2016,subgroup,,,,Table 9 Suzhong(苏中) 空间溢出,分区域SDM分解;空间溢出项;分区子样本N原文未单独报告
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (总效应),-0.005,0.147,,,,,SDM,0,0,Jiangsu Suzhong(苏中),2000-2016,subgroup,,,,Table 9 Suzhong(苏中) 总效应,分区域SDM分解;分区子样本N原文未单独报告
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积低于分区门槛,0.080,0.071,,,,,门槛回归(FE-TRM),0,0,Jiangsu Subei(苏北),2000-2016,subgroup,,,,Table 9 Subei(苏北) 门槛下,"分区域门槛模型,分区门槛检验均不显著(无非线性)"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) | 粮播面积高于分区门槛,0.079,0.070,,,,,门槛回归(FE-TRM),0,0,Jiangsu Subei(苏北),2000-2016,subgroup,,,,Table 9 Subei(苏北) 门槛上,"分区域门槛模型,分区门槛检验均不显著(无非线性)"
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (直接效应),0.005,0.060,,,,,SDM,0,0,Jiangsu Subei(苏北),2000-2016,subgroup,,,,Table 9 Subei(苏北) 直接效应,分区域SDM分解;分区子样本N原文未单独报告
216-Threshold_effect_or_spatial_spillover_The_impact_of_agricultural_mechanizati,Wu et al. 2021,en,Yield,MCI,cgrn,"ln(total grain yield, tons)",ln(total power of agricultural machinery) (空间溢出),0.121,0.069,,***,,,SDM,0,0,Jiangsu Subei(苏北),2000-2016,subgroup,,,,Table 9 Subei(苏北) 空间溢出,分区域SDM分解;空间溢出项;分区子样本N原文未单独报告
