Category,Province,year_month,food_group10,internal_log_price_cf,n_internal_obs,n_internal_households,internal_log_price_sd,fold,price_quality_tier
其他肉类,四川省,2022-12,G06_禽类及其他肉类,3.1341667109153,11,9,0.698373613566672,1,B
其他肉类,北京市,2020-02,G06_禽类及其他肉类,4.26614260413812,4,4,0.549701590249452,1,B
其他肉类,北京市,2020-12,G06_禽类及其他肉类,3.55381592662437,7,6,0.536498123739576,1,B
其他肉类,广东省,2022-07,G06_禽类及其他肉类,3.76424421955734,42,34,0.672098965119718,1,B
其他肉类,广东省,2022-11,G06_禽类及其他肉类,3.6409977649053,70,59,0.693971619818368,1,B
其他肉类,广东省,2022-12,G06_禽类及其他肉类,3.59255011870086,67,58,0.608557064571617,1,B
其他肉类,广东省,2022-10,G06_禽类及其他肉类,3.41960451007722,53,42,0.680597284698073,1,B
其他肉类,江西省,2022-10,G06_禽类及其他肉类,3.87830397890237,11,10,0.788622522391622,1,B
其他肉类,江西省,2022-12,G06_禽类及其他肉类,3.21124870760287,11,10,0.629656837942691,1,B
其他肉类,江苏省,2022-12,G06_禽类及其他肉类,3.60440363998389,38,30,0.608249274357643,1,B
其他肉类,北京市,2022-04,G06_禽类及其他肉类,3.79382473651682,15,13,0.691570018970228,1,B
其他肉类,北京市,2022-12,G06_禽类及其他肉类,3.62225623453449,16,14,0.715431528738927,1,B
其他肉类,北京市,2022-08,G06_禽类及其他肉类,3.9718279360619,12,12,0.746118976268745,1,B
其他肉类,北京市,2021-05,G06_禽类及其他肉类,4.15097079445116,6,6,0.513762698276446,1,B
其他肉类,北京市,2020-08,G06_禽类及其他肉类,3.33475638208179,4,3,0.88764965864837,1,B
其他肉类,北京市,2022-03,G06_禽类及其他肉类,3.66475925002416,13,11,0.614228579947355,1,B
其他肉类,北京市,2022-09,G06_禽类及其他肉类,2.92671431581419,15,13,0.78162306535177,1,B
其他肉类,北京市,2021-09,G06_禽类及其他肉类,3.53421748161317,7,6,0.331499635670057,1,B
其他肉类,北京市,2021-10,G06_禽类及其他肉类,3.64233770609821,6,6,0.278464672374058,1,B
其他肉类,北京市,2020-06,G06_禽类及其他肉类,3.801582552649,2,2,0.372017788038348,1,B
其他肉类,北京市,2020-09,G06_禽类及其他肉类,4.05486802152303,4,4,0.251104440600198,1,B
其他肉类,北京市,2021-04,G06_禽类及其他肉类,3.52946024193492,5,5,0.440720020952895,1,B
其他肉类,北京市,2021-07,G06_禽类及其他肉类,2.8084486092326,5,5,1.02601596181902,1,B
其他肉类,北京市,2020-07,G06_禽类及其他肉类,3.75665726149573,5,4,0.528353499224223,1,B
其他肉类,北京市,2021-03,G06_禽类及其他肉类,3.4222044594683,8,6,0.616688789565762,1,B
其他肉类,北京市,2020-01,G06_禽类及其他肉类,4.08515383681044,4,4,0.623303280490811,1,B
其他肉类,北京市,2021-06,G06_禽类及其他肉类,2.82846499240046,2,2,0.430313058875306,1,B
其他肉类,贵州省,2021-11,G06_禽类及其他肉类,3.22724330007518,4,3,0.854774560439333,1,B
其他肉类,贵州省,2022-05,G06_禽类及其他肉类,4.32329352402315,3,3,1.11145796717044,1,B
其他肉类,贵州省,2022-08,G06_禽类及其他肉类,2.96924856679013,5,3,0.915207629675661,1,B
其他肉类,贵州省,2022-11,G06_禽类及其他肉类,4.29142678342151,2,2,0.0319147576802627,1,B
其他肉类,贵州省,2022-01,G06_禽类及其他肉类,3.01153582648145,1,1,,1,B
其他肉类,贵州省,2020-11,G06_禽类及其他肉类,3.49950813332119,1,1,,1,B
其他肉类,贵州省,2020-12,G06_禽类及其他肉类,3.1898609395564,1,1,,1,B
其他肉类,贵州省,2022-07,G06_禽类及其他肉类,4.20749981393833,4,3,0.641718648837617,1,B
其他肉类,贵州省,2022-09,G06_禽类及其他肉类,3.57061520403254,1,1,,1,B
其他肉类,贵州省,2022-10,G06_禽类及其他肉类,3.55687530100916,3,3,0.405402548947415,1,B
其他肉类,贵州省,2022-06,G06_禽类及其他肉类,3.91397177132655,1,1,,1,B
其他肉类,贵州省,2022-12,G06_禽类及其他肉类,3.44877863683203,2,1,1.08846951210398,1,B
其他肉类,广西壮族自治区,2022-12,G06_禽类及其他肉类,3.19172923011041,11,11,0.628644261489402,1,B
其他肉类,广西壮族自治区,2021-10,G06_禽类及其他肉类,3.28209871000203,4,3,0.450926417148296,1,B
其他肉类,广西壮族自治区,2022-05,G06_禽类及其他肉类,3.36354272470573,6,5,0.666413471430004,1,B
其他肉类,广西壮族自治区,2022-09,G06_禽类及其他肉类,2.92890368299344,2,2,0.271679278103232,1,B
其他肉类,广西壮族自治区,2022-01,G06_禽类及其他肉类,3.70529010735914,3,2,0.210948008463548,1,B
其他肉类,广西壮族自治区,2020-12,G06_禽类及其他肉类,3.86263396104967,2,2,0.629411876680358,1,B
其他肉类,广西壮族自治区,2021-02,G06_禽类及其他肉类,3.46079555927005,2,2,0.377264439237216,1,B
其他肉类,广西壮族自治区,2021-09,G06_禽类及其他肉类,3.38586347266862,1,1,,1,B
其他肉类,广西壮族自治区,2022-02,G06_禽类及其他肉类,2.90007006221081,5,5,0.332748881304078,1,B
其他肉类,广西壮族自治区,2021-12,G06_禽类及其他肉类,3.11961345093938,2,2,0.518213879854453,1,B
其他肉类,广西壮族自治区,2022-10,G06_禽类及其他肉类,2.90752506174414,9,5,0.441020474741874,1,B
其他肉类,广西壮族自治区,2022-04,G06_禽类及其他肉类,3.19904482395648,4,4,0.909223594100354,1,B
其他肉类,广西壮族自治区,2022-07,G06_禽类及其他肉类,3.05020976691362,7,6,0.358235353458484,1,B
其他肉类,广西壮族自治区,2020-02,G06_禽类及其他肉类,3.34509619178845,1,1,,1,B
其他肉类,广西壮族自治区,2022-06,G06_禽类及其他肉类,3.42676863149705,6,4,0.527293394739096,1,B
其他肉类,广西壮族自治区,2022-11,G06_禽类及其他肉类,3.54021529106389,10,9,0.696583259732261,1,B
其他肉类,广西壮族自治区,2022-08,G06_禽类及其他肉类,3.71649810738194,2,2,0.0214994364826187,1,B
其他肉类,广西壮族自治区,2020-03,G06_禽类及其他肉类,3.58969947605225,1,1,,1,B
其他肉类,广西壮族自治区,2020-06,G06_禽类及其他肉类,4.08824687959753,1,1,,1,B
其他肉类,云南省,2022-06,G06_禽类及其他肉类,3.4549790492512,5,5,0.799739534427534,1,B
其他肉类,云南省,2022-09,G06_禽类及其他肉类,3.49262867017244,5,5,0.28022797689998,1,B
其他肉类,云南省,2022-10,G06_禽类及其他肉类,3.22360077761635,6,6,0.586362604120418,1,B
其他肉类,云南省,2022-03,G06_禽类及其他肉类,3.37401037174329,6,5,0.386750175354227,1,B
其他肉类,云南省,2022-05,G06_禽类及其他肉类,3.38956556499071,4,4,0.752615992103098,1,B
其他肉类,云南省,2020-09,G06_禽类及其他肉类,3.57355674760106,3,3,0.708872929254218,1,B
其他肉类,安徽省,2021-07,G06_禽类及其他肉类,3.80481232754976,7,6,0.323060489335795,1,B
其他肉类,安徽省,2020-12,G06_禽类及其他肉类,3.48302870037593,8,7,0.545072168451917,1,B
其他肉类,安徽省,2021-11,G06_禽类及其他肉类,3.46899104092016,7,5,0.402183182961272,1,B
其他肉类,安徽省,2022-08,G06_禽类及其他肉类,2.87594281346875,9,7,0.924968485548909,1,B
其他肉类,安徽省,2020-09,G06_禽类及其他肉类,4.03965384768078,5,4,0.929030885979007,1,B
其他肉类,安徽省,2020-03,G06_禽类及其他肉类,4.51544421140144,4,3,0.809676332723286,1,B
其他肉类,安徽省,2021-01,G06_禽类及其他肉类,3.67958648149027,4,4,0.290572715490047,1,B
其他肉类,安徽省,2022-04,G06_禽类及其他肉类,3.48867253325379,5,5,0.587921574253816,1,B
其他肉类,安徽省,2020-08,G06_禽类及其他肉类,3.40558875192394,1,1,,1,B
其他肉类,安徽省,2022-01,G06_禽类及其他肉类,3.30772312313087,7,7,0.56830024090053,1,B
其他肉类,安徽省,2022-03,G06_禽类及其他肉类,3.14208670005273,7,7,0.868087130804005,1,B
其他肉类,安徽省,2021-08,G06_禽类及其他肉类,3.63762660485659,4,4,0.710911866767422,1,B
其他肉类,安徽省,2022-11,G06_禽类及其他肉类,3.13256984018153,10,9,0.622665809757557,1,B
其他肉类,安徽省,2020-06,G06_禽类及其他肉类,3.80395709318084,4,4,0.60783694974419,1,B
其他肉类,安徽省,2022-10,G06_禽类及其他肉类,3.51104551937334,12,11,0.489998685122181,1,B
其他肉类,安徽省,2022-12,G06_禽类及其他肉类,3.43011887810835,19,17,0.501142905212251,1,B
其他肉类,安徽省,2020-11,G06_禽类及其他肉类,3.53591978003443,6,6,0.544723493012789,1,B
其他肉类,安徽省,2021-03,G06_禽类及其他肉类,3.45873792501438,7,5,0.605204481142501,1,B
其他肉类,安徽省,2021-04,G06_禽类及其他肉类,3.5539275545193,3,2,0.325583908912998,1,B
其他肉类,安徽省,2021-10,G06_禽类及其他肉类,3.03533623446965,5,3,0.408998785830881,1,B
其他肉类,安徽省,2022-02,G06_禽类及其他肉类,3.18503179778703,6,6,0.720842021992482,1,B
其他肉类,安徽省,2022-06,G06_禽类及其他肉类,3.36759852112702,3,3,0.839170638016842,1,B
其他肉类,安徽省,2020-01,G06_禽类及其他肉类,4.46966708751485,1,1,,1,B
其他肉类,安徽省,2021-02,G06_禽类及其他肉类,2.88095968782238,1,1,,1,B
其他肉类,安徽省,2021-05,G06_禽类及其他肉类,4.43818886721756,3,3,0.247744922902829,1,B
其他肉类,安徽省,2020-02,G06_禽类及其他肉类,3.85569512316457,5,4,0.395999960343968,1,B
其他肉类,安徽省,2022-05,G06_禽类及其他肉类,3.54821395961894,4,3,0.598009843496919,1,B
其他肉类,安徽省,2020-05,G06_禽类及其他肉类,4.02589500336008,2,2,0.60291735924246,1,B
其他肉类,安徽省,2022-07,G06_禽类及其他肉类,4.24236002240484,4,4,0.408947408489767,1,B
其他肉类,安徽省,2021-09,G06_禽类及其他肉类,3.65290537726487,9,9,0.516596768720804,1,B
其他肉类,河南省,2021-02,G06_禽类及其他肉类,3.72108929653919,9,9,0.432941243394327,1,B
其他肉类,河南省,2020-05,G06_禽类及其他肉类,3.87165934843995,4,4,0.556288886210296,1,B
其他肉类,河南省,2021-03,G06_禽类及其他肉类,3.55656325666561,5,5,0.559725375774754,1,B
其他肉类,河南省,2022-03,G06_禽类及其他肉类,3.86602075256558,10,10,0.576012493510203,1,B
其他肉类,河南省,2021-09,G06_禽类及其他肉类,3.64063991865433,17,15,0.584396552060819,1,B
其他肉类,河南省,2022-01,G06_禽类及其他肉类,3.48159064308936,17,15,0.537809466489404,1,B
其他肉类,河南省,2022-05,G06_禽类及其他肉类,3.42020475149414,12,11,0.647788495476284,1,B
其他肉类,河南省,2022-06,G06_禽类及其他肉类,3.72769131688916,16,13,0.430785992987103,1,B
其他肉类,河南省,2021-01,G06_禽类及其他肉类,3.72415329907511,7,6,0.348310751683882,1,B
其他肉类,河南省,2022-02,G06_禽类及其他肉类,3.47407462414351,11,9,0.587264279918323,1,B
其他肉类,河南省,2020-12,G06_禽类及其他肉类,3.43864429411271,9,7,0.329991131715812,1,B
其他肉类,河南省,2021-08,G06_禽类及其他肉类,3.53090384890152,12,12,0.45020514854579,1,B
其他肉类,河南省,2021-07,G06_禽类及其他肉类,3.39969012231771,9,9,0.478690909136549,1,B
其他肉类,河南省,2021-10,G06_禽类及其他肉类,3.30956725183757,11,11,0.763843975554051,1,B
其他肉类,河南省,2021-12,G06_禽类及其他肉类,3.36473506747612,12,11,0.47682285651452,1,B
其他肉类,河南省,2020-10,G06_禽类及其他肉类,3.8827989272036,10,9,0.758891893133358,1,B
其他肉类,河南省,2021-11,G06_禽类及其他肉类,3.70028490975695,9,9,0.316024421259083,1,B
其他肉类,河南省,2022-04,G06_禽类及其他肉类,3.31540734670047,7,7,0.435223918737401,1,B
其他肉类,河南省,2020-11,G06_禽类及其他肉类,3.62380074905927,7,7,0.558299401780494,1,B
其他肉类,河南省,2021-05,G06_禽类及其他肉类,3.63525577988321,7,7,0.309099557694113,1,B
其他肉类,河南省,2021-04,G06_禽类及其他肉类,3.81346821198166,7,6,0.507441341407721,1,B
其他肉类,河南省,2020-01,G06_禽类及其他肉类,3.8848987272783,2,2,0.45050803626501,1,B
其他肉类,河南省,2020-06,G06_禽类及其他肉类,3.8492027683102,4,4,0.49349193331114,1,B
其他肉类,河南省,2020-08,G06_禽类及其他肉类,3.37533123962538,5,4,0.258280480226241,1,B
其他肉类,河南省,2020-07,G06_禽类及其他肉类,3.52255023839879,3,3,0.398676675202255,1,B
其他肉类,江苏省,2020-07,G06_禽类及其他肉类,3.85048692856335,10,9,0.452306472287568,1,B
其他肉类,江苏省,2022-03,G06_禽类及其他肉类,3.24674877620285,11,11,0.592542065204835,1,B
其他肉类,江苏省,2022-04,G06_禽类及其他肉类,3.67128093492524,11,9,0.644418300420871,1,B
其他肉类,江苏省,2022-11,G06_禽类及其他肉类,3.59337745414976,14,12,0.800364886328877,1,B
其他肉类,江苏省,2020-02,G06_禽类及其他肉类,4.63222680378802,7,6,0.217628862630015,1,B
其他肉类,江苏省,2021-11,G06_禽类及其他肉类,3.47630826057773,13,13,0.807415898517454,1,B
其他肉类,吉林省,2020-11,G06_禽类及其他肉类,2.85923181918194,1,1,,1,B
其他肉类,吉林省,2022-09,G06_禽类及其他肉类,3.16711540601972,8,7,0.627308848825174,1,B
其他肉类,吉林省,2020-01,G06_禽类及其他肉类,3.64278240918537,2,2,0.243952001605586,1,B
其他肉类,吉林省,2020-02,G06_禽类及其他肉类,3.345019238532,3,2,0.241879741779888,1,B
其他肉类,吉林省,2020-05,G06_禽类及其他肉类,3.59212953681805,5,4,0.314777891159919,1,B
其他肉类,吉林省,2020-08,G06_禽类及其他肉类,3.83440977677238,6,6,0.613077113055051,1,B
其他肉类,吉林省,2022-04,G06_禽类及其他肉类,4.19719235999896,2,2,0.671918359816654,1,B
其他肉类,吉林省,2020-12,G06_禽类及其他肉类,3.70650549127777,5,5,0.677582163465464,1,B
其他肉类,吉林省,2021-04,G06_禽类及其他肉类,3.81496218184831,5,4,0.372441338952466,1,B
其他肉类,吉林省,2021-09,G06_禽类及其他肉类,3.59343055177974,5,5,0.179696599732109,1,B
其他肉类,吉林省,2021-05,G06_禽类及其他肉类,3.53193464988263,6,5,0.409871195678593,1,B
其他肉类,吉林省,2021-12,G06_禽类及其他肉类,3.51947428180566,4,3,0.207717899704489,1,B
其他肉类,吉林省,2022-07,G06_禽类及其他肉类,3.04283419542662,4,3,0.194375843563554,1,B
其他肉类,吉林省,2022-05,G06_禽类及其他肉类,3.45277358171184,3,3,0.498604262343803,1,B
其他肉类,吉林省,2021-10,G06_禽类及其他肉类,3.70087107943103,4,4,0.463050710395786,1,B
其他肉类,吉林省,2022-01,G06_禽类及其他肉类,3.49100021730049,6,5,0.529458804010444,1,B
其他肉类,江苏省,2021-10,G06_禽类及其他肉类,3.60441091305987,19,18,0.544525409489137,1,B
其他肉类,江苏省,2022-02,G06_禽类及其他肉类,3.42662161116689,18,16,0.678084933893087,1,B
其他肉类,江苏省,2021-03,G06_禽类及其他肉类,3.80481232754976,11,9,0.480746709401865,1,B
其他肉类,江苏省,2021-08,G06_禽类及其他肉类,3.55058452062702,15,15,0.629796098967074,1,B
其他肉类,江苏省,2022-07,G06_禽类及其他肉类,4.04057557641214,15,13,0.685421007498552,1,B
其他肉类,江苏省,2022-08,G06_禽类及其他肉类,4.01593200309053,25,19,0.643170948479584,1,B
其他肉类,江苏省,2022-10,G06_禽类及其他肉类,4.28879743398702,27,22,0.796998632714585,1,B
其他肉类,江苏省,2021-02,G06_禽类及其他肉类,3.34825392474295,16,14,0.519507830745605,1,B
其他肉类,江苏省,2020-03,G06_禽类及其他肉类,3.86337349628085,7,7,0.715243797825394,1,B
其他肉类,江苏省,2022-05,G06_禽类及其他肉类,3.38995121098843,13,12,0.866160236648053,1,B
其他肉类,江苏省,2022-01,G06_禽类及其他肉类,3.60534193600541,11,11,0.413937031081133,1,B
其他肉类,江苏省,2022-09,G06_禽类及其他肉类,3.61160666610598,23,20,0.754136751043377,1,B
其他肉类,江苏省,2020-01,G06_禽类及其他肉类,4.38798842147714,4,4,0.712705114982624,1,B
其他肉类,江苏省,2020-04,G06_禽类及其他肉类,4.27255961128383,7,7,0.515094434006578,1,B
其他肉类,江苏省,2020-05,G06_禽类及其他肉类,4.02909643127117,12,11,0.543364397414041,1,B
其他肉类,江苏省,2021-06,G06_禽类及其他肉类,4.10360025254998,9,8,0.919139309495959,1,B
其他肉类,江西省,2021-06,G06_禽类及其他肉类,2.97331280228214,3,2,0.409386123148572,1,B
其他肉类,江西省,2020-10,G06_禽类及其他肉类,4.26171028944169,3,3,0.895982150703138,1,B
其他肉类,江西省,2022-01,G06_禽类及其他肉类,3.78860794292519,7,6,0.710191830401935,1,B
其他肉类,江西省,2021-11,G06_禽类及其他肉类,3.25183827475675,8,5,0.74702821578811,1,B
其他肉类,江西省,2021-09,G06_禽类及其他肉类,3.12299389324007,6,4,0.333061432219619,1,B
其他肉类,江西省,2021-10,G06_禽类及其他肉类,3.42726020025951,6,5,0.583056989322908,1,B
其他肉类,江西省,2022-03,G06_禽类及其他肉类,2.96201324702821,3,3,0.800666479392756,1,B
其他肉类,江西省,2022-04,G06_禽类及其他肉类,3.17477071137088,4,4,0.94260472317039,1,B
其他肉类,江西省,2022-06,G06_禽类及其他肉类,2.93426793724139,3,2,0.130330000993822,1,B
其他肉类,江西省,2022-07,G06_禽类及其他肉类,3.05617644964188,7,5,0.785723175309705,1,B
其他肉类,浙江省,2022-01,G06_禽类及其他肉类,3.58923329202873,17,14,0.555172832874911,1,B
其他肉类,浙江省,2022-12,G06_禽类及其他肉类,3.97922180047276,24,22,0.696389586361956,1,B
其他肉类,浙江省,2021-07,G06_禽类及其他肉类,3.7592152850963,8,5,0.436687112772226,1,B
其他肉类,浙江省,2021-11,G06_禽类及其他肉类,3.65290537726487,9,8,0.433619549832022,1,B
其他肉类,浙江省,2021-12,G06_禽类及其他肉类,3.86903825174556,19,15,0.5272703493371,1,B
其他肉类,浙江省,2022-10,G06_禽类及其他肉类,3.68206879155214,21,20,0.715251229138532,1,B
其他肉类,浙江省,2021-10,G06_禽类及其他肉类,4.01099946510251,10,10,0.501853413191471,1,B
其他肉类,河南省,2020-02,G06_禽类及其他肉类,3.78411222057169,4,4,0.545146476054336,1,B
其他肉类,河南省,2021-06,G06_禽类及其他肉类,4.04723903981471,1,1,,1,B
其他肉类,浙江省,2021-09,G06_禽类及其他肉类,4.4198036089415,8,6,0.911451500168643,1,B
其他肉类,浙江省,2020-10,G06_禽类及其他肉类,4.47357539266619,10,10,0.400991810421712,1,B
其他肉类,浙江省,2021-04,G06_禽类及其他肉类,3.68756160946859,8,8,0.550414477984783,1,B
其他肉类,浙江省,2020-12,G06_禽类及其他肉类,3.92839817865563,15,12,0.51634426509316,1,B
其他肉类,浙江省,2021-01,G06_禽类及其他肉类,3.71879438150541,8,8,0.768268356750209,1,B
其他肉类,浙江省,2022-08,G06_禽类及其他肉类,3.20809875324286,12,11,0.854725699812009,1,B
其他肉类,湖北省,2020-03,G06_禽类及其他肉类,4.26568984304235,4,4,0.308885682842263,1,B
其他肉类,湖北省,2020-06,G06_禽类及其他肉类,4.50197228891747,2,2,0.25410343954826,1,B
其他肉类,湖北省,2021-01,G06_禽类及其他肉类,3.29150088372345,9,9,0.51976829387615,1,B
其他肉类,湖北省,2021-02,G06_禽类及其他肉类,4.18731002363468,3,3,0.116660863177967,1,B
其他肉类,湖北省,2021-08,G06_禽类及其他肉类,3.77707110583351,5,5,0.768913789909118,1,B
其他肉类,湖北省,2021-10,G06_禽类及其他肉类,3.65117647234921,11,9,0.45722188939731,1,B
其他肉类,湖北省,2022-01,G06_禽类及其他肉类,3.60481277295653,13,9,0.741855513042624,1,B
其他肉类,湖北省,2020-10,G06_禽类及其他肉类,3.6789444605184,9,7,0.578572535295554,1,B
其他肉类,湖北省,2022-10,G06_禽类及其他肉类,3.66454444393855,18,14,0.475352243982053,1,B
其他肉类,湖北省,2021-12,G06_禽类及其他肉类,3.71178179872887,7,7,0.64497550494926,1,B
其他肉类,湖北省,2022-05,G06_禽类及其他肉类,3.72787286571376,5,3,0.598205231432057,1,B
其他肉类,湖北省,2022-09,G06_禽类及其他肉类,3.60481277295653,18,12,0.500676229330977,1,B
其他肉类,河北省,2022-06,G06_禽类及其他肉类,2.92488251865168,9,9,0.867387471381247,1,B
其他肉类,河北省,2022-10,G06_禽类及其他肉类,3.59640932107578,5,5,0.107297935969606,1,B
其他肉类,河北省,2021-10,G06_禽类及其他肉类,3.15251027777909,5,4,0.429352450696784,1,B
其他肉类,河北省,2022-02,G06_禽类及其他肉类,3.67534063200079,8,8,0.579835120024953,1,B
其他肉类,河北省,2021-08,G06_禽类及其他肉类,2.90824979147132,6,6,0.531544614385486,1,B
其他肉类,河北省,2021-09,G06_禽类及其他肉类,2.99875079417166,9,9,0.829546084331195,1,B
其他肉类,河北省,2022-01,G06_禽类及其他肉类,3.58875993125425,7,7,0.696408494596597,1,B
其他肉类,河北省,2022-03,G06_禽类及其他肉类,3.89151110759762,9,8,0.455620283791227,1,B
其他肉类,河北省,2022-05,G06_禽类及其他肉类,3.54894062026039,7,6,0.391880838563606,1,B
其他肉类,河北省,2021-11,G06_禽类及其他肉类,3.45356688913618,6,5,0.598654956942925,1,B
其他肉类,河北省,2020-02,G06_禽类及其他肉类,3.85631664114423,3,3,0.436946787532825,1,B
其他肉类,河北省,2020-09,G06_禽类及其他肉类,4.31046489860017,3,2,0.350111579295178,1,B
其他肉类,河北省,2020-08,G06_禽类及其他肉类,3.56057304465622,2,2,0.220353286275908,1,B
其他肉类,河北省,2020-03,G06_禽类及其他肉类,3.58875993125425,3,3,0.333340252198841,1,B
