crop,province,region,year,C_var,q_output,S_labor,S_mach,S_fert,S_seed,S_other,w_labor,w_labor_hired,w_mach,w_fert,w_seed,w_other,w_seed_src,labor_days,fert_kg,cost_labor,cost_mach,cost_fert,cost_seed,cost_other,cost_land,land_rent
wheat,云南,xinan,2017,845.067,235.57,0.737689437642223,0.108476605996921,0.0686217779182006,0.0423398381430112,0.0428723402996449,91.323,91.323,110,5.0294882914137,3.12216404886562,35.815730731853,obs,7.48,11.53,623.397,91.67,57.99,35.78,36.23,149.73,1.69
wheat,云南,xinan,2018,891.92885,215.25,0.743925762688358,0.0943685138113875,0.0769231761031163,0.0439721172826734,0.0408104301144649,88.9,88.9,110,5.26150306748466,3.17570850202429,35.8032266418095,obs,7.81,13.04,663.52885,84.17,68.61,39.22,36.4,151.56,2.22
wheat,内蒙古,dongbei,2004,386.87,340,0.336185281877633,0.206994597668467,0.24447488820534,0.157468917207331,0.0548763150412283,25.3,25.3,17.5277689934107,3.51206832528778,2.41842000793966,10.3230131412198,obs,9.07,26.93,130.06,80.08,94.58,60.92,21.23,52.52,1.29
wheat,内蒙古,dongbei,2005,468.51,361.1,0.279097564619752,0.205694648993618,0.315489530639688,0.12053104522849,0.0791872105184521,9.28,9.28,18.0336612688078,4.41223880597015,2.26241987179487,12.0036509232982,obs,9.27,33.5,130.76,96.37,147.81,56.47,37.1,63.39,1.2
wheat,内蒙古,dongbei,2006,506.85,367.6,0.294840682647726,0.234724277399625,0.268935582519483,0.132425766992207,0.0690736904409589,27.23,27.23,17.9167,4.40562378797673,2.74071049407922,13.835674660837,obs,8.14,30.94,149.44,118.97,136.31,67.12,35.01,62.76,1.22
wheat,内蒙古,dongbei,2007,500.84,352.3,0.321180416899609,0.257028192636371,0.256888427441898,0.121376088171871,0.0435268748502516,31.51,31.51,18.75,4.26450116009281,2.48629856850716,15.9059709504534,obs,7.91,30.17,160.86,128.73,128.66,60.79,21.8,91.08,2.13
wheat,内蒙古,dongbei,2008,587.99,358.4,0.299630946104526,0.245327301484719,0.300039116311502,0.119253728804912,0.0357489072943417,56.18,56.18,21.75,5.96214937478878,2.91923397169026,20.8438899137971,obs,7.26,29.59,176.18,144.25,176.42,70.12,21.02,120.42,0.65
wheat,内蒙古,dongbei,2009,561.45,370.07,0.33938908184166,0.264671831863924,0.247608869890462,0.136503695787693,0.0118265206162615,65.34,65.34,20,4.51217137293087,3.13327882256746,18.2757271779608,obs,6.64,30.81,190.55,148.6,139.02,76.64,6.64,171.57,0.63
wheat,内蒙古,dongbei,2010,629.23,329.24,0.38138677431146,0.239387823212498,0.203105382769417,0.161212911018229,0.0149071086883969,69.23,69.23,20,4.18330605564648,3.94554647996888,15.8315119000658,obs,6.7,30.55,239.98,150.63,127.8,101.44,9.38,200.11,4.33
wheat,内蒙古,dongbei,2011,754.2,371.26,0.428029700344736,0.249191195969239,0.196671970299655,0.112834791832405,0.0132723415539645,112.54,112.54,24.4948974278318,4.76945337620579,3.43422114608555,18.1300595439353,obs,6.77,31.1,322.82,187.94,148.33,85.1,10.01,223.17,4.78
wheat,内蒙古,dongbei,2012,823.46,356.76,0.419826099628397,0.231195200738348,0.212457192820538,0.124450489398392,0.0120710174143249,119.76,119.76,30,5.19447743467933,3.83900418032613,22.7797207998982,interp,5.35,33.68,345.71,190.38,174.95,102.48,9.94,222.91,4.62
wheat,内蒙古,dongbei,2013,897.84,363.9,0.453766818141317,0.212532299741602,0.203755680299385,0.118061124476521,0.0118840773411744,145.85,145.85,36.7423461417477,5.22835095741641,4.2914979757085,23.914290973876,obs,5.2,34.99,407.41,190.82,182.94,106,10.67,238.86,9.56
wheat,内蒙古,dongbei,2014,863.48,369.48,0.47600407652754,0.213137536480289,0.173843053689721,0.123037013017094,0.0139783202853569,152.15,152.15,45,4.24399208368674,4.32925835370823,23.9043688434423,obs,4.86,35.37,411.02,184.04,150.11,106.24,12.07,232.07,24.22
wheat,内蒙古,dongbei,2015,863.02,375.49,0.486153275706241,0.204050891056986,0.170355264072675,0.125709717040161,0.0137308521239369,150.83,150.83,45,4.15193448178481,4.40121703853955,23.9918585186053,obs,4.79,35.41,419.56,176.1,147.02,108.49,11.85,245.85,26.21
wheat,内蒙古,dongbei,2016,868.1682,377.63,0.48962654932535,0.211606460591392,0.158655891796083,0.124975782342638,0.015135315944537,148.859,148.859,45,3.68091929449492,4.45402298850575,24.0349591634632,obs,4.76,37.42,425.0782,183.71,137.74,108.5,13.14,268.41,17.73
wheat,内蒙古,dongbei,2017,843.8863,382.62,0.471362433541106,0.225480612731834,0.172831339956579,0.114174148816019,0.0161514649544613,145.171,145.171,45,3.96978769733261,3.95363151415675,23.8087159426359,obs,4.47,36.74,397.7763,190.28,145.85,96.35,13.63,271.85,33.25
wheat,内蒙古,dongbei,2018,871.38905,398.58,0.459093501347073,0.224113442784253,0.187838027113148,0.113749421111041,0.0152056076444844,155.138,155.138,36.25,4.36712913553895,4.10945273631841,24.4185364279892,obs,4.37,37.48,400.04905,195.29,163.68,99.12,13.25,316.38,40.72
wheat,内蒙古,dongbei,2019,824.27,392.36,0.393766605602533,0.250864401227753,0.211896587283293,0.119038664515268,0.0244337413711527,142,142,45,4.5225271879855,3.92637054821929,26.2379473583521,obs,3.55,38.62,324.57,206.78,174.66,98.12,20.14,317.05,22.63
wheat,内蒙古,dongbei,2020,781.75,396.65,0.377959705788296,0.263754397185801,0.209338023664855,0.126843620083147,0.0221042532779021,148.49,148.49,45,4.0179229069482,4.00161420500404,25.0650001510058,obs,3.14,40.73,295.47,206.19,163.65,99.16,17.28,307.74,20.14
wheat,内蒙古,dongbei,2021,790.02,405.93,0.318890660995924,0.271638692691324,0.251360725044936,0.134591529328371,0.0235183919394446,142.77,142.77,45,4.8363370677058,4.2875,24.3988979346266,obs,2.69,41.06,251.93,214.6,198.58,106.33,18.58,319.82,22
wheat,内蒙古,dongbei,2022,867.04,416.23,0.289963554161284,0.25062280863628,0.310204834840376,0.133477117549363,0.0157316848126961,159.46,159.46,46.7,6.43137254901961,4.68542510121458,24.9079258209728,obs,2.56,41.82,251.41,217.3,268.96,115.73,13.64,326.64,24.13
wheat,内蒙古,dongbei,2023,848.19,414.33,0.283073367995378,0.258456242115564,0.302974569377144,0.138990084768743,0.0165057357431708,159.7,159.7,47.75,6.0809275911027,4.74024929634097,22.7491126832999,obs,2.42,42.26,240.1,219.22,256.98,117.89,14,334.39,22.77
wheat,内蒙古,dongbei,2024,858.38,423.8,0.288916330762599,0.281984668794706,0.277173279899345,0.134299494396421,0.0176262261469279,172.22,172.22,47.75,5.76217001695326,4.62414761331729,22.2992651621678,obs,2.39,41.29,248,242.05,237.92,115.28,15.13,407,26.63
wheat,北京,huabei,2004,315.78,348.7,0.285926911140668,0.303692444106656,0.252675913610742,0.102698080942428,0.055006650199506,24.5,24.5,29.0892675709989,3.7725768321513,1.62801204819277,11.5844690749618,obs,5.4,21.15,90.29,95.9,79.79,32.43,17.37,51.77,5.48
wheat,北京,huabei,2005,370.51,335.7,0.260613748616771,0.287171736255432,0.286416021160023,0.126501309006505,0.0392971849612696,25.48,25.48,31.0457294360919,4.15505090054816,2.35527638190955,13.1872778755065,obs,5.18,25.54,96.56,106.4,106.12,46.87,14.56,60.23,3.68
wheat,北京,huabei,2006,377.8,332,0.25436739015352,0.316807834833245,0.26508734780307,0.111275807305453,0.0524616199047115,27.8,27.8,32.8125,4.20092281879195,2.13076533198175,14.783768011915,obs,4.77,23.84,96.1,119.69,100.15,42.04,19.82,70.8,4.97
wheat,北京,huabei,2007,406.09,349.9,0.247728336083134,0.346425669186633,0.249156590903494,0.119604028663597,0.0370853751631412,33.21,33.21,33.3333,4.28365791701948,2.27600749765698,17.7418412814031,obs,4.58,23.62,100.6,140.68,101.18,48.57,15.06,114.26,29.33
wheat,四川,xinan,2004,277.12,226.1,0.616339491916859,0.0858112009237875,0.141887990762125,0.0765372401847575,0.0794240762124711,16.71,16.71,29.8552483959165,3.1405750798722,1.9334548769371,4.14380647511855,obs,12.39,12.52,170.8,23.78,39.32,21.21,22.01,25.66,1.59
wheat,四川,xinan,2005,336.77,260.2,0.597856103572171,0.0982272767764349,0.159159069988419,0.0634260771446388,0.0813314725183359,19.06,19.06,31.4062848121428,3.77464788732394,1.89698046181172,7.46864706409736,obs,13.12,14.2,201.34,33.08,53.6,21.36,27.39,29.03,3.56
wheat,四川,xinan,2006,305.22,258.2,0.598224231701723,0.0844636655527161,0.157034270362362,0.0677871699102287,0.0924906624729703,20.5,20.5,33.3333,3.39447592067989,1.76535836177474,13.450554888892,obs,10.8,14.12,182.59,25.78,47.93,20.69,28.23,31.72,3.49
wheat,四川,xinan,2007,328.94,229.2,0.549765914756491,0.132121359518453,0.158113941752295,0.0690399464948015,0.0909588374779595,21.13,21.13,36.6667,3.78805535324108,2.36809176225235,24.1233477847684,obs,9.66,13.73,180.84,43.46,52.01,22.71,29.92,37.72,4.41
wheat,四川,xinan,2008,365.9,244.7,0.577753484558623,0.118556982782181,0.163213992894233,0.077589505329325,0.0628860344356382,31.8,31.8,39.58335,4.29640287769784,2.58796718322698,26.6059261033746,obs,9.74,13.9,211.4,43.38,59.72,28.39,23.01,43.24,5.17
wheat,四川,xinan,2009,439.44,229.25,0.59641816857819,0.143864918987803,0.138608228654651,0.053590933915893,0.0675177498634626,43.76,43.76,41.25,4.8728,2.13122171945701,29.676492779562,obs,10.51,12.5,262.09,63.22,60.91,23.55,29.67,50.68,6.3
wheat,四川,xinan,2010,507.02,223.02,0.642775432921778,0.128831209814209,0.123170683602225,0.0516350439824859,0.0535876296793026,55.28,55.28,42.5,4.68843843843844,2.49809160305344,32.3582033085169,obs,10.38,13.32,325.9,65.32,62.45,26.18,27.17,82.39,
wheat,四川,xinan,2011,595.43,249.11,0.665670187931411,0.121206523016979,0.111364895957543,0.0534403708244462,0.0483180222696203,50.22,50.22,53.3121702803403,4.96332335329341,2.95724907063197,33.3948265059366,obs,9.89,13.36,396.36,72.17,66.31,31.82,28.77,88.11,
wheat,四川,xinan,2012,757.46,256.51,0.70626831779896,0.100097694927785,0.106830723734587,0.0468407572677105,0.0399625062709582,52.57,52.57,80,6.0887885628292,2.99951278945963,33.7854814579897,interp,9.56,13.29,534.97,75.82,80.92,35.48,30.27,89.12,0.61
wheat,四川,xinan,2013,884.83,219.94,0.743148401387837,0.0904128476656533,0.0947865691714793,0.0381316185029893,0.033520563272041,72.02,72.02,80,6.39740655987796,3.04238052299369,35.1079300783611,obs,9.67,13.11,657.56,80,83.87,33.74,29.66,94.63,
wheat,四川,xinan,2014,900.84,247.48,0.740908485413614,0.0958993827982772,0.089261134052662,0.0400293059810843,0.0339016917543626,78.54,78.54,80,5.14788732394366,3.32350230414747,32.0008099168642,obs,8.97,15.62,667.44,86.39,80.41,36.06,30.54,97.35,0.53
wheat,四川,xinan,2015,930.3,252.33,0.741771471568311,0.0963452649682898,0.0864452327206278,0.0421906911748898,0.0332473395678813,82.32,82.32,82.5,6.08320726172466,3.56818181818182,29.1643257315117,obs,8.85,13.22,690.07,89.63,80.42,39.25,30.93,102.96,0.51
wheat,四川,xinan,2016,957.2134,235.01,0.751142221786699,0.0946810815644662,0.0833565430655275,0.0385807386315319,0.0322394149517756,56.7,56.7,90,5.8411420204978,3.34510869565217,26.5511223925407,obs,8.84,13.66,719.0034,90.63,79.79,36.93,30.86,104.8,0.38
wheat,四川,xinan,2017,929.3237,240.08,0.72650003437984,0.106249307964491,0.0865145266391033,0.0468297537230569,0.0339063772935093,63.1,63.1,90,6.14678899082569,3.9491833030853,26.4501305497105,obs,8.13,13.08,675.1537,98.74,80.4,43.52,31.51,105.73,0.4
wheat,四川,xinan,2018,934.01826,254.48,0.722553604037677,0.102021560049586,0.0962936206407785,0.0430719630684736,0.0360592522034848,89.545,89.545,90,6.53159041394336,3.576,28.4590311562893,obs,7.94,13.77,674.87826,95.29,89.94,40.23,33.68,118.71,12.66
wheat,四川,xinan,2019,917.37,290.95,0.694419917808518,0.112615411447944,0.104298156687051,0.0489878674907616,0.0396786465657259,91.32,91.32,90,6.80512091038407,3.91463414634146,29.1322817748433,obs,7.36,14.06,637.04,103.31,95.68,44.94,36.4,131.6,24.61
wheat,四川,xinan,2020,924.82,290.1,0.692199563158236,0.118228412015311,0.102744317813196,0.0472848770571571,0.0395428299560996,93.13,93.13,90,6.56668970283345,3.65329991645781,33.4125227479069,obs,7.12,14.47,640.16,109.34,95.02,43.73,36.57,131.41,22.44
wheat,四川,xinan,2021,954.82,293.14,0.678892356674557,0.122703755681699,0.110450137198634,0.0479252634004315,0.0400284870446786,93.92,93.92,90,6.75160051216389,3.75389663658737,33.3859401452878,obs,7.03,15.62,648.22,117.16,105.46,45.76,38.22,131.99,22.53
wheat,四川,xinan,2022,1007.49,299.35,0.653793089757715,0.125758072040417,0.126661306811978,0.052665535141788,0.0411219962481017,102.04,102.04,130,8.04602774274905,4.28248587570621,33.4326686383313,obs,6.9,15.86,658.69,126.7,127.61,53.06,41.43,129.43,22.21
wheat,四川,xinan,2023,976.95,292.33,0.638098162649061,0.125482368596141,0.134571881877271,0.0573110189876657,0.0445365678898613,106.81,106.81,130,8.29987373737374,4.38449490994518,33.4326686383313,obs,6.42,15.84,623.39,122.59,131.47,55.99,43.51,141.77,37.18
wheat,四川,xinan,2024,979.16,298.28,0.637709873769353,0.129263858817762,0.13012173699906,0.0570284733853507,0.0458760570284734,113.02,113.02,130,8.26264591439689,4.4672,32.7207624851511,obs,6.23,15.42,624.42,126.57,127.41,55.84,44.92,150.9,45.79
wheat,天津,huabei,2004,294.2,380,0.171753908905506,0.307681849082257,0.352073419442556,0.111080897348742,0.0574099252209382,26.67,26.67,29.0892675709989,3.68874643874644,1.63891675025075,11.5844690749618,obs,3.66,28.08,50.53,90.52,103.58,32.68,16.89,69.82,11.56
wheat,天津,huabei,2005,319.24,361.6,0.174445558200727,0.35465480516226,0.30948502693898,0.113456960280667,0.0479576494173663,25.25,25.25,31.0457294360919,4.21861656703672,1.75569558894813,13.1872778755065,obs,3.64,23.42,55.69,113.22,98.8,36.22,15.31,93.32,18.45
wheat,天津,huabei,2006,319.17,357.3,0.180562082902528,0.357865714196196,0.320738164614469,0.0916752827646709,0.0491587555221355,29.5,29.5,32.8125,4.12948769665188,1.52316501821968,14.783768011915,obs,3.41,24.79,57.63,114.22,102.37,29.26,15.69,93.68,18.46
wheat,天津,huabei,2007,343.47,387,0.173144670568026,0.385623198532623,0.278102891082191,0.115585058374822,0.0475441814423385,37.5,37.5,33.3333,4.04403048264183,1.81527206218564,17.7418412814031,obs,3.18,23.62,59.47,132.45,95.52,39.7,16.33,104.87,20.78
wheat,宁夏,xibei,2004,353.07,268.8,0.389979324213329,0.165434616365027,0.238309683632141,0.12286515421871,0.0834112215707933,25.76,25.76,16.802447423035,3.3375644585482,2.0204937121565,21.9809370841868,obs,9.83,25.21,137.69,58.41,84.14,43.38,29.45,25.23,0.33
wheat,宁夏,xibei,2005,416.96,253.3,0.356029355333845,0.173349961627015,0.253357636224098,0.131715272448196,0.0855477743668457,22.05,22.05,18.8775121805871,3.95952023988006,2.62649450023912,20.7077059833929,obs,9.61,26.68,148.45,72.28,105.64,54.92,35.67,14.51,
wheat,宁夏,xibei,2006,452.22,291.7,0.352394852063155,0.166401309097342,0.243531909247711,0.14313829551988,0.0945336340719119,35.56,35.56,22.75,3.83995815899582,2.79369874838153,19.348525422465,obs,9.33,28.68,159.36,75.25,110.13,64.73,42.75,23.35,
wheat,宁夏,xibei,2007,462.94,248.4,0.379746835443038,0.191385492720439,0.228884952693654,0.132932993476476,0.0670497256663931,51,51,23,3.98345864661654,2.74364690147124,18.1180297618942,obs,8.9,26.6,175.8,88.6,105.96,61.54,31.04,30.21,
wheat,宁夏,xibei,2008,529.7,302,0.357485369076836,0.204398716254484,0.234453464225033,0.129318482159713,0.0743439682839343,32.96,32.96,24.3636,5.6093044263776,2.93865293865294,19.6563942308178,obs,8.63,22.14,189.36,108.27,124.19,68.5,39.38,104.29,
wheat,宁夏,xibei,2009,565.78,317.51,0.335324684506345,0.237353741737071,0.217063169429814,0.132189190144579,0.078069214182191,37.89,37.89,30.5,4.78232087227414,3.06893721789085,19.1217629459602,obs,7.65,25.68,189.72,134.29,122.81,74.79,44.17,106.91,
wheat,宁夏,xibei,2010,592.19,308.88,0.3432682078387,0.257907090629697,0.196727401678515,0.128810010300748,0.0732872895523396,65.88,65.88,35.3636,4.84810653349979,3.08825910931174,20.1589211405924,obs,6.38,24.03,203.28,152.73,116.5,76.28,43.4,120.6,
wheat,宁夏,xibei,2011,657.05,313.31,0.359181188646222,0.258047332775283,0.195936382314892,0.122791263982954,0.0640438322806484,62.78,62.78,42.0497324605044,5.15372297838271,3.224620303757,20.6293932139638,obs,5.9,24.98,236,169.55,128.74,80.68,42.08,137.36,0.88
wheat,宁夏,xibei,2012,763.71,321.61,0.406266776656061,0.239030522056802,0.177096018122062,0.113092666064344,0.064514017100732,89.28,89.28,50,5.78981164383562,3.57834781380562,20.1796114720039,interp,5.52,23.36,310.27,182.55,135.25,86.37,49.27,156.54,
wheat,宁夏,xibei,2013,861.24,316.09,0.436603037480842,0.224432214016999,0.163914820491385,0.112407691235892,0.0626422367748827,100.11,100.11,50,5.42961538461538,3.97087776866284,19.5597473257754,obs,5.52,26,376.02,193.29,141.17,96.81,53.95,168.34,
wheat,宁夏,xibei,2014,896.7,330.97,0.47194156351065,0.217508642801383,0.123296531727445,0.112088769934203,0.0751644920263187,84.5,84.5,50,4.67286559594252,4.04955680902498,21.7340494171685,obs,5.69,23.66,423.19,195.04,110.56,100.51,67.4,174.23,
wheat,宁夏,xibei,2015,940.56,342.83,0.469135408692694,0.215392957387089,0.141054265543931,0.117430041677299,0.0569873266989878,86.98,86.98,50,4.95592080687337,4.53407224958949,24.1236811866773,obs,5.66,26.77,441.25,202.59,132.67,110.45,53.6,173.67,
wheat,宁夏,xibei,2016,946.0758,372.94,0.485231521618035,0.209951464776924,0.135211153271228,0.115815244402193,0.0537906159316199,82.738,82.738,50,4.56694037843627,4.55213959285418,26.7389329554633,obs,5.64,28.01,459.0658,198.63,127.92,109.57,50.89,194.84,1.14
wheat,宁夏,xibei,2017,957.3764,343.66,0.503988191060486,0.199117087072545,0.131160534143102,0.113905042990406,0.0518291447334612,117.267,117.267,50,4.72778614457831,4.47476405416496,25.1417261726253,obs,5.79,26.56,482.5064,190.63,125.57,109.05,49.62,228.89,30.64
wheat,宁夏,xibei,2018,950.86618,371.96,0.488150898373523,0.198082552478625,0.151304150916378,0.113391350189782,0.0490710480416918,79.432,79.432,51.6667,5.01463924712443,4.42610837438424,22.0754668468463,obs,5.48,28.69,464.16618,188.35,143.87,107.82,46.66,245.26,30.83
wheat,宁夏,xibei,2019,943.02,375.96,0.466172509596827,0.218500137854977,0.153559839664058,0.111747364849102,0.0500201480350364,95.32,95.32,50,5.11515365595196,4.32062320623206,21.2658779824399,obs,5.05,28.31,439.61,206.05,144.81,105.38,47.17,270.78,34.06
wheat,宁夏,xibei,2020,935.56,379.79,0.474795844200265,0.208185471802984,0.154356748899055,0.112745307623242,0.0499166274744538,93.29,93.29,50,4.61964171465131,4.31941031941032,21.2012277672077,obs,4.94,31.26,444.2,194.77,144.41,105.48,46.7,276.08,32.97
wheat,宁夏,xibei,2021,943.69,330.06,0.518390573175513,0.175407178204707,0.145153599169219,0.123843635092032,0.0372050143585288,111.02,111.02,50,5.36125244618395,4.73349534224382,21.198700952622,obs,5.27,25.55,489.2,165.53,136.98,116.87,35.11,244.12,27.79
wheat,宁夏,xibei,2022,1012.31,394.59,0.384961128508066,0.223607392992265,0.221898430322727,0.121711728620679,0.0478213195562624,136.04,136.04,51.1111,7.1333756748174,4.81853734845522,21.1950342766299,obs,3.98,31.49,389.7,226.36,224.63,123.21,48.41,383.67,44.79
wheat,宁夏,xibei,2023,837.81,375.18,0.444862200260202,0.259772502118619,0.0177725259903797,0.246595290101574,0.030997481529225,118.95,118.95,55,0.51397997928892,7.79034690799397,21.3619495666703,obs,3.8,28.97,372.71,217.64,14.89,206.6,25.97,404.09,51.94
wheat,宁夏,xibei,2024,920.88,384.72,0.372382938059248,0.236871253583529,0.203794196855182,0.135185909130397,0.0517657023716445,116.07,116.07,55,6.66441761363636,4.95778574273198,20.7476269059742,obs,3.4,28.16,342.92,218.13,187.67,124.49,47.67,435.1,68.27
wheat,安徽,changjiang,2004,255.54,343.5,0.331063629960084,0.179854425921578,0.322610941535572,0.0887532284573844,0.0777177741253815,20.53,20.53,41.0177593496699,3.70350404312668,1.581589958159,9.11094686173444,obs,6.1,22.26,84.6,45.96,82.44,22.68,19.86,33.73,1.18
wheat,安徽,changjiang,2005,275.53,319.6,0.303741879287192,0.193481653540449,0.324647043879069,0.106050157877545,0.0720792654157442,22.23,22.23,43.04550665743,4.1412037037037,2.01795580110497,12.7125264120666,obs,5.37,21.6,83.69,53.31,89.45,29.22,19.86,40.42,0.91
wheat,安徽,changjiang,2006,297.18,368.4,0.291809677636449,0.200989299414496,0.339659465643718,0.103472642842722,0.0640689144626153,30.94,30.94,45,4.02632628639809,2.08899456521739,17.4870287605772,obs,4.99,25.07,86.72,59.73,100.94,30.75,19.04,34.43,1.13
wheat,安徽,changjiang,2007,325.98,396.2,0.314405791766366,0.221639364378183,0.308730596969139,0.100803730290202,0.0544205165961102,43.78,43.78,47.5,4.12797374897457,2.36402877697842,24.0375608932477,obs,5.36,24.38,102.49,72.25,100.64,32.86,17.74,41.28,1.69
wheat,安徽,changjiang,2008,354.53,426.9,0.272755479084986,0.23442303895298,0.329534877161312,0.10729698474036,0.0559896200603616,50.5,50.5,49.75,4.77636958299264,2.69978708303762,30.8132317073772,obs,4.45,24.46,96.7,83.11,116.83,38.04,19.85,74.92,2.6
wheat,安徽,changjiang,2009,427.44,409.48,0.277044731424293,0.211795807598727,0.363863934119409,0.0969960696238069,0.0502994572337638,57.74,57.74,52.7083,6.21126198083067,2.82232811436351,31.4628085664952,obs,4.73,25.04,118.42,90.53,155.53,41.46,21.5,91.49,3.52
wheat,安徽,changjiang,2010,417.18,409.32,0.301979960688432,0.252792559566614,0.28807708902632,0.106356968215159,0.0507934225034757,70.13,70.13,54.375,4.95587628865979,3.1027972027972,30.736877188794,obs,4.02,24.25,125.98,105.46,120.18,44.37,21.19,100.16,3.47
wheat,安徽,changjiang,2011,496.11,375.38,0.333958194755195,0.253693737276007,0.261212231158412,0.10779867368124,0.0433371631291447,64.04,64.04,61.6948133962653,5.07996863974912,3.43481053307643,28.6026533782932,obs,4.14,25.51,165.68,125.86,129.59,53.48,21.5,126.07,6.58
