item_order,module,item_code,item_name,analytic_family,family_order,previous_six_group,community_categories,community_mapping_count,quantity_unit,price_unit,fixed_questionnaire_item,households,consumer_households,participation_total,quantity_household_mean_all,quantity_household_mean_winsor_p99,quantity_household_mean_excl_top1pct_consumers,quantity_consumer_mean,quantity_consumer_mean_excl_top1pct_consumers,quantity_consumer_p50,quantity_consumer_p90,quantity_consumer_p99,quantity_consumer_max,quantity_percap_mean_all,purchase_quantity_share,own_quantity_share,gift_quantity_share,top1pct_quantity_share,share_consumers_above_outer_fence,purchase_uv_n,purchase_uv_p01,purchase_uv_p10,purchase_uv_p50,purchase_uv_p90,purchase_uv_p99,purchase_uv_max,purchase_uv_share_lt_0_1,purchase_uv_share_lt_0_5,own_price_n,own_price_p50,village_years,outlet_village_pairs,community_low_n,community_low_p01,community_low_p10,community_low_p50,community_low_p90,community_high_p50,community_mid_p50,low_share_lt_0_1,low_share_lt_0_5,low_share_lt_1,low_modal_value_share_3dp,reversed_endpoint_pairs,low_participation_lt_5pct,quantity_top1_share_gt_25pct,household_uv_low_tail_flag,community_low_tail_flag,community_price_is_range_not_same_quality
11,主食加工品的获取与消费,zhushi_8,其他主食加工品（方便面等）,主食加工品,2,主食,其他主食加工品（方便面等）,1,斤/月,元/斤,1,3565,1363,0.382328190743338,1.4487256907308128,0.8554229834407426,0.697385869242617,3.789220166878464,1.835742936753546,0.41750000000000004,5.0,40.94040816326527,942.8571428571428,0.6291043807445025,0.9732286974343733,0.014295234634501846,0.012476067931124829,0.5205115837652149,0.08437270726338958,816,1.0725,4.0,10.0,20.0,49.250000000000114,300.0,0.004901960784313725,0.00857843137254902,17,5.0,190,241,215,1.0350000000000001,2.8,10.0,18.514,20.49,16.175,0.0,0.0,0.0,0.08372093023255814,1,0,1,0,0,1
12,豆类过去7天的消费,doulei_1,黄豆,豆类,3,豆类及制品,黄豆,1,斤/月,元/斤,1,3565,1015,0.2847124824684432,1.0827118232747222,0.7355612379353973,0.6051905576283397,3.802825270910724,2.1422781292939437,0.49950000000000006,6.484472049689443,42.857142857142854,858.0,0.5847258490016178,0.6134396573120475,0.34999071238093993,0.0365696303070126,0.4427665824693774,0.10049261083743842,359,0.6386666666666666,2.0,4.0,7.099999999999994,20.0,40.0,0.0,0.005571030640668524,224,3.5,177,207,106,2.0,3.0,4.5,7.0,4.58,4.5,0.0,0.0,0.0,0.12264150943396226,0,0,1,0,0,1
13,豆类过去7天的消费,doulei_4,绿豆/红豆/黑豆等杂豆,豆类,3,豆类及制品,绿豆/红豆,1,斤/月,元/斤,1,3565,1531,0.42945301542777,1.107593998600416,0.7580289414976312,0.6386309316537206,2.5790807348206943,1.4960403804878248,0.33994334277620397,4.285714285714286,27.24200000000004,830.0,0.4183182311157716,0.7245831161569594,0.24307299105736319,0.032343892785677314,0.42599480795591516,0.08425865447419988,861,1.46,3.0,5.0,8.0,14.199999999999989,30.0,0.0,0.0023228803716608595,149,4.3,193,244,203,1.8238,4.318,5.98,8.0,7.98,7.0,0.0,0.0,0.0,0.11330049261083744,4,0,1,0,0,1
14,豆制品的获取与消费,doulei_2,豆浆,豆制品,4,豆类及制品,豆浆,1,斤/月,元/斤,1,3565,1111,0.31164095371669004,1.0602499651314423,0.9121433732660849,0.7704771774297433,3.4021522283470675,2.490905742864311,0.43227665706051877,8.571428571428571,42.857142857142854,390.85714285714283,0.3941624757349925,0.5655183174082993,0.3941427087600082,0.04033897383169268,0.275752198898148,0.1116111611161116,436,0.5,1.396103896103896,4.0,10.0,30.0,500.0,0.0,0.009174311926605505,197,3.5,22,22,18,2.17,3.7,6.0,29.75,13.3,13.25,0.0,0.0,0.0,0.2222222222222222,0,0,1,0,0,1
15,豆制品的获取与消费,doulei_3,豆腐/豆腐皮/豆干,豆制品,4,豆类及制品,豆腐/豆腐皮/豆干,1,斤/月,元/斤,1,3565,3016,0.8460028050490883,2.631315670399303,2.526739605118158,2.299373912431227,3.1102918982007677,2.7222738380341562,0.6537671232876712,8.571428571428571,28.44642857142828,73.2,1.0773177463170147,0.906477935473488,0.08569080585839425,0.007831258668117813,0.13374918018670898,0.034151193633952255,2227,1.0,2.0,3.0434782608695654,6.666666666666667,18.000000000000004,75.0,0.0,0.00224517287831163,87,3.0,197,238,170,1.5628,2.0,3.0,6.314999999999996,5.0,4.720000000000001,0.0,0.0,0.0,0.10588235294117647,2,0,0,0,0,1
16,豆制品的获取与消费,xiancai_4,发酵豆制品（豆腐乳/豆酱/豆豉等）,豆制品,4,豆类及制品,发酵豆制品（豆腐乳/豆酱/豆豉等）,1,斤/月,元/斤,1,3565,1015,0.2847124824684432,1.0990819917097134,0.7644509892386,0.4444324746006876,3.860322463492738,1.5732201341940677,0.17094017094017094,4.26634382566586,104.1595238095241,429.4285714285714,0.5033738373018186,0.21883405821347082,0.769748621976444,0.011417319810085367,0.5968807081326285,0.11133004926108374,490,1.2225,2.786666666666667,7.5,20.0,50.0,1666.6666666666667,0.0,0.0,127,8.0,106,121,101,3.38,4.0,9.0,16.6,15.0,13.09,0.0,0.0,0.0,0.0891089108910891,2,0,1,0,0,1
17,肉类,roulei_1,猪肉（不含排骨、腊肉）,畜禽肉,5,肉类及制品,猪肉（不含排骨、腊肉）,1,斤/月,元/斤,1,3565,3231,0.9063113604488079,7.632790651388525,5.340711415764736,4.738015535465776,8.421819459052953,5.232855181758949,1.019830028328612,17.142857142857142,69.84743411927782,1371.4285714285713,3.241372655439457,0.7159592302479003,0.2174473312099544,0.06659343854214528,0.3850011690954539,0.030331166821417517,2484,2.2415000000000003,9.0,12.0,18.0,26.0,113.0,0.0,0.0008051529790660225,303,13.0,215,298,214,3.26,9.0,11.850000000000001,15.0,14.0,14.0,0.0,0.0,0.0,0.09813084112149532,2,0,1,0,0,1
18,肉类,roulei_2,猪排骨,畜禽肉,5,肉类及制品,猪排骨,1,斤/月,元/斤,1,3565,2448,0.6866760168302946,3.0578099470939177,2.549264565406885,2.3018017445411103,4.453060645992571,3.362929498834309,1.0,10.087114285714337,37.5900000000006,878.5714285714286,1.2142410514383157,0.8501202423116475,0.1195215523771875,0.03035820531116479,0.252517286268695,0.05555555555555555,1180,4.790000000000001,12.0,17.5,28.0,38.42000000000007,70.0,0.000847457627118644,0.001694915254237288,135,18.0,192,259,157,4.9912,9.96,15.9,25.360000000000003,17.8,18.9,0.0,0.0,0.0,0.07643312101910828,4,0,1,0,0,1
19,肉类,roulei_3,牛肉,畜禽肉,5,肉类及制品,牛肉,1,斤/月,元/斤,1,3565,1768,0.49593267882187936,1.2628334915394626,1.017296057491509,0.8977946399251127,2.5463808808473893,1.8197014787510712,0.501,5.0,24.56571428571416,514.7142857142857,0.6018856943334548,0.7978739212843711,0.02090756876827633,0.18121850994735264,0.29265290994862814,0.09332579185520362,573,3.36,25.0,40.0,60.0,100.0,142.85714285714286,0.0,0.0,13,32.0,86,99,62,3.0,23.909,29.975,40.0,37.995000000000005,36.7,0.0,0.0,0.0,0.14516129032258066,0,0,1,0,0,1
20,肉类,roulei_4,羊肉,畜禽肉,5,肉类及制品,羊肉,1,斤/月,元/斤,1,3565,1095,0.3071528751753156,1.0308534360167332,0.7113054496412562,0.60080985190922,3.356157533698314,1.9698138502632545,0.6,5.0,36.411428571428196,514.7142857142857,0.46425432011251905,0.7054119183451062,0.12050737515357764,0.17408070650131607,0.41897072877449765,0.08584474885844749,203,5.0440000000000005,22.6,40.0,80.0,115.0,150.0,0.0,0.0,23,35.0,48,55,26,14.6175,21.8,36.5,40.0,35.595,42.5,0.0,0.0,0.0,0.15384615384615385,0,0,1,0,0,1
21,肉类,roulei_9,下水内脏,畜禽肉,5,肉类及制品,下水内脏,1,斤/月,元/斤,1,3565,591,0.16577840112201964,0.29809541977750537,0.2818960129112619,0.2462455345482495,1.7981559585563567,1.4980989016362736,0.46153846153846156,4.285714285714286,21.428571428571427,42.857142857142854,0.11907359100260989,0.6848949165101363,0.2846577598431185,0.030447323646745336,0.1753274966639325,0.08460236886632826,144,2.5725,6.0,15.0,48.500000000000085,80.0,120.0,0.0,0.0,46,10.0,83,92,63,2.0,4.984,11.8,29.780000000000005,20.0,19.75,0.0,0.0,0.0,0.14285714285714285,1,0,0,0,0,1
22,肉类,roulei_5,鸡肉,畜禽肉,5,肉类及制品,鸡肉,1,斤/月,元/斤,1,3565,1238,0.3472650771388499,1.2344647442873617,1.1091939180245785,1.0034561705398712,3.554819720019745,2.9096133206184676,0.66,9.599999999999975,30.0,240.0,0.4734215550706889,0.760664788216438,0.20639166256664063,0.0329435492169213,0.19009675391277073,0.09693053311793215,575,2.9133333333333336,6.25,10.0,24.920000000000005,41.299999999999955,400.0,0.0,0.0,104,15.0,164,193,139,5.930400000000001,6.756,8.8,12.360000000000001,15.0,14.899999999999999,0.0,0.0,0.0,0.11510791366906475,1,0,0,0,0,1
23,肉类,roulei_6,其他禽肉（鸭肉/鹅肉/其他）,畜禽肉,5,肉类及制品,其他禽肉（鸭肉/鹅肉/其他）,1,斤/月,元/斤,1,3565,445,0.12482468443197756,0.40447008794248734,0.391406573616701,0.3524699456101434,3.24030531126959,2.851802287209342,0.7828124999999999,8.571428571428571,28.114285714285725,50.0,0.17585336732044374,0.7384176296074095,0.22270740607381737,0.03887496431877327,0.12978583991014978,0.0898876404494382,171,3.2933333333333334,7.6,16.0,31.333333333333332,40.60000000000002,50.0,0.0,0.0,28,16.5,49,53,33,4.3168,6.219,7.5,10.0,10.0,10.0,0.0,0.0,0.0,0.2727272727272727,0,0,0,0,0,1
24,肉类,roulei_7,活禽（鸡）,畜禽肉,5,肉类及制品,活禽（鸡）,1,斤/月,元/斤,1,3565,1191,0.3340813464235624,3.359773815997017,1.9836768414428196,1.816680293442386,10.056753697757655,5.474694726548597,1.308139534883721,21.428571428571427,51.42857142857143,3937.5,1.0901325808751798,0.5589525063405598,0.42713464847143157,0.01391284518800873,0.46110502083785515,0.06297229219143577,238,4.0,8.0,15.0,30.0,49.44999999999993,70.0,0.0,0.0,371,20.0,41,44,27,2.539,7.12,10.0,12.400000000000002,12.0,11.5,0.0,0.0,0.0,0.2962962962962963,0,0,1,0,0,1
25,肉类,roulei_8,活禽（鸭/鹅/其他）,畜禽肉,5,肉类及制品,活禽（鸭/鹅/其他）,1,斤/月,元/斤,1,3565,427,0.11977559607293127,2.5864745540774936,0.681846223081701,0.6105727326245525,21.594336733691485,5.150803147259258,1.6600000000000001,17.142857142857142,51.42857142857143,6480.0,0.6457607518853744,0.8245942453903099,0.1572083070428444,0.018197447566845666,0.7642673930737722,0.09836065573770492,84,4.66,8.0,13.0,22.700000000000003,31.700000000000017,40.0,0.0,0.0,115,20.0,14,14,6,9.15,10.5,19.5,25.0,17.0,21.75,0.0,0.0,0.0,0.5,0,0,1,0,0,1
26,肉类,shuichan_1,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,水产品,6,肉类及制品,水产品（淡水鱼/海水鱼/虾/蟹/贝壳类）,1,斤/月,元/斤,1,3565,2408,0.6754558204768584,4.02399946106808,3.685930395519323,3.2883136501595613,5.957457673881938,4.884863752230318,1.0,17.142857142857142,59.98846153846151,343.9285714285714,1.6588101066631047,0.7230549136347136,0.13589497897980052,0.14105010738548596,0.1885550734451821,0.046511627906976744,1163,2.124,5.0,10.0,25.758241758241756,57.088888888888754,201.5,0.0008598452278589854,0.0008598452278589854,74,10.0,145,171,155,3.4335999999999998,4.988,9.0,21.599999999999994,25.0,20.445,0.0,0.0,0.0,0.09032258064516129,0,0,0,0,0,1
27,肉制品,xiancai_3,腊肉/熏肉/精肉火腿/香肠（不含淀粉火腿肠）,肉制品,7,肉类及制品,腊肉/熏肉/精肉火腿/香肠（不包括含淀粉的火腿肠）,1,斤/月,元/斤,1,3565,1357,0.38064516129032255,4.5080904252481355,2.4370585679049217,1.8931325808451234,11.843288405312899,5.005594783753561,0.8350000000000001,15.012000000000004,140.40000000000094,1628.5714285714284,1.9190029538382174,0.16004301331360316,0.7513251590767664,0.08863182760963047,0.5817080091082533,0.09801031687546058,222,3.0,7.5,15.0,31.933333333333337,50.0,90.0,0.0045045045045045045,0.0045045045045045045,578,22.25,87,98,79,3.702,7.3718,10.83,25.84,22.0,17.5,0.0,0.0,0.0,0.06329113924050633,0,0,1,0,0,1
28,肉制品,roulei_11,含淀粉的火腿肠,肉制品,7,肉类及制品,含淀粉的火腿肠,1,斤/月,元/斤,1,3565,1007,0.28246844319775594,0.7515742360870548,0.3411434606913422,0.28945876121683617,2.6607369927014397,1.0328679090006385,0.24,3.428571428571429,17.0399999999999,750.0,0.26860106305988624,0.9466239249060103,0.016184721588396764,0.037191353505592925,0.6160517395041253,0.09433962264150944,551,1.7530120481927711,5.0,12.0,28.333333333333336,67.5,100.0,0.0,0.0,9,8.0,158,195,178,0.885,4.85,9.7,17.113000000000003,16.667,13.59125,0.0,0.0,0.011235955056179775,0.07865168539325842,3,0,1,0,0,1
29,肉制品,roulei_12,肉干/肉脯,肉制品,7,肉类及制品,肉干/肉脯,1,斤/月,元/斤,1,3565,181,0.050771388499298735,0.35594362778113386,0.056468921135258206,0.04758915269496626,7.010712889722333,0.9472634136992445,0.25,2.142857142857143,15.875776397515356,1071.4285714285713,0.12005370062179721,0.9583411962515007,0.01928120415185947,0.022377599596640152,0.8663764399728618,0.08839779005524862,48,2.41784,10.0,40.0,117.0000000000001,179.32000000000005,200.0,0.0,0.020833333333333332,12,35.0,33,33,29,7.9,18.700000000000003,39.5,100.0,109.14,74.325,0.0,0.0,0.0,0.20689655172413793,0,0,1,0,0,1
30,肉制品,roulei_13,咸鱼虾酱等腌制水产品,水产制品,8,肉类及制品,咸鱼虾酱等腌制水产品,1,斤/月,元/斤,1,3565,262,0.07349228611500701,0.1998295070930759,0.16639732917281908,0.12780722505445213,2.719054170942044,1.7577194426407667,0.3791044776119403,6.240259740259751,45.98571428571387,107.14285714285714,0.07130992909757505,0.4432969442033877,0.5030828041177546,0.05362025167885767,0.3609568714347316,0.10305343511450382,84,3.83,7.15,15.0,32.33333333333334,68.87500000000006,100.0,0.0,0.0,12,20.0,41,41,30,9.9,9.9,11.0,20.0,26.0,20.0,0.0,0.0,0.0,0.3333333333333333,0,0,1,0,0,1
31,蛋类,danlei_1,鸡蛋,蛋类,9,未纳入原六类,鸡蛋,1,斤/月,元/斤,1,3565,3354,0.9408134642356242,6.805417293792246,3.929301474506721,3.554465278808724,7.233545811678401,3.7803665359860252,0.5974878405817632,12.857142857142858,42.857142857142854,6000.0,2.9394856032201586,0.43467347721998734,0.5383811943313336,0.02694532844867912,0.4826818697195309,0.04144305307096005,2139,1.1042222222222222,4.0,6.0,10.0,20.0,500.0,0.0004675081813931744,0.0018700327255726976,827,10.0,289,434,244,3.0,4.4,5.5,7.3,5.675,6.0,0.0,0.0,0.0,0.12704918032786885,0,0,1,0,0,1
32,蛋类,danlei_2,鸭蛋/鹅蛋,蛋类,9,未纳入原六类,鸭蛋/鹅蛋,1,斤/月,元/斤,1,3565,694,0.1946704067321178,0.7075380262714097,0.5767173490524156,0.4969329256244691,3.6345433193913195,2.573635151924107,0.8426966292134831,8.571428571428571,41.130000000000095,214.28571428571428,0.2944667145135632,0.39852535440197306,0.47883288586802014,0.12264175973000661,0.299038126101759,0.03890489913544669,196,1.975,5.0,8.0,15.092592592592592,30.166666666666707,70.0,0.0,0.0,189,12.0,53,56,22,2.2630000000000003,6.1,10.555,15.0,11.325,13.22,0.0,0.0,0.0,0.13636363636363635,0,0,1,0,0,1
33,蛋制品,danlei_3,咸蛋/松花蛋,蛋制品,10,未纳入原六类,咸蛋/松花蛋,1,斤/月,元/斤,1,3565,982,0.27545582047685835,1.0076954069649209,0.603899082672103,0.48504326333463255,3.6582832238594127,1.7740008242331466,0.3514705882352941,4.989795918367343,42.857142857142854,642.8571428571428,0.38226618892167863,0.5794359323134117,0.30075419176788093,0.11980987591870738,0.5200110173888701,0.09979633401221996,329,1.7897142857142856,6.0,11.25,20.0,32.399999999999906,60.0,0.0,0.0,106,10.0,104,132,84,1.749,7.7250000000000005,12.5,21.439,13.215,13.8,0.0,0.0,0.0,0.15476190476190477,1,0,1,0,0,1
34,奶类,nailei_1,液态牛奶/羊奶,奶类,11,未纳入原六类,液态牛奶/羊奶,1,斤/月,元/斤,1,3565,1859,0.5214586255259467,4.360533888482186,4.224598538184985,3.9027820691485897,8.362185751715435,7.521339791957009,1.3636363636363635,25.714285714285715,64.28571428571428,205.71428571428572,1.6346539032968372,0.8982791773306993,0.00836115028059038,0.09335967238871049,0.10974620828870948,0.05056481979558903,1316,1.1194444444444445,3.3333333333333335,5.833333333333333,11.071428571428571,30.0,275.0,0.0,0.0022796352583586625,2,6.0,292,400,372,2.3636,3.5,5.2,9.17,11.67,8.93,0.0,0.0,0.0,0.0967741935483871,9,0,0,0,0,1
35,奶类,nailei_2,酸奶,奶类,11,未纳入原六类,酸奶,1,斤/月,元/斤,1,3565,1013,0.2841514726507714,1.6940982322408382,1.5871056455848576,1.4328411200888385,5.961954785724173,5.082153034726279,1.0,16.97142857142863,51.42857142857143,257.1428571428571,0.6516637135819492,0.9146875249520686,0.004755371562711546,0.08055710348521988,0.15682574702059293,0.06416584402764067,605,2.0,2.9166666666666665,6.9,15.0,49.933333333333394,350.0,0.0,0.001652892561983471,0,,251,326,269,1.872,3.96,9.146,14.146320000000001,13.8,12.395,0.0,0.0037174721189591076,0.007434944237918215,0.05204460966542751,8,0,0,0,0,1
36,奶类,nailei_3,奶粉,奶类,11,未纳入原六类,奶粉,1,斤/月,元/斤,1,3565,460,0.12903225806451613,0.37910364354737225,0.3182204383934797,0.26249964045382385,2.938053237492135,2.0538433406936547,0.2589137663489249,5.785714285714302,39.991428571428415,137.775,0.1321570662584088,0.8026703074698031,0.0015855346096941417,0.19574415792050284,0.3085493037935061,0.09347826086956522,293,3.78,14.133333333333335,55.55555555555555,214.5000000000002,386.59999999999866,1250.0,0.006825938566552901,0.006825938566552901,0,,96,104,88,6.435,14.700000000000001,29.0,55.624999999999986,71.0,60.980000000000004,0.0,0.0,0.0,0.06818181818181818,0,0,1,0,0,1
37,油脂类,youzhi_1,大豆油,油脂,12,油脂,大豆油,1,斤/月,元/斤,1,3565,1039,0.2914446002805049,2.798862699620953,2.1333456480489894,1.711813561778278,9.603412439026657,5.918079181478599,1.2362637362637363,17.528000000000006,138.32653061224065,857.1428571428571,1.1983426873929512,0.6765940198842216,0.2729980359669766,0.05040794414880165,0.39027674746910795,0.07218479307025986,715,1.9452222222222222,4.5,6.5,11.0,18.77400000000001,60.0,0.0013986013986013986,0.0013986013986013986,63,10.0,218,299,222,3.521,4.5,5.574999999999999,10.0,7.0,6.5200000000000005,0.0,0.0,0.0,0.07657657657657657,2,0,1,0,0,1
38,油脂类,youzhi_2,菜籽油,油脂,12,油脂,菜籽油,1,斤/月,元/斤,1,3565,1681,0.4715287517531557,4.810388136210624,2.7490746950935407,2.1297777023699154,10.201685726109979,4.541136591351238,0.7263922518159805,12.857142857142858,132.00000000000077,3000.0,2.0420417816216103,0.47706628093920617,0.47660312914151987,0.04633058991927412,0.5593657684896306,0.08328375966686496,940,1.2891428571428571,5.0,8.0,12.0,21.37250000000003,200.0,0.0,0.002127659574468085,403,10.0,215,303,242,4.49,5.2,6.95,10.796000000000001,10.0,8.525,0.0,0.0,0.0,0.11570247933884298,3,0,1,0,0,1
39,油脂类,youzhi_3,花生油,油脂,12,油脂,花生油,1,斤/月,元/斤,1,3565,771,0.21626928471248247,2.144867363109432,1.8371134059866063,1.3303813424794522,9.91757736638797,6.202052995018888,2.142857142857143,17.142857142857142,227.14285714285518,514.2857142857142,0.912328892273766,0.41561834953370635,0.541143594444698,0.0432380560215957,0.3811291377115265,0.05058365758754864,396,1.99,5.925531914893616,10.0,16.0625,30.0,65.0,0.0,0.0,125,12.0,146,183,138,4.1850000000000005,5.7,10.165,17.31,15.99,13.649999999999999,0.0,0.0,0.0,0.07971014492753623,2,0,1,0,0,1
